trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status,stage,environment,algorithm_key,commitment_horizon,dga_iterations,comm_label,out_dir,run_id
22,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,01,30,11,31,0,0,0,0,62,30,32,62,0,24,clue:2;collision_intent:30;state:30,220,39,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
22,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,02,31,11,31,1,0,0,0,64,31,33,64,0,24,clue:2;collision_intent:31;state:31,219,37,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
22,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,03,31,11,32,0,0,0,0,64,31,33,64,0,24,clue:2;collision_intent:31;state:31,226,31,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
22,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,04,32,12,33,0,0,0,0,67,33,34,67,0,27,clue:2;collision_intent:32;state:32;target:1,215,39,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
23,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,00,100,99,95,6,0,0,0,204,100,104,204,0,201,clue:4;collision_intent:100;state:100,708,107,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
23,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,01,98,97,59,40,0,0,0,200,98,102,200,0,198,clue:4;collision_intent:98;state:98,721,98,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
23,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,02,100,98,67,34,0,1,1,205,101,104,205,0,201,clue:4;collision_intent:100;state:100;target:1,684,130,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
23,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,03,101,100,55,47,0,0,0,206,101,105,206,0,204,clue:4;collision_intent:101;state:101,726,85,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
23,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,04,100,98,98,3,0,0,0,204,100,104,204,0,200,clue:4;collision_intent:100;state:100,696,118,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
24,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,00,116,105,78,39,0,0,0,235,116,119,235,0,213,clue:3;collision_intent:116;state:116,819,115,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
24,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,01,113,103,85,29,0,0,0,230,114,116,230,0,210,clue:3;collision_intent:114;state:113,811,126,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
24,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,02,115,104,93,23,0,0,0,233,115,118,233,0,211,clue:3;collision_intent:115;state:115,811,125,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
24,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,03,116,106,84,33,0,0,0,235,116,119,235,0,215,clue:3;collision_intent:116;state:116,819,115,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
24,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,04,116,105,114,3,0,0,0,236,117,119,236,0,214,clue:3;collision_intent:116;state:116;target:1,818,115,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
25,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,00,50,18,48,3,0,0,0,101,50,51,101,0,36,clue:1;collision_intent:50;state:50,364,48,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
25,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,01,49,16,47,3,0,0,0,100,50,50,100,0,34,clue:1;collision_intent:50;state:49,361,52,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
25,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,02,51,18,51,1,0,0,0,104,52,52,104,0,38,clue:1;collision_intent:51;state:51;target:1,360,50,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
25,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,03,51,18,52,0,0,0,0,104,52,52,104,0,38,clue:1;collision_intent:52;state:51,366,44,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
25,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,04,52,19,53,0,0,0,0,105,52,53,105,0,39,clue:1;collision_intent:52;state:52,353,55,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
26,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,00,81,74,73,9,0,0,0,165,81,84,165,0,151,clue:3;collision_intent:81;state:81,561,102,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
26,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,01,80,73,68,13,0,0,0,164,81,83,164,0,150,clue:3;collision_intent:81;state:80,587,78,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
26,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,02,81,74,51,31,0,0,0,165,81,84,165,0,151,clue:3;collision_intent:81;state:81,574,90,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
26,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,03,81,75,73,9,0,0,0,166,82,84,166,0,154,clue:3;collision_intent:82;state:81,580,83,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
26,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,04,83,76,83,1,0,0,0,170,84,86,170,0,156,clue:3;collision_intent:83;state:83;target:1,579,81,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
27,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,00,25,16,24,2,0,0,0,51,25,26,51,0,33,clue:1;collision_intent:25;state:25,176,25,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
27,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,01,25,16,23,3,0,0,0,52,26,26,52,0,34,clue:1;collision_intent:25;state:25;target:1,183,19,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
27,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,02,25,16,23,3,0,0,0,51,25,26,51,0,33,clue:1;collision_intent:25;state:25,171,31,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
27,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,03,24,16,23,2,0,0,0,49,24,25,49,0,33,clue:1;collision_intent:24;state:24,179,24,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
27,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,04,25,16,25,1,0,0,0,51,25,26,51,0,33,clue:1;collision_intent:25;state:25,168,34,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
28,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,00,126,97,102,25,0,0,0,256,126,130,256,0,198,clue:4;collision_intent:126;state:126,874,139,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
28,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,01,122,93,98,25,1,4,2,250,124,126,250,0,192,clue:4;collision_intent:124;state:122,884,133,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
28,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,02,124,94,81,44,0,2,1,253,125,128,253,0,193,clue:4;collision_intent:125;state:124,895,120,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
28,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,03,122,93,80,43,2,6,3,252,126,126,252,0,194,clue:4;collision_intent:125;state:122;target:1,902,115,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
28,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,04,127,98,107,21,0,0,0,258,127,131,258,0,200,clue:4;collision_intent:127;state:127,888,122,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
29,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,00,113,93,90,24,0,0,0,229,113,116,229,0,189,clue:3;collision_intent:113;state:113,821,113,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
29,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,01,116,96,92,25,0,0,0,235,116,119,235,0,195,clue:3;collision_intent:116;state:116,818,110,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
29,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,02,114,94,80,35,0,0,0,232,115,117,232,0,192,clue:3;collision_intent:114;state:114;target:1,808,123,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
29,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,03,114,94,99,16,0,2,2,234,117,117,234,0,194,clue:3;collision_intent:117;state:114,821,107,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
29,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,04,115,95,93,23,0,0,0,233,115,118,233,0,193,clue:3;collision_intent:115;state:115,788,141,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
30,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,00,81,63,70,12,0,0,0,164,81,83,164,0,128,clue:2;collision_intent:81;state:81,578,80,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
30,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,01,82,64,71,12,0,0,0,167,83,84,167,0,131,clue:2;collision_intent:82;state:82;target:1,574,82,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
30,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,02,82,64,63,20,0,0,0,166,82,84,166,0,130,clue:2;collision_intent:82;state:82,578,78,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
30,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,03,79,61,71,9,0,0,0,160,79,81,160,0,124,clue:2;collision_intent:79;state:79,584,78,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
30,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,04,82,64,75,8,0,0,0,166,82,84,166,0,130,clue:2;collision_intent:82;state:82,576,81,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
31,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,00,18,0,19,0,0,0,0,36,18,18,36,0,0,collision_intent:18;state:18,126,18,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
31,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,01,18,0,19,0,0,0,0,37,19,18,37,0,0,collision_intent:18;state:18;target:1,129,15,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
31,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,02,18,0,19,0,0,0,0,36,18,18,36,0,0,collision_intent:18;state:18,117,26,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
31,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,03,18,0,19,0,0,0,0,36,18,18,36,0,0,collision_intent:18;state:18,127,17,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
31,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,04,18,0,19,0,0,0,0,36,18,18,36,0,0,collision_intent:18;state:18,125,19,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
32,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,00,40,0,41,0,0,0,0,81,41,40,81,0,0,collision_intent:40;state:40;target:1,276,36,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
32,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,01,39,0,40,0,0,0,0,78,39,39,78,0,0,collision_intent:39;state:39,271,43,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
32,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,02,39,0,40,0,0,0,0,78,39,39,78,0,0,collision_intent:39;state:39,271,44,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
32,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,03,39,0,40,0,0,0,0,78,39,39,78,0,0,collision_intent:39;state:39,280,35,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
32,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,04,39,0,40,0,0,0,0,78,39,39,78,0,0,collision_intent:39;state:39,271,42,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
33,DMCHBA,bernoulli,0.25,25,625,5,140,125.0,g25_d140_bernoulli_025_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid25_trials50.csv,clue_search,00,5,0,6,0,0,0,0,10,5,5,10,0,0,collision_intent:5;state:5,30,7,completed,grid_clue,clue,dmchba,5,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid25/density140/bernoulli_025/dmchba,g25_d140_bernoulli_025_dmchba
