trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level
64,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,40.6432394961345,40.6432394961345,1,1,1,95,24,91,8,1,0,0,209,0,338,513,500,96,242,195,143,0.6896551724137931,33.8,14.3,collision_intent:96;pi_entry:143;state:99,0.10000000000000009,0.030219780219780112,known_visit_core_500,10,4,8,0,0.0,0
65,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,51.55840423023921,51.55840423023921,7,7,7,117,30,98,23,2,6,6,271,0,401,598,601,121,280,242,159,0.7163289630512515,40.1,15.9,collision_intent:121;pi_entry:159;state:121,0.5,0.1020408163265305,known_visit_core_500,10,4,8,0,0.0,0
66,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,201.47271802447378,201.47271802447378,11,11,11,182,49,135,51,6,134,12,1210,1,667,1011,989,199,468,385,282,0.7049180327868853,66.7,28.2,collision_intent:199;pi_clear_path:4;pi_entry:278;state:186,0.25,0.11296296296296293,known_visit_core_500,10,4,8,0,0.0,0
67,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,70.17022740351283,70.17022740351283,6,6,6,133,41,120,17,2,1,1,389,0,415,658,587,136,279,273,142,0.7013142174432497,41.5,14.2,collision_intent:136;pi_clear_path:3;pi_entry:139;state:137,0.3999999999999999,0.1875,known_visit_core_500,10,4,8,0,0.0,0
68,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,33.236111382191275,33.236111382191275,2,2,2,75,20,73,6,3,4,3,175,0,282,431,410,79,203,158,124,0.6754530477759473,28.2,12.4,collision_intent:79;pi_entry:124;state:79,0.25,0.09246575342465757,known_visit_core_500,10,4,8,0,0.0,0
69,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,80.93061906026448,80.93061906026448,11,11,11,157,47,122,39,1,1,1,453,0,455,732,633,160,295,321,134,0.7152542372881356,45.5,13.4,collision_intent:160;pi_clear_path:2;pi_entry:132;state:161,0.3500000000000001,0.13114754098360648,known_visit_core_500,10,4,8,0,0.0,0
70,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,45.526438111996434,45.526438111996434,5,5,5,106,27,95,15,2,2,2,236,0,340,547,471,107,233,217,123,0.6757532281205165,34.0,12.3,collision_intent:107;pi_entry:123;state:110,0.25,0.03947368421052633,known_visit_core_500,10,4,8,0,0.0,0
71,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,72.6335508399219,72.6335508399219,8,8,8,164,42,131,37,2,8,8,379,0,500,777,719,170,330,338,162,0.7269969666329625,50.0,16.2,collision_intent:170;pi_entry:162;state:168,0.55,0.13167938931297707,known_visit_core_500,10,4,8,0,0.0,0
72,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,78.28171155659152,78.28171155659152,14,14,14,167,45,119,52,2,5,2,411,0,513,823,716,171,342,342,171,0.6978557504873294,51.3,17.1,collision_intent:171;pi_clear_path:2;pi_entry:169;state:171,0.30000000000000004,0.02310924369747891,known_visit_core_500,10,4,8,0,0.0,0
73,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,49.61975629071029,49.61975629071029,5,5,5,113,29,96,21,2,3,1,251,0,368,557,546,115,253,232,136,0.7203166226912929,36.8,13.6,collision_intent:115;pi_entry:136;state:117,0.30000000000000004,0.109375,known_visit_core_500,10,4,8,0,0.0,0
74,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,83.89918359065246,83.89918359065246,11,11,11,161,48,111,54,1,11,8,465,0,485,827,627,173,312,338,147,0.6705882352941176,48.5,14.7,collision_intent:173;pi_clear_path:4;pi_entry:143;state:165,0.30000000000000004,0.14639639639639634,known_visit_core_500,10,4,8,0,0.0,0
75,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,73.16022898945697,73.16022898945697,13,13,13,148,41,107,45,5,7,6,405,0,473,748,670,155,318,307,166,0.7030430220356768,47.3,16.6,collision_intent:155;pi_clear_path:3;pi_entry:163;state:152,0.6000000000000001,0.10981308411214963,known_visit_core_500,10,4,8,0,0.0,0
76,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,69.91804997654884,69.91804997654884,8,8,8,160,41,137,27,2,5,3,352,0,509,814,712,164,345,328,181,0.688588007736944,50.9,18.1,collision_intent:164;pi_entry:181;state:164,0.3500000000000001,0.038321167883211604,known_visit_core_500,10,4,8,0,0.0,0
77,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,81.03696235485592,81.03696235485592,7,7,7,158,47,135,27,2,1,1,446,0,479,769,666,161,318,323,156,0.6995798319327731,47.9,15.6,collision_intent:161;pi_clear_path:3;pi_entry:153;state:162,0.10000000000000009,0.07962962962962972,known_visit_core_500,10,4,8,0,0.0,0
78,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,124.91380609480981,124.91380609480981,15,15,15,202,71,140,66,5,7,5,742,0,584,969,782,209,375,415,169,0.6957295373665481,58.4,16.9,collision_intent:209;pi_clear_path:4;pi_entry:165;state:206,0.25,0.13214285714285712,known_visit_core_500,10,4,8,0,0.0,0
79,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,76.99218633231271,76.99218633231271,9,9,9,131,45,104,31,2,5,1,443,0,438,685,628,136,302,271,167,0.6939226519337016,43.8,16.7,collision_intent:136;pi_clear_path:3;pi_entry:164;state:135,0.30000000000000004,0.17307692307692313,known_visit_core_500,10,4,8,0,0.0,0
80,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,87.88797773331885,87.88797773331885,10,10,10,170,51,127,47,0,4,3,480,0,498,816,678,176,322,350,148,0.7018633540372671,49.8,14.8,collision_intent:176;pi_clear_path:3;pi_entry:145;state:174,0.25,0.14370078740157477,known_visit_core_500,10,4,8,0,0.0,0
81,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,45.06042740849905,45.06042740849905,7,7,7,104,26,90,18,1,0,0,232,0,343,517,511,104,239,212,131,0.7136871508379888,34.3,13.1,collision_intent:104;pi_entry:131;state:108,0.25,0.03888888888888897,known_visit_core_500,10,4,8,0,0.0,0
82,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,49.03091014858425,49.03091014858425,7,7,7,108,29,90,22,3,8,4,260,0,393,583,596,113,280,225,168,0.7095238095238096,39.3,16.8,collision_intent:113;pi_entry:168;state:112,0.3500000000000001,0.11111111111111116,known_visit_core_500,10,4,8,0,0.0,0
83,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,64.95010096293232,64.95010096293232,7,7,7,132,37,120,16,2,2,1,347,0,420,676,583,136,284,272,148,0.6850763807285546,42.0,14.8,collision_intent:136;pi_clear_path:2;pi_entry:146;state:136,0.30000000000000004,0.1166666666666667,known_visit_core_500,10,4,8,0,0.0,0
84,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,56.77563035127809,56.77563035127809,3,3,3,120,33,118,6,2,1,1,306,0,372,607,508,124,248,248,124,0.6837146702557201,37.2,12.4,collision_intent:124;pi_clear_path:1;pi_entry:123;state:124,0.5,0.0847457627118644,known_visit_core_500,10,4,8,0,0.0,0
85,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,89.22978513955604,89.22978513955604,12,12,12,154,52,121,37,3,3,2,513,0,496,783,704,162,334,320,176,0.7032967032967034,49.6,17.6,collision_intent:162;pi_clear_path:5;pi_entry:171;state:158,0.10000000000000009,0.1673553719008265,known_visit_core_500,10,4,8,0,0.0,0
86,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,230.70702692408696,230.70702692408696,15,15,15,223,64,161,66,0,127,5,1399,3,747,1152,1087,229,518,456,291,0.7003865979381443,74.7,29.1,collision_intent:229;pi_clear_path:4;pi_entry:287;state:227,0.3500000000000001,0.1071428571428572,known_visit_core_500,10,4,8,0,0.0,0
87,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,96.74684272065986,96.74684272065986,10,10,10,152,55,104,52,0,0,0,581,0,468,726,678,155,313,311,157,0.7220447284345048,46.8,15.7,collision_intent:155;pi_clear_path:3;pi_entry:154;state:156,0.3999999999999999,0.1875,known_visit_core_500,10,4,8,0,0.0,0
88,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,101.66202342280253,101.66202342280253,11,11,11,188,56,146,46,2,34,9,545,0,603,970,838,200,403,392,211,0.6937086092715232,60.3,21.1,collision_intent:200;pi_clear_path:5;pi_entry:206;state:192,0.55,0.11986301369863006,known_visit_core_500,10,4,8,0,0.0,0
89,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,93.81736115483889,93.81736115483889,13,13,13,195,54,151,48,4,9,7,509,0,532,893,703,202,330,401,131,0.7101010101010101,53.2,13.1,collision_intent:202;pi_clear_path:4;pi_entry:127;state:199,0.5,0.16059602649006632,known_visit_core_500,10,4,8,0,0.0,0
90,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,59.848880367931514,59.848880367931514,7,7,7,131,35,111,24,1,4,2,308,0,432,670,625,135,297,270,162,0.702247191011236,43.2,16.2,collision_intent:135;pi_clear_path:2;pi_entry:160;state:135,0.3500000000000001,0.12387387387387383,known_visit_core_500,10,4,8,0,0.0,0
91,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,76.71507869636261,76.71507869636261,9,9,9,171,45,134,41,0,9,9,406,0,510,827,702,177,333,352,158,0.7034068136272545,51.0,15.8,collision_intent:177;pi_clear_path:1;pi_entry:157;state:175,0.1499999999999999,0.011194029850746245,known_visit_core_500,10,4,8,0,0.0,0
92,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,48.34583588342665,48.34583588342665,5,5,5,111,28,101,14,2,1,1,250,0,399,599,597,112,287,227,172,0.6941860465116279,39.9,17.2,collision_intent:112;pi_entry:172;state:115,0.3999999999999999,0.061881188118811936,known_visit_core_500,10,4,8,0,0.0,0
93,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,51.57268023377379,51.57268023377379,7,7,7,113,30,103,14,0,3,1,266,0,378,579,554,115,263,232,146,0.7030456852791879,37.8,14.6,collision_intent:115;pi_clear_path:1;pi_entry:145;state:117,0.3500000000000001,0.08009708737864085,known_visit_core_500,10,4,8,0,0.0,0
94,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,83.68999446927279,83.68999446927279,8,8,8,139,41,119,24,1,27,6,467,0,463,770,618,152,311,295,168,0.6630901287553648,46.3,16.8,collision_intent:152;pi_clear_path:5;pi_entry:163;state:143,0.30000000000000004,0.11554621848739499,known_visit_core_500,10,4,8,0,0.0,0
95,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,84.36331539199404,84.36331539199404,13,13,13,192,49,130,66,0,2,2,430,0,561,898,783,194,367,390,171,0.7124658780709736,56.1,17.1,collision_intent:194;pi_clear_path:1;pi_entry:170;state:196,0.3500000000000001,0.14230769230769225,known_visit_core_500,10,4,8,0,0.0,0
96,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,52.133202741989145,52.133202741989145,7,7,7,117,30,87,34,2,6,2,266,0,373,572,547,119,254,240,133,0.7178477690288714,37.3,13.3,collision_intent:119;pi_entry:133;state:121,0.44999999999999996,0.1637931034482758,known_visit_core_500,10,4,8,0,0.0,0
97,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,50.971020840658866,50.971020840658866,9,9,9,115,30,95,24,2,0,0,273,0,376,574,553,116,260,235,141,0.7098844672657253,37.6,14.1,collision_intent:116;pi_clear_path:1;pi_entry:140;state:119,0.5,0.09736842105263155,known_visit_core_500,10,4,8,0,0.0,0
98,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,58.64514221013152,58.64514221013152,8,8,8,134,34,110,28,2,5,5,306,0,393,644,535,139,254,277,116,0.7020997375328084,39.3,11.6,collision_intent:139;pi_entry:116;state:138,0.25,0.050000000000000044,known_visit_core_500,10,4,8,0,0.0,0
99,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,66.04387149096748,66.04387149096748,6,6,6,140,38,111,33,2,7,4,347,0,447,689,650,145,302,289,158,0.7190265486725663,44.7,15.8,collision_intent:145;pi_clear_path:1;pi_entry:157;state:144,0.3999999999999999,0.1644144144144144,known_visit_core_500,10,4,8,0,0.0,0
100,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,75.72111005831432,75.72111005831432,7,7,7,157,44,135,26,1,2,2,404,0,471,759,652,162,309,323,148,0.7048648648648649,47.1,14.8,collision_intent:162;pi_clear_path:3;pi_entry:145;state:161,0.3999999999999999,0.09074074074074079,known_visit_core_500,10,4,8,0,0.0,0
101,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,49.02630423871162,49.02630423871162,6,6,6,98,29,91,11,0,0,0,269,0,330,522,467,100,230,202,128,0.6777939042089985,33.0,12.8,collision_intent:100;pi_clear_path:2;pi_entry:126;state:102,0.25,0.12362637362637363,known_visit_core_500,10,4,8,0,0.0,0
102,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,57.86111070148026,57.86111070148026,10,10,10,130,34,100,34,0,3,3,302,0,392,647,526,132,260,266,126,0.676962676962677,39.2,12.6,collision_intent:132;pi_clear_path:1;pi_entry:125;state:134,0.3500000000000001,0.11499999999999999,known_visit_core_500,10,4,8,0,0.0,0
103,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,82.27592644385763,82.27592644385763,10,10,10,103,32,87,20,5,77,9,451,0,492,697,778,115,377,222,270,0.6884955752212389,49.2,27.0,collision_intent:115;pi_clear_path:3;pi_entry:267;state:107,0.1499999999999999,0.08908045977011492,known_visit_core_500,10,4,8,0,0.0,0
104,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,78.29187833214512,78.29187833214512,11,11,11,138,44,117,25,3,7,4,449,0,466,719,678,147,319,289,177,0.7092050209205021,46.6,17.7,collision_intent:147;pi_clear_path:5;pi_entry:172;state:142,0.55,0.14743589743589736,known_visit_core_500,10,4,8,0,0.0,0
105,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,62.200979080093596,62.200979080093596,8,8,8,130,36,107,27,3,10,9,332,0,420,648,612,136,284,270,150,0.7183098591549296,42.0,15.0,collision_intent:136;pi_clear_path:1;pi_entry:149;state:134,0.30000000000000004,0.19859813084112155,known_visit_core_500,10,4,8,0,0.0,0
106,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,89.60427461250801,89.60427461250801,13,13,13,194,52,126,72,2,4,3,461,0,569,918,788,199,370,397,172,0.7105500450856628,56.9,17.2,collision_intent:199;pi_clear_path:2;pi_entry:170;state:198,0.44999999999999996,0.059523809523809534,known_visit_core_500,10,4,8,0,0.0,0
107,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,81.14117972845146,81.14117972845146,8,8,8,171,46,136,39,1,11,11,440,0,507,821,700,179,328,354,153,0.7113821138211383,50.7,15.3,collision_intent:179;pi_clear_path:1;pi_entry:152;state:175,0.25,0.11029411764705888,known_visit_core_500,10,4,8,0,0.0,0
108,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,88.69803969401501,88.69803969401501,7,7,7,130,48,113,21,3,58,10,491,0,496,741,746,140,356,274,222,0.6991565135895033,49.6,22.2,collision_intent:140;pi_clear_path:3;pi_entry:219;state:134,0.25,0.1836283185840708,known_visit_core_500,10,4,8,0,0.0,0
109,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,66.51447198909086,66.51447198909086,9,9,9,145,39,115,34,3,1,1,348,0,465,745,649,149,316,298,167,0.6853220696937699,46.5,16.7,collision_intent:149;pi_clear_path:2;pi_entry:165;state:149,0.3500000000000001,0.11521739130434772,known_visit_core_500,10,4,8,0,0.0,0
110,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,86.39235765886401,86.39235765886401,8,8,8,175,50,136,43,2,2,2,469,0,523,885,684,182,341,361,162,0.6686217008797654,52.3,16.2,collision_intent:182;pi_clear_path:3;pi_entry:159;state:179,0.1499999999999999,0.16176470588235303,known_visit_core_500,10,4,8,0,0.0,0
111,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,80.82800838851419,80.82800838851419,7,7,7,153,47,127,30,4,21,1,416,0,480,757,681,156,324,313,167,0.702061855670103,48.0,16.7,collision_intent:156;pi_clear_path:2;pi_entry:165;state:157,0.3500000000000001,0.12007874015748032,known_visit_core_500,10,4,8,0,0.0,0
112,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,53.25805185951222,53.25805185951222,5,5,5,111,31,93,22,1,5,2,271,0,388,573,589,115,273,230,158,0.7209302325581395,38.8,15.8,collision_intent:115;pi_clear_path:1;pi_entry:157;state:115,0.3999999999999999,0.131720430107527,known_visit_core_500,10,4,8,0,0.0,0
113,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,66.64575820220435,66.64575820220435,6,6,6,149,39,129,24,2,3,3,350,0,465,727,668,152,313,305,160,0.711395101171459,46.5,16.0,collision_intent:152;pi_clear_path:1;pi_entry:159;state:153,0.44999999999999996,0.0910852713178294,known_visit_core_500,10,4,8,0,0.0,0
114,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,46.557425434245026,46.557425434245026,2,2,2,103,28,102,5,1,0,0,239,0,352,518,537,104,248,211,141,0.7227456258411844,35.2,14.1,collision_intent:104;pi_clear_path:1;pi_entry:140;state:107,0.25,0.06372549019607843,known_visit_core_500,10,4,8,0,0.0,0
115,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,88.162769408449,88.162769408449,10,10,10,173,51,141,36,2,4,3,483,0,497,845,646,180,317,357,140,0.6792849631966351,49.7,14.0,collision_intent:180;pi_clear_path:3;pi_entry:137;state:177,0.25,0.06914893617021267,known_visit_core_500,10,4,8,0,0.0,0
116,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,190.12325387058797,190.12325387058797,15,15,15,184,53,107,81,1,127,8,1187,2,775,1055,1270,194,581,382,393,0.7286288009179576,77.5,39.3,collision_intent:194;pi_clear_path:3;pi_entry:390;state:188,0.25,0.10981308411214963,known_visit_core_500,10,4,8,0,0.0,0
117,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,104.6451251677766,104.6451251677766,14,14,14,207,61,145,66,0,0,0,573,0,559,913,764,211,348,422,137,0.7318007662835249,55.9,13.7,collision_intent:211;pi_clear_path:3;pi_entry:134;state:211,0.55,0.17068965517241375,known_visit_core_500,10,4,8,0,0.0,0
118,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,79.3486240555468,79.3486240555468,9,9,9,133,45,105,32,2,6,6,470,0,422,677,587,140,282,277,145,0.6954976303317536,42.2,14.5,collision_intent:140;pi_clear_path:4;pi_entry:141;state:137,0.3999999999999999,0.24523809523809526,known_visit_core_500,10,4,8,0,0.0,0
119,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,94.01825783898977,94.01825783898977,12,12,12,185,54,131,58,0,23,7,502,0,589,948,818,196,393,385,204,0.6943972835314092,58.9,20.4,collision_intent:196;pi_clear_path:4;pi_entry:200;state:189,0.1499999999999999,0.11259541984732824,known_visit_core_500,10,4,8,0,0.0,0
120,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,55.34875210131211,55.34875210131211,6,6,6,113,32,102,15,3,6,4,298,0,392,603,573,117,275,234,158,0.6945454545454546,39.2,15.8,collision_intent:117;pi_clear_path:1;pi_entry:157;state:117,0.10000000000000009,0.12254901960784315,known_visit_core_500,10,4,8,0,0.0,0
121,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,99.2375758351952,99.2375758351952,11,11,11,195,57,152,47,0,7,5,544,0,552,940,715,201,351,400,152,0.6796577946768061,55.2,15.2,collision_intent:201;pi_clear_path:3;pi_entry:149;state:199,0.25,0.05921052631578938,known_visit_core_500,10,4,8,0,0.0,0
122,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,64.5744036837111,64.5744036837111,6,6,6,145,38,127,22,2,2,2,333,0,447,707,634,147,300,296,151,0.7044444444444444,44.7,15.1,collision_intent:147;pi_clear_path:1;pi_entry:150;state:149,0.10000000000000009,0.061023622047243986,known_visit_core_500,10,4,8,0,0.0,0
123,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,92.85292758111741,92.85292758111741,9,9,9,192,54,151,45,0,5,4,495,0,548,897,746,197,351,393,155,0.7091254752851711,54.8,15.5,collision_intent:197;pi_clear_path:2;pi_entry:153;state:196,0.30000000000000004,0.1837748344370862,known_visit_core_500,10,4,8,0,0.0,0
124,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,227.62305732213662,227.62305732213662,13,13,13,231,63,167,68,0,128,10,1360,2,825,1227,1247,243,582,478,347,0.7146131805157593,82.5,34.7,collision_intent:243;pi_clear_path:6;pi_entry:341;state:235,0.6000000000000001,0.21706586826347296,known_visit_core_500,10,4,8,0,0.0,0
125,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,90.44842539610389,90.44842539610389,8,8,8,113,53,93,24,5,65,2,533,0,417,622,629,123,294,240,177,0.7131519274376418,41.7,17.7,collision_intent:123;pi_clear_path:6;pi_entry:171;state:117,0.25,0.25,known_visit_core_500,10,4,8,0,0.0,0
126,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,53.118916186429516,53.118916186429516,4,4,4,118,31,99,23,2,1,1,276,0,417,619,631,120,297,242,175,0.7089887640449438,41.7,17.5,collision_intent:120;pi_clear_path:1;pi_entry:174;state:122,0.44999999999999996,0.06818181818181812,known_visit_core_500,10,4,8,0,0.0,0
127,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,66.9448708246432,66.9448708246432,8,8,8,151,39,124,31,1,7,3,339,0,495,757,727,154,341,309,186,0.7113502935420744,49.5,18.6,collision_intent:154;pi_clear_path:1;pi_entry:185;state:155,0.3999999999999999,0.07258064516129026,known_visit_core_500,10,4,8,0,0.0,0
128,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,77.74394480219665,77.74394480219665,14,14,14,167,45,124,47,4,5,5,414,0,532,832,763,172,360,343,189,0.7071362372567191,53.2,18.9,collision_intent:172;pi_clear_path:3;pi_entry:186;state:171,0.30000000000000004,0.06854838709677424,known_visit_core_500,10,4,8,0,0.0,0
129,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,49.02466484125015,49.02466484125015,3,3,3,105,29,104,5,1,4,2,253,0,393,570,608,109,284,218,175,0.7144535840188014,39.3,17.5,collision_intent:109;pi_clear_path:2;pi_entry:173;state:109,0.3500000000000001,0.06730769230769229,known_visit_core_500,10,4,8,0,0.0,0
