trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,stage,environment,algorithm_key,commitment_horizon,dga_iterations,comm_label,out_dir,run_id,failure_type,failure_message,debug_max_events
20,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,531,531,0,361,172,0,0,0,2406,1957,448,538,1868,1069,1337,0,0,0.2399571505088377,6.664819944598338,0.0,2.51789077212806,0.0,3.703601108033241,collision_intent:538;hipc_entry:1337;state:531,267,1213,0.00969529085872578,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
21,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,469,469,0,361,110,0,0,0,2216,1813,402,480,1736,949,1267,0,0,0.23170028818443805,6.138504155124654,0.0,2.701492537313433,0.0,3.509695290858726,collision_intent:480;hipc_entry:1267;state:469,236,1143,0.0761772853185596,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
22,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,490,490,0,361,131,0,0,0,2257,1806,450,495,1762,985,1272,0,0,0.2555366269165247,6.252077562326869,0.0,2.595918367346939,0.0,3.5235457063711912,collision_intent:495;hipc_entry:1272;state:490,245,1154,0.03462603878116344,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
23,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,435,435,0,361,76,0,0,0,2072,1661,410,445,1627,880,1192,0,0,0.2521525215252153,5.739612188365651,0.0,2.740229885057471,0.0,3.301939058171745,collision_intent:445;hipc_entry:1192;state:435,220,1080,0.06509695290858719,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
24,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,528,528,0,361,169,0,0,0,2416,1905,510,545,1871,1073,1343,0,0,0.2727272727272727,6.692520775623269,0.0,2.543560606060606,0.0,3.7202216066481992,collision_intent:545;hipc_entry:1343;state:528,266,1216,0.006925207756232732,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
25,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,514,514,0,361,155,0,0,0,2325,1886,438,532,1793,1046,1279,0,0,0.24441964285714285,6.4404432132963985,0.0,2.4883268482490273,0.0,3.542936288088643,collision_intent:532;hipc_clear_bundle:1;hipc_entry:1278;state:514,260,1221,0.07340720221606656,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
26,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,512,512,0,361,153,0,0,0,2351,1888,462,518,1833,1030,1321,0,0,0.2521834061135371,6.512465373961219,0.0,2.580078125,0.0,3.6592797783933517,collision_intent:518;hipc_entry:1321;state:512,256,1179,0.05124653739612195,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
27,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,481,481,0,361,122,0,0,0,2247,1806,440,500,1747,981,1266,0,0,0.2520045819014891,6.224376731301939,0.0,2.632016632016632,0.0,3.5069252077562325,collision_intent:500;hipc_entry:1266;state:481,244,1127,0.020775623268697974,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
28,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,482,482,0,361,123,0,0,0,2276,1833,442,492,1784,974,1302,0,0,0.24789680314077397,6.304709141274238,0.0,2.7012448132780085,0.0,3.6066481994459836,collision_intent:492;hipc_entry:1302;state:482,241,1155,0.040166204986149534,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
29,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,494,494,0,361,135,0,0,0,2299,1808,490,499,1800,993,1306,0,0,0.2723735408560311,6.368421052631579,0.0,2.6437246963562755,0.0,3.6177285318559558,collision_intent:499;hipc_entry:1306;state:494,248,1174,0.04570637119113563,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
30,dcta_parity_v1,custom,,3126b505a6de018c952789e81859d913545e99c29d44971affe8244a5ddf4ab9,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,477,477,0,361,118,0,0,0,2241,1826,414,502,1739,979,1262,0,0,0.238204833141542,6.207756232686981,0.0,2.6457023060796647,0.0,3.4958448753462603,collision_intent:502;hipc_entry:1262;state:477,239,1179,0.06786703601108024,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
31,dcta_parity_v1,custom,,3126b505a6de018c952789e81859d913545e99c29d44971affe8244a5ddf4ab9,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,509,509,0,361,150,0,0,0,2305,1856,449,513,1792,1022,1283,0,0,0.2505580357142857,6.3850415512465375,0.0,2.520628683693517,0.0,3.554016620498615,collision_intent:513;hipc_entry:1283;state:509,256,1226,0.11772853185595578,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
32,dcta_parity_v1,custom,,3126b505a6de018c952789e81859d913545e99c29d44971affe8244a5ddf4ab9,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,450,450,0,361,91,0,0,0,2168,1751,416,467,1701,917,1251,0,0,0.2447058823529412,6.0055401662049865,0.0,2.78,0.0,3.4653739612188366,collision_intent:467;hipc_clear_bundle:1;hipc_entry:1250;state:450,228,1092,0.006925207756232732,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
33,dcta_parity_v1,custom,,3126b505a6de018c952789e81859d913545e99c29d44971affe8244a5ddf4ab9,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,476,476,0,361,117,0,0,0,2254,1816,437,503,1751,979,1275,0,0,0.24971428571428572,6.243767313019391,0.0,2.6785714285714284,0.0,3.53185595567867,collision_intent:503;hipc_entry:1275;state:476,240,1128,0.020775623268697974,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
34,dcta_parity_v1,custom,,3126b505a6de018c952789e81859d913545e99c29d44971affe8244a5ddf4ab9,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,473,473,0,361,114,0,0,0,2203,1775,427,478,1725,951,1252,0,0,0.2476798143851508,6.1024930747922435,0.0,2.6469344608879495,0.0,3.46814404432133,collision_intent:478;hipc_entry:1252;state:473,237,1106,0.040166204986149534,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
35,dcta_parity_v1,custom,,b6ce90c7352ecdd1d35d6c6576ebb2d816e1f80b83e4e7d43a9e0fa6b09ddf4a,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,503,503,0,361,144,0,0,0,2300,1861,438,516,1784,1019,1281,0,0,0.24565339315759954,6.371191135734072,0.0,2.5467196819085487,0.0,3.548476454293629,collision_intent:516;hipc_entry:1281;state:503,254,1184,0.059556786703601095,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
36,dcta_parity_v1,custom,,b6ce90c7352ecdd1d35d6c6576ebb2d816e1f80b83e4e7d43a9e0fa6b09ddf4a,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,491,491,0,361,132,0,0,0,2283,1834,448,498,1785,989,1294,0,0,0.25112107623318386,6.32409972299169,0.0,2.635437881873727,0.0,3.5844875346260388,collision_intent:498;hipc_entry:1294;state:491,247,1142,0.015235457063711877,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
37,dcta_parity_v1,custom,,b6ce90c7352ecdd1d35d6c6576ebb2d816e1f80b83e4e7d43a9e0fa6b09ddf4a,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,481,481,0,361,122,0,0,0,2272,1843,428,501,1771,982,1290,0,0,0.24180790960451978,6.293628808864266,0.0,2.681912681912682,0.0,3.5734072022160666,collision_intent:501;hipc_entry:1290;state:481,243,1164,0.05124653739612195,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
38,dcta_parity_v1,custom,,b6ce90c7352ecdd1d35d6c6576ebb2d816e1f80b83e4e7d43a9e0fa6b09ddf4a,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,462,462,0,361,103,0,0,0,2238,1806,431,476,1762,938,1300,0,0,0.2447473026689381,6.199445983379501,0.0,2.813852813852814,0.0,3.601108033240997,collision_intent:476;hipc_entry:1300;state:462,231,1133,0.06232686980609414,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
39,dcta_parity_v1,custom,,b6ce90c7352ecdd1d35d6c6576ebb2d816e1f80b83e4e7d43a9e0fa6b09ddf4a,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,480,480,0,361,121,0,0,0,2236,1783,453,487,1749,967,1269,0,0,0.25900514579759865,6.193905817174516,0.0,2.64375,0.0,3.515235457063712,collision_intent:487;hipc_entry:1269;state:480,240,1134,0.03462603878116344,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
40,dcta_parity_v1,custom,,a35a8f9b23d8dcb007583a499103107ac9310aae8109231aabdde6632e2dff38,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,605,605,0,361,246,0,0,0,2534,2050,483,605,1929,1210,1324,0,0,0.2505186721991701,7.019390581717452,0.0,2.188429752066116,0.0,3.667590027700831,collision_intent:605;hipc_clear_bundle:1;hipc_entry:1323;state:605,303,1268,0.00969529085872578,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
41,dcta_parity_v1,custom,,a35a8f9b23d8dcb007583a499103107ac9310aae8109231aabdde6632e2dff38,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,504,504,0,361,145,0,0,0,2310,1875,434,516,1794,1020,1290,0,0,0.24205242610150585,6.3988919667590025,0.0,2.5595238095238093,0.0,3.5734072022160666,collision_intent:516;hipc_entry:1290;state:504,252,1171,0.023545706371191244,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
42,dcta_parity_v1,custom,,a35a8f9b23d8dcb007583a499103107ac9310aae8109231aabdde6632e2dff38,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,507,507,0,361,148,0,0,0,2316,1877,438,516,1800,1023,1293,0,0,0.2434685936631462,6.415512465373961,0.0,2.5502958579881656,0.0,3.581717451523546,collision_intent:516;hipc_entry:1293;state:507,255,1185,0.06509695290858719,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
43,dcta_parity_v1,custom,,a35a8f9b23d8dcb007583a499103107ac9310aae8109231aabdde6632e2dff38,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,481,481,0,361,122,0,0,0,2234,1805,428,493,1741,974,1260,0,0,0.24597701149425288,6.188365650969529,0.0,2.6195426195426195,0.0,3.490304709141274,collision_intent:493;hipc_entry:1260;state:481,242,1124,0.015235457063711877,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
44,dcta_parity_v1,custom,,a35a8f9b23d8dcb007583a499103107ac9310aae8109231aabdde6632e2dff38,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,462,462,0,361,103,0,0,0,2188,1749,438,477,1711,939,1249,0,0,0.256140350877193,6.0609418282548475,0.0,2.7034632034632033,0.0,3.4598337950138505,collision_intent:477;hipc_entry:1249;state:462,231,1100,0.0013850415512466352,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
45,dcta_parity_v1,custom,,e85f892769cd9987f3952a88fdf598248a87c31acefc392c3ba901eff1efe5c2,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,463,463,0,361,104,0,0,0,2191,1732,458,474,1717,937,1254,0,0,0.2668997668997669,6.069252077562327,0.0,2.7084233261339095,0.0,3.473684210526316,collision_intent:474;hipc_clear_bundle:1;hipc_entry:1253;state:463,232,1097,0.006925207756232732,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
46,dcta_parity_v1,custom,,e85f892769cd9987f3952a88fdf598248a87c31acefc392c3ba901eff1efe5c2,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,487,487,0,361,128,0,0,0,2285,1845,439,494,1791,981,1304,0,0,0.24525139664804468,6.329639889196676,0.0,2.6776180698151952,0.0,3.6121883656509697,collision_intent:494;hipc_entry:1304;state:487,246,1146,0.0013850415512466352,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
47,dcta_parity_v1,custom,,e85f892769cd9987f3952a88fdf598248a87c31acefc392c3ba901eff1efe5c2,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,474,474,0,361,115,0,0,0,2216,1807,409,481,1735,955,1261,0,0,0.23573487031700288,6.138504155124654,0.0,2.660337552742616,0.0,3.4930747922437675,collision_intent:481;hipc_entry:1261;state:474,238,1119,0.02908587257617734,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
48,dcta_parity_v1,custom,,e85f892769cd9987f3952a88fdf598248a87c31acefc392c3ba901eff1efe5c2,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,463,463,0,361,104,0,0,0,2178,1730,446,473,1705,936,1242,0,0,0.26189078097475044,6.033240997229917,0.0,2.6825053995680346,0.0,3.440443213296399,collision_intent:473;hipc_entry:1242;state:463,235,1116,0.015235457063711877,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
49,dcta_parity_v1,custom,,e85f892769cd9987f3952a88fdf598248a87c31acefc392c3ba901eff1efe5c2,HIPC,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_hipc,,coverage,486,486,0,361,127,0,0,0,2274,1835,438,498,1776,984,1290,0,0,0.24676056338028168,6.299168975069252,0.0,2.654320987654321,0.0,3.5734072022160666,collision_intent:498;hipc_entry:1290;state:486,246,1155,0.026315789473684292,completed,grid_coverage,coverage,hipc,3,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/hipc,coverage_g19_d220_bernoulli_025_hipc,,,
0,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,PI,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_pi,,coverage,489,489,0,361,130,0,0,0,1429,1187,241,512,917,1001,428,0,0,0.2631004366812227,3.958448753462604,0.0,0.8752556237218814,0.0,1.185595567867036,collision_intent:512;pi_entry:428;state:489,247,725,0.04293628808864258,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/pi,coverage_g19_d220_bernoulli_025_pi,,,
1,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,PI,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_pi,,coverage,475,475,0,361,116,0,0,0,1386,1177,208,492,894,967,419,0,0,0.23292273236282196,3.839335180055402,0.0,0.8821052631578947,0.0,1.1606648199445984,collision_intent:492;pi_entry:419;state:475,240,695,0.018005540166204925,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/pi,coverage_g19_d220_bernoulli_025_pi,,,
2,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,PI,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_pi,,coverage,491,491,0,361,132,0,0,0,1424,1191,231,504,920,995,429,0,0,0.25163398692810457,3.9445983379501386,0.0,0.8737270875763747,0.0,1.188365650969529,collision_intent:504;pi_entry:429;state:491,246,726,0.03462603878116344,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/pi,coverage_g19_d220_bernoulli_025_pi,,,
3,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,PI,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_pi,,coverage,526,526,0,361,167,0,0,0,1493,1254,239,533,960,1059,434,0,0,0.24895833333333334,4.135734072022161,0.0,0.8250950570342205,0.0,1.2022160664819945,collision_intent:533;pi_entry:434;state:526,263,751,0.018005540166204925,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/pi,coverage_g19_d220_bernoulli_025_pi,,,
4,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,PI,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_pi,,coverage,513,513,0,361,154,0,0,0,1475,1231,243,531,944,1044,431,0,0,0.2576882290562036,4.085872576177286,0.0,0.8401559454191033,0.0,1.1939058171745152,collision_intent:531;pi_entry:431;state:513,258,760,0.0761772853185596,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/pi,coverage_g19_d220_bernoulli_025_pi,,,
5,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,PI,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_pi,,coverage,452,452,0,361,93,0,0,0,1355,1124,230,480,875,932,423,0,0,0.2631578947368421,3.7534626038781163,0.0,0.9358407079646017,0.0,1.1717451523545706,collision_intent:480;pi_clear_path:1;pi_entry:422;state:452,227,687,0.012465373961218829,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/pi,coverage_g19_d220_bernoulli_025_pi,,,
6,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,PI,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_pi,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/pi,coverage_g19_d220_bernoulli_025_pi,RuntimeError,Debug safety cap reached in trial 6. This usually means the allocator is stuck or returning no reachable goals.,5000
7,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,PI,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_pi,,coverage,503,503,0,361,144,0,0,0,1426,1200,225,515,911,1018,408,0,0,0.24725274725274726,3.9501385041551247,0.0,0.8111332007952287,0.0,1.1301939058171746,collision_intent:515;pi_entry:408;state:503,254,722,0.05124653739612195,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/pi,coverage_g19_d220_bernoulli_025_pi,,,
8,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,PI,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_pi,,coverage,501,501,0,361,142,0,0,0,1463,1212,250,518,945,1019,444,0,0,0.2648305084745763,4.052631578947368,0.0,0.8862275449101796,0.0,1.2299168975069252,collision_intent:518;pi_entry:444;state:501,256,747,0.09556786703601117,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/pi,coverage_g19_d220_bernoulli_025_pi,,,
9,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,PI,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_pi,,coverage,538,538,0,361,179,0,0,0,1530,1281,248,554,976,1092,438,0,0,0.25435897435897437,4.238227146814404,0.0,0.8141263940520446,0.0,1.2132963988919667,collision_intent:554;pi_entry:438;state:538,270,787,0.09002770083102485,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/pi,coverage_g19_d220_bernoulli_025_pi,,,
10,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,PI,bernoulli,drop_0.25,19,361,2,220.0,180.5,coverage_g19_d220_bernoulli_025_pi,,coverage,489,489,0,361,130,0,0,0,1412,1196,216,510,902,999,413,0,0,0.2394678492239468,3.9113573407202216,0.0,0.8445807770961146,0.0,1.1440443213296398,collision_intent:510;pi_clear_path:1;pi_entry:412;state:489,245,720,0.026315789473684292,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density220/bernoulli_025/pi,coverage_g19_d220_bernoulli_025_pi,,,
