trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status,stage,environment,algorithm_key,commitment_horizon,dga_iterations,comm_label,out_dir,run_id,failure_type,failure_message
25,dcta_parity_v1,custom,,0052925995df6e8da17ae514c045548f1377aceb6f1df572ef686c180af42b90,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(32,32);01:(15,19);02:(33,25);03:(31,0);04:(6,13);05:(33,29);06:(5,13);07:(16,5);08:(32,31)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
26,dcta_parity_v1,custom,,0052925995df6e8da17ae514c045548f1377aceb6f1df572ef686c180af42b90,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(9,13);01:(27,24);02:(32,30);03:(31,32);04:(27,29);05:(32,31);06:(31,10);07:(27,13);08:(4,8)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
27,dcta_parity_v1,custom,,0052925995df6e8da17ae514c045548f1377aceb6f1df572ef686c180af42b90,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(9,29);01:(33,27);02:(32,32);03:(30,31);04:(29,17);05:(7,31);06:(27,19);07:(25,14);08:(20,32)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
28,dcta_parity_v1,custom,,0052925995df6e8da17ae514c045548f1377aceb6f1df572ef686c180af42b90,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(32,20);01:(32,32);02:(30,21);03:(21,15);04:(14,9);05:(13,10);06:(23,27);07:(14,10);08:(33,31)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
29,dcta_parity_v1,custom,,0052925995df6e8da17ae514c045548f1377aceb6f1df572ef686c180af42b90,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(33,33);01:(29,22);02:(30,33);03:(31,31);04:(26,14);05:(30,9);06:(30,18);07:(26,30);08:(13,31)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
30,dcta_parity_v1,custom,,3126b505a6de018c952789e81859d913545e99c29d44971affe8244a5ddf4ab9,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(23,21);01:(33,12);02:(24,22);03:(30,29);04:(25,20);05:(31,7);06:(29,4);07:(33,4);08:(32,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
31,dcta_parity_v1,custom,,3126b505a6de018c952789e81859d913545e99c29d44971affe8244a5ddf4ab9,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(33,28);01:(32,2);02:(32,33);03:(22,21);04:(18,4);05:(31,32);06:(27,14);07:(27,1);08:(26,7)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
32,dcta_parity_v1,custom,,3126b505a6de018c952789e81859d913545e99c29d44971affe8244a5ddf4ab9,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(33,11);01:(21,19);02:(21,6);03:(20,6);04:(33,31);05:(20,20);06:(20,19);07:(33,30);08:(27,7)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
33,dcta_parity_v1,custom,,3126b505a6de018c952789e81859d913545e99c29d44971affe8244a5ddf4ab9,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(33,32);01:(33,19);02:(33,23);03:(32,2);04:(3,23);05:(32,3);06:(24,2);07:(27,27);08:(32,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
34,dcta_parity_v1,custom,,3126b505a6de018c952789e81859d913545e99c29d44971affe8244a5ddf4ab9,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(30,33);01:(27,13);02:(33,28);03:(31,16);04:(30,25);05:(19,5);06:(32,21);07:(27,11);08:(31,4)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
35,dcta_parity_v1,custom,,b6ce90c7352ecdd1d35d6c6576ebb2d816e1f80b83e4e7d43a9e0fa6b09ddf4a,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(31,33);01:(33,33);02:(21,27);03:(17,26);04:(33,31);05:(27,16);06:(13,24);07:(28,25);08:(26,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
36,dcta_parity_v1,custom,,b6ce90c7352ecdd1d35d6c6576ebb2d816e1f80b83e4e7d43a9e0fa6b09ddf4a,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(33,33);01:(30,11);02:(8,28);03:(8,29);04:(29,33);05:(26,24);06:(31,29);07:(13,21);08:(12,21)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
37,dcta_parity_v1,custom,,b6ce90c7352ecdd1d35d6c6576ebb2d816e1f80b83e4e7d43a9e0fa6b09ddf4a,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(33,33);01:(33,15);02:(27,25);03:(20,3);04:(33,30);05:(33,14);06:(20,19);07:(22,17);08:(19,17)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
38,dcta_parity_v1,custom,,b6ce90c7352ecdd1d35d6c6576ebb2d816e1f80b83e4e7d43a9e0fa6b09ddf4a,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(25,10);01:(27,19);02:(32,21);03:(15,6);04:(33,32);05:(24,11);06:(10,14);07:(31,14);08:(26,23)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
39,dcta_parity_v1,custom,,b6ce90c7352ecdd1d35d6c6576ebb2d816e1f80b83e4e7d43a9e0fa6b09ddf4a,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(32,16);01:(31,15);02:(30,19);03:(33,21);04:(25,23);05:(16,6);06:(20,1);07:(32,17);08:(33,23)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
40,dcta_parity_v1,custom,,a35a8f9b23d8dcb007583a499103107ac9310aae8109231aabdde6632e2dff38,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(29,33);01:(31,26);02:(31,20);03:(7,29);04:(22,6);05:(14,8);06:(33,33);07:(0,5);08:(1,15)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
41,dcta_parity_v1,custom,,a35a8f9b23d8dcb007583a499103107ac9310aae8109231aabdde6632e2dff38,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(2,3);01:(2,4);02:(27,13);03:(28,32);04:(27,12);05:(25,12);06:(33,32);07:(31,32);08:(33,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
42,dcta_parity_v1,custom,,a35a8f9b23d8dcb007583a499103107ac9310aae8109231aabdde6632e2dff38,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(32,6);01:(23,22);02:(31,17);03:(31,8);04:(29,25);05:(28,30);06:(16,27);07:(32,33);08:(26,2)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
43,dcta_parity_v1,custom,,a35a8f9b23d8dcb007583a499103107ac9310aae8109231aabdde6632e2dff38,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(18,14);01:(25,15);02:(30,6);03:(33,33);04:(19,0);05:(24,8);06:(23,8);07:(20,1);08:(19,11)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
44,dcta_parity_v1,custom,,a35a8f9b23d8dcb007583a499103107ac9310aae8109231aabdde6632e2dff38,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(26,18);01:(16,17);02:(33,27);03:(29,33);04:(33,5);05:(31,23);06:(11,0);07:(9,22);08:(26,32)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
45,dcta_parity_v1,custom,,e85f892769cd9987f3952a88fdf598248a87c31acefc392c3ba901eff1efe5c2,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(33,27);01:(33,19);02:(33,4);03:(8,17);04:(19,20);05:(8,18);06:(21,33);07:(33,28);08:(20,20)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
46,dcta_parity_v1,custom,,e85f892769cd9987f3952a88fdf598248a87c31acefc392c3ba901eff1efe5c2,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(33,21);01:(29,31);02:(29,22);03:(33,33);04:(1,18);05:(15,13);06:(16,33);07:(33,26);08:(16,32)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
47,dcta_parity_v1,custom,,e85f892769cd9987f3952a88fdf598248a87c31acefc392c3ba901eff1efe5c2,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(32,31);01:(5,28);02:(33,23);03:(28,25);04:(31,30);05:(30,27);06:(33,22);07:(33,33);08:(6,7)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
48,dcta_parity_v1,custom,,e85f892769cd9987f3952a88fdf598248a87c31acefc392c3ba901eff1efe5c2,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(33,24);01:(32,25);02:(14,14);03:(5,13);04:(32,17);05:(32,24);06:(33,25);07:(5,14);08:(33,31)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
49,dcta_parity_v1,custom,,e85f892769cd9987f3952a88fdf598248a87c31acefc392c3ba901eff1efe5c2,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_pi,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(4,16);01:(33,28);02:(33,22);03:(31,32);04:(26,2);05:(25,13);06:(33,26);07:(21,11);08:(33,29)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,pi,1,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/pi,coverage_g34_d140_bernoulli_025_pi,,
0,dcta_parity_v1,custom,,66e6bf052dd3763a64e69360004fd9b94223d8edb9fccf9a141f3ddbf416e409,DGA,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)",,,,failed,grid_coverage,coverage,dga,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/dga,coverage_g34_d140_bernoulli_025_dga,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.
1,dcta_parity_v1,custom,,8148abcace3548451dd76c08c30bcdcde4c70809724e4669d222e12f631e80b4,DGA,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(30,18);01:(30,21);02:(24,30);03:(11,7);04:(26,30);05:(33,33);06:(21,29);07:(32,24);08:(32,31)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,dga,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/dga,coverage_g34_d140_bernoulli_025_dga,,
2,dcta_parity_v1,custom,,8148abcace3548451dd76c08c30bcdcde4c70809724e4669d222e12f631e80b4,DGA,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(8,33);01:(25,9);02:(28,32);03:(33,32);04:(32,8);05:(8,31);06:(9,32);07:(7,32);08:(8,32)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,dga,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/dga,coverage_g34_d140_bernoulli_025_dga,,
3,,,,,DGA,bernoulli,0.25,34,1156,9,140,128.444444,coverage_g34_d140_bernoulli_025_dga,,coverage,,,,,,,,,,,failed,grid_coverage,coverage,dga,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/dga,coverage_g34_d140_bernoulli_025_dga,RuntimeError,No result rows were recovered from the local or USB shard outputs.
4,,,,,DGA,bernoulli,0.25,34,1156,9,140,128.444444,coverage_g34_d140_bernoulli_025_dga,,coverage,,,,,,,,,,,failed,grid_coverage,coverage,dga,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/dga,coverage_g34_d140_bernoulli_025_dga,RuntimeError,No result rows were recovered from the local or USB shard outputs.
5,,,,,DGA,bernoulli,0.25,34,1156,9,140,128.444444,coverage_g34_d140_bernoulli_025_dga,,coverage,,,,,,,,,,,failed,grid_coverage,coverage,dga,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/dga,coverage_g34_d140_bernoulli_025_dga,RuntimeError,No result rows were recovered from the local or USB shard outputs.
6,dcta_parity_v1,custom,,f107a28319f2b2035e7bdba8e6f31284b0531de0766a98d368fef00c7f97a6b2,DGA,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(33,3);01:(28,12);02:(31,33);03:(32,2);04:(30,25);05:(33,24);06:(32,30);07:(29,4);08:(33,32)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,dga,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/dga,coverage_g34_d140_bernoulli_025_dga,,
7,dcta_parity_v1,custom,,f107a28319f2b2035e7bdba8e6f31284b0531de0766a98d368fef00c7f97a6b2,DGA,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(21,30);01:(32,23);02:(11,31);03:(30,33);04:(20,27);05:(32,12);06:(20,26);07:(16,27);08:(33,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,dga,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/dga,coverage_g34_d140_bernoulli_025_dga,,
8,dcta_parity_v1,custom,,f107a28319f2b2035e7bdba8e6f31284b0531de0766a98d368fef00c7f97a6b2,DGA,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(33,4);01:(9,5);02:(30,11);03:(10,6);04:(9,6);05:(26,28);06:(18,17);07:(33,29);08:(2,4)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,dga,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/dga,coverage_g34_d140_bernoulli_025_dga,,
9,dcta_parity_v1,custom,,f107a28319f2b2035e7bdba8e6f31284b0531de0766a98d368fef00c7f97a6b2,DGA,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(11,24);01:(18,2);02:(33,14);03:(33,25);04:(1,24);05:(21,32);06:(23,32);07:(26,17);08:(23,29)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,dga,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/dga,coverage_g34_d140_bernoulli_025_dga,,
10,dcta_parity_v1,custom,,f2cc81506a77e9d4a8965b3c39a603e659726131d490ff4046f59fc99088bbb5,DGA,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(33,33);01:(29,33);02:(32,32);03:(11,23);04:(19,21);05:(30,6);06:(31,32);07:(15,1);08:(29,6)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,dga,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/dga,coverage_g34_d140_bernoulli_025_dga,,
11,dcta_parity_v1,custom,,f2cc81506a77e9d4a8965b3c39a603e659726131d490ff4046f59fc99088bbb5,DGA,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,coverage_g34_d140_bernoulli_025_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(26,29);01:(22,12);02:(26,15);03:(25,30);04:(27,32);05:(26,30);06:(22,27);07:(33,29);08:(25,11)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,,completed,grid_coverage,coverage,dga,5,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid34/density140/bernoulli_025/dga,coverage_g34_d140_bernoulli_025_dga,,
