status,run_id,comm_model,system_rows,trial_rows,robot_rows,complete_marker,failed_marker,issues,path
OK,auctiongreedy_ge_060,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/auctiongreedy_ge_060
OK,auctiongreedy_ge_070,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/auctiongreedy_ge_070
OK,auctiongreedy_ge_080,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/auctiongreedy_ge_080
OK,auctiongreedy_ge_090,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/auctiongreedy_ge_090
OK,auctiongreedy_ge_095,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/auctiongreedy_ge_095
OK,auctiongreedy_ideal,ideal,500,500,2000,True,False,,runs/final_500_all/raw/ideal/auctiongreedy_ideal
OK,auctiongreedy_rayleigh_m32_58,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/auctiongreedy_rayleigh_m32_58
OK,auctiongreedy_rayleigh_m37_79,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/auctiongreedy_rayleigh_m37_79
OK,auctiongreedy_rayleigh_m42_16,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/auctiongreedy_rayleigh_m42_16
OK,auctiongreedy_rayleigh_m46_04,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/auctiongreedy_rayleigh_m46_04
OK,auctiongreedy_rayleigh_m49_17,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/auctiongreedy_rayleigh_m49_17
OK,auctiongreedy_rayleigh_m52_15,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/auctiongreedy_rayleigh_m52_15
OK,auctiongreedy_rayleigh_m56_04,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/auctiongreedy_rayleigh_m56_04
OK,auctiongreedy_rayleigh_m59_40,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/auctiongreedy_rayleigh_m59_40
OK,cbaa_bernoulli_005,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/cbaa_bernoulli_005
OK,cbaa_bernoulli_010,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/cbaa_bernoulli_010
OK,cbaa_bernoulli_020,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/cbaa_bernoulli_020
OK,cbaa_bernoulli_030,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/cbaa_bernoulli_030
OK,cbaa_bernoulli_040,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/cbaa_bernoulli_040
OK,cbaa_bernoulli_050,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/cbaa_bernoulli_050
OK,cbaa_bernoulli_060,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/cbaa_bernoulli_060
OK,cbaa_bernoulli_070,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/cbaa_bernoulli_070
OK,cbaa_ge_030,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/cbaa_ge_030
OK,cbaa_ge_040,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/cbaa_ge_040
OK,cbaa_ge_050,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/cbaa_ge_050
OK,cbaa_ge_060,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/cbaa_ge_060
OK,cbaa_ge_070,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/cbaa_ge_070
OK,cbaa_ge_080,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/cbaa_ge_080
OK,cbaa_ge_090,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/cbaa_ge_090
OK,cbaa_ge_095,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/cbaa_ge_095
OK,cbaa_ideal,ideal,500,500,2000,True,False,,runs/final_500_all/raw/ideal/cbaa_ideal
OK,cbaa_rayleigh_m32_58,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/cbaa_rayleigh_m32_58
OK,cbaa_rayleigh_m37_79,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/cbaa_rayleigh_m37_79
OK,cbaa_rayleigh_m42_16,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/cbaa_rayleigh_m42_16
OK,cbaa_rayleigh_m46_04,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/cbaa_rayleigh_m46_04
OK,cbaa_rayleigh_m49_17,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/cbaa_rayleigh_m49_17
OK,cbaa_rayleigh_m52_15,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/cbaa_rayleigh_m52_15
OK,cbaa_rayleigh_m56_04,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/cbaa_rayleigh_m56_04
OK,cbaa_rayleigh_m59_40,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/cbaa_rayleigh_m59_40
OK,dmchba_bernoulli_005,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/dmchba_bernoulli_005
OK,dmchba_bernoulli_010,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/dmchba_bernoulli_010
OK,dmchba_bernoulli_020,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/dmchba_bernoulli_020
OK,dmchba_bernoulli_030,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/dmchba_bernoulli_030
OK,dmchba_bernoulli_040,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/dmchba_bernoulli_040
OK,dmchba_bernoulli_050,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/dmchba_bernoulli_050
OK,dmchba_bernoulli_060,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/dmchba_bernoulli_060
OK,dmchba_bernoulli_070,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/dmchba_bernoulli_070
OK,dmchba_ge_030,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/dmchba_ge_030
OK,dmchba_ge_040,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/dmchba_ge_040
OK,dmchba_ge_050,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/dmchba_ge_050
OK,dmchba_ge_060,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/dmchba_ge_060
OK,dmchba_ge_070,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/dmchba_ge_070
OK,dmchba_ge_080,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/dmchba_ge_080
OK,dmchba_ge_090,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/dmchba_ge_090
OK,dmchba_ge_095,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/dmchba_ge_095
OK,dmchba_ideal,ideal,500,500,2000,True,False,,runs/final_500_all/raw/ideal/dmchba_ideal
OK,dmchba_rayleigh_m32_58,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/dmchba_rayleigh_m32_58
OK,dmchba_rayleigh_m37_79,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/dmchba_rayleigh_m37_79
OK,dmchba_rayleigh_m42_16,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/dmchba_rayleigh_m42_16
OK,dmchba_rayleigh_m46_04,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/dmchba_rayleigh_m46_04
OK,dmchba_rayleigh_m49_17,rayleigh_style,500,500,2000,False,False,warning: _COMPLETE.txt missing,runs/final_500_all/raw/rayleigh_style/dmchba_rayleigh_m49_17
OK,dmchba_rayleigh_m52_15,rayleigh_style,500,500,2000,False,False,warning: _COMPLETE.txt missing,runs/final_500_all/raw/rayleigh_style/dmchba_rayleigh_m52_15
OK,dmchba_rayleigh_m56_04,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/dmchba_rayleigh_m56_04
OK,dmchba_rayleigh_m59_40,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/dmchba_rayleigh_m59_40
OK,hipc_bernoulli_005,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/hipc_bernoulli_005
OK,hipc_bernoulli_010,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/hipc_bernoulli_010
OK,hipc_bernoulli_020,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/hipc_bernoulli_020
OK,hipc_bernoulli_030,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/hipc_bernoulli_030
OK,hipc_bernoulli_040,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/hipc_bernoulli_040
OK,hipc_bernoulli_050,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/hipc_bernoulli_050
OK,hipc_bernoulli_060,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/hipc_bernoulli_060
OK,hipc_bernoulli_070,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/hipc_bernoulli_070
OK,hipc_ge_030,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/hipc_ge_030
OK,hipc_ge_040,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/hipc_ge_040
OK,hipc_ge_050,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/hipc_ge_050
OK,hipc_ge_060,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/hipc_ge_060
OK,hipc_ge_070,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/hipc_ge_070
OK,hipc_ge_080,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/hipc_ge_080
OK,hipc_ge_090,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/hipc_ge_090
OK,hipc_ge_095,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/hipc_ge_095
OK,hipc_ideal,ideal,500,500,2000,True,False,,runs/final_500_all/raw/ideal/hipc_ideal
OK,hipc_rayleigh_m32_58,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/hipc_rayleigh_m32_58
OK,hipc_rayleigh_m37_79,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/hipc_rayleigh_m37_79
OK,hipc_rayleigh_m42_16,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/hipc_rayleigh_m42_16
OK,hipc_rayleigh_m46_04,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/hipc_rayleigh_m46_04
OK,hipc_rayleigh_m49_17,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/hipc_rayleigh_m49_17
OK,hipc_rayleigh_m52_15,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/hipc_rayleigh_m52_15
OK,hipc_rayleigh_m56_04,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/hipc_rayleigh_m56_04
OK,hipc_rayleigh_m59_40,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/hipc_rayleigh_m59_40
OK,pi_bernoulli_005,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/pi_bernoulli_005
OK,pi_bernoulli_010,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/pi_bernoulli_010
OK,pi_bernoulli_020,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/pi_bernoulli_020
OK,pi_bernoulli_030,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/pi_bernoulli_030
OK,pi_bernoulli_040,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/pi_bernoulli_040
OK,pi_bernoulli_050,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/pi_bernoulli_050
OK,pi_bernoulli_060,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/pi_bernoulli_060
OK,pi_bernoulli_070,bernoulli,500,500,2000,True,False,,runs/final_500_all/raw/bernoulli/pi_bernoulli_070
OK,pi_ge_030,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/pi_ge_030
OK,pi_ge_040,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/pi_ge_040
OK,pi_ge_050,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/pi_ge_050
OK,pi_ge_060,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/pi_ge_060
OK,pi_ge_070,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/pi_ge_070
OK,pi_ge_080,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/pi_ge_080
OK,pi_ge_090,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/pi_ge_090
OK,pi_ge_095,gilbert_elliot,500,500,2000,True,False,,runs/final_500_all/raw/gilbert_elliot/pi_ge_095
OK,pi_ideal,ideal,500,500,2000,True,False,,runs/final_500_all/raw/ideal/pi_ideal
OK,pi_rayleigh_m32_58,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/pi_rayleigh_m32_58
OK,pi_rayleigh_m37_79,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/pi_rayleigh_m37_79
OK,pi_rayleigh_m42_16,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/pi_rayleigh_m42_16
OK,pi_rayleigh_m46_04,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/pi_rayleigh_m46_04
OK,pi_rayleigh_m49_17,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/pi_rayleigh_m49_17
OK,pi_rayleigh_m52_15,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/pi_rayleigh_m52_15
OK,pi_rayleigh_m56_04,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/pi_rayleigh_m56_04
OK,pi_rayleigh_m59_40,rayleigh_style,500,500,2000,True,False,,runs/final_500_all/raw/rayleigh_style/pi_rayleigh_m59_40
