trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
10,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,4,22,"(3,9);(12,29);(12,14);(5,22)",06,3,9,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(0,2);01:(4,4);02:(5,6);03:(2,6);04:(2,7);05:(6,8);06:(5,9);07:(3,10);08:(2,12);09:(5,11);10:(6,12);11:(2,15);12:(0,19);13:(4,18);14:(4,21);15:(3,22);16:(3,23);17:(0,25);18:(4,22);19:(0,29);20:(4,28);21:(4,31);22:(5,32);23:(5,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:1;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,18,completed
11,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,24,14,"(20,14);(3,3);(29,11);(3,22)",02,3,3,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(13,22);01:(20,10);02:(21,14);03:(23,1);04:(21,8);05:(0,2);06:(3,29);07:(7,31);08:(23,18);09:(6,28);10:(21,17);11:(21,16);12:(24,15);13:(15,28);14:(19,32);15:(10,1);16:(22,25);17:(22,13);18:(1,5);19:(15,31);20:(24,14);21:(20,31);22:(23,12);23:(22,21)",00:0;01:0;02:1;03:0;04:0;05:0;06:1;07:0;08:0;09:0;10:0;11:1;12:0;13:0;14:0;15:1;16:0;17:1;18:1;19:0;20:0;21:1;22:0;23:1,20,completed
12,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,19,32,"(21,28);(2,31);(30,30);(2,23)",16,2,23,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(12,16);01:(3,25);02:(5,11);03:(11,13);04:(12,11);05:(5,20);06:(10,13);07:(0,6);08:(15,25);09:(13,29);10:(14,29);11:(19,27);12:(16,29);13:(19,32);14:(6,15);15:(12,14);16:(17,31);17:(9,32);18:(19,29);19:(17,21);20:(14,20);21:(15,18);22:(16,33);23:(18,26)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:2;09:0;10:1;11:0;12:0;13:0;14:0;15:0;16:1;17:2;18:0;19:0;20:0;21:1;22:0;23:0,13,completed
13,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,33,26,"(3,14);(26,33);(23,29);(17,8)",10,3,14,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(33,23);01:(27,0);02:(25,1);03:(33,21);04:(30,20);05:(30,15);06:(33,26);07:(26,22);08:(29,16);09:(32,18);10:(30,14);11:(30,30);12:(28,28);13:(30,25);14:(30,33);15:(32,27);16:(32,22);17:(32,16);18:(30,26);19:(33,18);20:(28,32);21:(24,1);22:(32,15);23:(24,6)",00:0;01:1;02:0;03:0;04:0;05:2;06:0;07:0;08:0;09:0;10:1;11:1;12:3;13:0;14:1;15:1;16:1;17:1;18:1;19:0;20:1;21:0;22:0;23:0,06,completed
14,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,5,33,"(14,32);(8,6);(4,33);(9,0)",23,4,33,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(4,0);01:(2,3);02:(2,5);03:(0,6);04:(4,6);05:(3,8);06:(4,9);07:(3,10);08:(4,11);09:(4,13);10:(4,14);11:(4,16);12:(4,17);13:(4,19);14:(4,20);15:(4,22);16:(3,24);17:(2,26);18:(3,27);19:(3,28);20:(2,30);21:(3,31);22:(5,32);23:(5,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:1,23,completed
15,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,31,21,"(29,24);(7,24);(27,21);(28,29)",14,7,24,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(25,10);01:(31,21);02:(29,25);03:(27,31);04:(25,20);05:(27,14);06:(29,17);07:(20,9);08:(23,6);09:(25,23);10:(27,16);11:(13,5);12:(20,12);13:(28,28);14:(27,20);15:(17,19);16:(29,21);17:(27,24);18:(26,10);19:(25,4);20:(26,25);21:(28,26);22:(29,20);23:(25,8)",00:0;01:1;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:1;10:0;11:0;12:0;13:2;14:2;15:0;16:0;17:3;18:0;19:0;20:0;21:0;22:0;23:0,01,completed
16,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,6,24,"(16,20);(27,23);(6,26);(9,10)",,,,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(8,0);01:(6,2);02:(6,4);03:(4,5);04:(4,6);05:(6,8);06:(6,10);07:(5,12);08:(4,14);09:(2,16);10:(0,17);11:(7,16);12:(7,17);13:(3,21);14:(4,21);15:(6,24);16:(5,25);17:(4,27);18:(2,28);19:(5,29);20:(6,30);21:(6,31);22:(7,32);23:(8,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:0,15,completed
17,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,7,21,"(2,15);(8,27);(27,32);(5,29)",19,5,29,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(0,1);01:(1,2);02:(7,7);03:(1,7);04:(8,5);05:(6,13);06:(9,14);07:(7,6);08:(0,15);09:(8,23);10:(7,21);11:(7,24);12:(0,22);13:(8,25);14:(0,27);15:(10,28);16:(6,29);17:(4,26);18:(7,28);19:(6,27);20:(8,28);21:(12,29);22:(9,25);23:(9,29)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:0;15:0;16:1;17:0;18:0;19:1;20:1;21:0;22:0;23:0,10,completed
18,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,29,0,"(32,7);(33,24);(33,1);(17,20)",10,17,20,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(9,21);01:(29,0);02:(16,0);03:(29,13);04:(23,3);05:(6,1);06:(29,12);07:(4,32);08:(27,5);09:(12,3);10:(3,11);11:(30,28);12:(31,1);13:(6,11);14:(29,16);15:(29,27);16:(28,31);17:(14,3);18:(32,19);19:(11,16);20:(28,5);21:(32,9);22:(31,7);23:(19,0)",00:0;01:1;02:0;03:0;04:0;05:1;06:0;07:1;08:0;09:0;10:1;11:1;12:0;13:0;14:1;15:0;16:0;17:1;18:0;19:0;20:2;21:1;22:1;23:0,01,completed
19,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,24,50.0,48.166667,pi_g34_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,14,20,"(13,20);(15,8);(14,23);(19,33)",23,19,33,"00:(0,0);01:(0,1);02:(0,3);03:(0,4);04:(0,6);05:(0,7);06:(0,9);07:(0,10);08:(0,11);09:(0,13);10:(0,14);11:(0,16);12:(0,17);13:(0,19);14:(0,20);15:(0,22);16:(0,23);17:(0,24);18:(0,26);19:(0,27);20:(0,29);21:(0,30);22:(0,32);23:(0,33)","00:(18,20);01:(16,14);02:(17,22);03:(16,15);04:(14,12);05:(11,26);06:(13,13);07:(13,8);08:(14,20);09:(15,22);10:(0,29);11:(1,28);12:(1,31);13:(14,32);14:(12,31);15:(13,33);16:(20,28);17:(16,20);18:(20,33);19:(17,27);20:(24,33);21:(19,23);22:(20,24);23:(16,30)",00:0;01:1;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:1;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:0;23:1,08,completed
