trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
67,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,570,570,0,361,213,0,0,0,2472,6762,652,584,1888,1154,1318,0,0,0.11515365595196043,6.847645429362881,0.0,2.312280701754386,0.0,3.6509695290858724,collision_intent:584;hipc_clear_bundle:1;hipc_entry:1317;state:570,144,676,0.07686980609418281,completed
68,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,471,471,0,361,114,0,0,0,2162,5972,511,477,1685,948,1214,0,0,0.10114806017418844,5.988919667590028,0.0,2.5774946921443735,0.0,3.3628808864265927,collision_intent:477;hipc_entry:1214;state:471,120,556,0.061634349030470936,completed
69,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,543,543,0,361,186,0,0,0,2398,6589,602,552,1846,1095,1303,0,0,0.1087624209575429,6.642659279778393,0.0,2.3996316758747698,0.0,3.6094182825484764,collision_intent:552;hipc_entry:1303;state:543,137,648,0.11565096952908593,completed
70,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,481,481,0,361,124,0,0,0,2165,6021,471,490,1675,971,1194,0,0,0.0937873357228196,5.997229916897507,0.0,2.4823284823284824,0.0,3.3074792243767313,collision_intent:490;hipc_entry:1194;state:481,122,565,0.08240997229916891,completed
71,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,463,463,0,361,106,0,0,0,2146,5925,510,477,1669,940,1206,0,0,0.10191846522781775,5.944598337950138,0.0,2.6047516198704104,0.0,3.3407202216066483,collision_intent:477;hipc_clear_bundle:1;hipc_entry:1205;state:463,117,573,0.06578947368421062,completed
72,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,411,411,0,361,54,0,0,0,1942,5378,439,419,1523,830,1112,0,0,0.09625082218811665,5.379501385041551,0.0,2.705596107055961,0.0,3.080332409972299,collision_intent:419;hipc_clear_bundle:2;hipc_entry:1110;state:411,104,504,0.015927977839335083,completed
73,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,536,536,0,361,179,0,0,0,2298,6354,537,554,1744,1090,1208,0,0,0.10269650028686174,6.365650969529086,0.0,2.253731343283582,0.0,3.3462603878116344,collision_intent:554;hipc_clear_bundle:1;hipc_entry:1207;state:536,139,622,0.08240997229916891,completed
74,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,477,477,0,361,120,0,0,0,2115,5933,409,490,1625,967,1148,0,0,0.08394909688013136,5.858725761772853,0.0,2.406708595387841,0.0,3.1800554016620497,collision_intent:490;hipc_entry:1148;state:477,123,566,0.06994459833795008,completed
75,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,482,482,0,361,125,0,0,0,2187,6021,537,497,1690,979,1208,0,0,0.10597986974541149,6.058171745152355,0.0,2.5062240663900415,0.0,3.3462603878116344,collision_intent:497;hipc_clear_bundle:1;hipc_entry:1207;state:482,122,601,0.1308864265927978,completed
76,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,475,475,0,361,118,0,0,0,2164,5860,630,486,1678,961,1203,0,0,0.1251987281399046,5.9944598337950135,0.0,2.5326315789473686,0.0,3.332409972299169,collision_intent:486;hipc_clear_bundle:1;hipc_entry:1202;state:475,121,555,0.05747922437673125,completed
77,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,419,419,0,361,62,0,0,0,1965,5447,445,425,1540,844,1121,0,0,0.09638293264024259,5.443213296398892,0.0,2.675417661097852,0.0,3.1052631578947367,collision_intent:425;hipc_clear_bundle:1;hipc_entry:1120;state:419,106,521,0.042243767313019376,completed
78,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,461,461,0,361,104,0,0,0,2146,5996,439,470,1676,931,1215,0,0,0.08736318407960199,5.944598337950138,0.0,2.635574837310195,0.0,3.365650969529086,collision_intent:470;hipc_clear_bundle:1;hipc_entry:1214;state:461,117,569,0.09072022160664828,completed
79,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,463,463,0,361,106,0,0,0,2112,5865,468,466,1646,929,1183,0,0,0.09483282674772037,5.850415512465374,0.0,2.5550755939524836,0.0,3.2770083102493075,collision_intent:466;hipc_clear_bundle:1;hipc_entry:1182;state:463,117,549,0.051939058171745156,completed
80,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,437,437,0,361,80,0,0,0,2014,5651,388,445,1569,882,1132,0,0,0.0824829931972789,5.578947368421052,0.0,2.5903890160183067,0.0,3.1357340720221605,collision_intent:445;hipc_clear_bundle:2;hipc_entry:1130;state:437,110,516,0.020083102493074767,completed
81,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,434,434,0,361,77,0,0,0,2073,5777,439,445,1628,879,1194,0,0,0.08994058594550297,5.742382271468144,0.0,2.751152073732719,0.0,3.3074792243767313,collision_intent:445;hipc_entry:1194;state:434,110,526,0.029778393351800547,completed
82,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,423,423,0,361,66,0,0,0,1995,5553,429,431,1564,854,1141,0,0,0.09149072296865003,5.526315789473684,0.0,2.6973995271867612,0.0,3.160664819944598,collision_intent:431;hipc_entry:1141;state:423,107,524,0.031163434903047182,completed
83,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,484,484,0,361,127,0,0,0,2198,6096,495,489,1709,973,1225,0,0,0.09660421545667447,6.088642659279778,0.0,2.53099173553719,0.0,3.3933518005540164,collision_intent:489;hipc_clear_bundle:1;hipc_entry:1224;state:484,124,565,0.05055401662049852,completed
84,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,472,472,0,361,115,0,0,0,2159,5978,493,476,1683,948,1211,0,0,0.09775927027562958,5.980609418282548,0.0,2.565677966101695,0.0,3.3545706371191137,collision_intent:476;hipc_entry:1211;state:472,119,551,0.03670360110803328,completed
85,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,515,515,0,361,158,0,0,0,2265,6313,479,532,1733,1047,1218,0,0,0.09218629715165512,6.274238227146815,0.0,2.3650485436893205,0.0,3.3739612188365653,collision_intent:532;hipc_entry:1218;state:515,131,609,0.1087257617728532,completed
86,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,523,523,0,361,166,0,0,0,2297,6297,589,528,1769,1051,1246,0,0,0.11109015465861939,6.362880886426593,0.0,2.382409177820268,0.0,3.451523545706371,collision_intent:528;hipc_clear_bundle:2;hipc_entry:1244;state:523,134,637,0.1364265927977839,completed
87,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,435,435,0,361,78,0,0,0,2085,5807,439,441,1644,876,1209,0,0,0.08917326833231769,5.775623268698061,0.0,2.779310344827586,0.0,3.3490304709141276,collision_intent:441;hipc_clear_bundle:1;hipc_entry:1208;state:435,109,544,0.06440443213296398,completed
88,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,510,510,0,361,153,0,0,0,2284,6263,586,517,1767,1027,1257,0,0,0.1106077765194413,6.326869806094183,0.0,2.4647058823529413,0.0,3.481994459833795,collision_intent:517;hipc_clear_bundle:1;hipc_entry:1256;state:510,130,579,0.0602493074792243,completed
89,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,478,478,0,361,121,0,0,0,2156,5931,535,491,1665,969,1187,0,0,0.10715001001401962,5.972299168975069,0.0,2.48326359832636,0.0,3.2880886426592797,collision_intent:491;hipc_clear_bundle:1;hipc_entry:1186;state:478,121,575,0.09072022160664828,completed
90,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,482,482,0,361,125,0,0,0,2240,6123,594,492,1748,974,1266,0,0,0.11333714939896966,6.204986149584488,0.0,2.6265560165975104,0.0,3.5069252077562325,collision_intent:492;hipc_entry:1266;state:482,121,583,0.03393351800554023,completed
91,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,447,447,0,361,90,0,0,0,2088,5677,584,455,1633,902,1186,0,0,0.119281045751634,5.78393351800554,0.0,2.6532438478747205,0.0,3.285318559556787,collision_intent:455;hipc_clear_bundle:1;hipc_entry:1185;state:447,115,535,0.04085872576177296,completed
92,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,427,427,0,361,70,0,0,0,1991,5509,463,431,1560,858,1133,0,0,0.09895276768540287,5.515235457063712,0.0,2.6533957845433256,0.0,3.1385041551246537,collision_intent:431;hipc_entry:1133;state:427,108,512,0.054709141274238204,completed
93,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,449,449,0,361,92,0,0,0,2066,5709,483,462,1604,911,1155,0,0,0.10043668122270742,5.7229916897506925,0.0,2.5723830734966593,0.0,3.1994459833795013,collision_intent:462;hipc_entry:1155;state:449,113,545,0.03947368421052633,completed
94,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,441,441,0,361,84,0,0,0,2082,5867,373,451,1631,892,1190,0,0,0.07632494372825864,5.767313019390581,0.0,2.6984126984126986,0.0,3.296398891966759,collision_intent:451;hipc_entry:1190;state:441,112,538,0.061634349030470936,completed
95,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,438,438,0,361,81,0,0,0,2062,5685,499,445,1617,883,1179,0,0,0.10290781604454527,5.71191135734072,0.0,2.691780821917808,0.0,3.2659279778393353,collision_intent:445;hipc_entry:1179;state:438,111,525,0.06994459833795008,completed
96,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,548,548,0,361,191,0,0,0,2369,6615,490,560,1809,1108,1261,0,0,0.09032258064516129,6.562326869806094,0.0,2.301094890510949,0.0,3.4930747922437675,collision_intent:560;hipc_clear_bundle:1;hipc_entry:1260;state:548,140,611,0.04085872576177296,completed
97,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,413,413,0,361,56,0,0,0,1990,5571,397,419,1571,832,1158,0,0,0.08427085544470389,5.512465373961219,0.0,2.803874092009685,0.0,3.2077562326869806,collision_intent:419;hipc_clear_bundle:2;hipc_entry:1156;state:413,105,519,0.05332409972299179,completed
98,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,509,509,0,361,152,0,0,0,2282,6213,630,518,1764,1027,1255,0,0,0.1191151446398185,6.321329639889196,0.0,2.4656188605108054,0.0,3.4764542936288088,collision_intent:518;hipc_clear_bundle:1;hipc_entry:1254;state:509,130,604,0.13781163434903054,completed
99,HIPC,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,hipc_gilbert_elliott_drop_0_10_rho_0_8,,coverage,448,448,0,361,91,0,0,0,2126,5811,565,464,1662,912,1214,0,0,0.11336276083467095,5.889196675900277,0.0,2.7098214285714284,0.0,3.3628808864265927,collision_intent:464;hipc_entry:1214;state:448,113,548,0.0270083102493075,completed
