comm_model,comm_level_raw,comm_level_pct,algorithm,attempted_trial_blocks,eligible_common_six_algorithm_blocks,excluded_trial_blocks,mean_revisits_per_team_step,median_revisits_per_team_step,standard_deviation_revisits_per_team_step,ci95_low,ci95_high
bernoulli,0.5,50,DGA,500,386,114,0.216743734100263,0.158349802371542,0.178051117302424,0.199042952992111,0.234893239649373
bernoulli,0.5,50,DMCHBA,500,386,114,0.159178643282195,0.136586535898939,0.137005781986789,0.145393691546875,0.173026554407284
bernoulli,0.5,50,HIPC,500,386,114,0.280764017590671,0.302000785321625,0.206419582859124,0.259995994288876,0.301239650956869
bernoulli,0.5,50,PI,500,386,114,0.271908752486409,0.27048775671406,0.201291774464566,0.251663464946497,0.292436874923051
bernoulli,0.6,60,ACBBA,500,386,114,0.246631886082111,0.246942382175389,0.191512687557873,0.22769733352057,0.265912192817683
bernoulli,0.6,60,CBAA,500,386,114,0.265295479265459,0.25703414232826,0.210213297048052,0.244042407883489,0.285920683177458
bernoulli,0.6,60,DGA,500,386,114,0.202805532345087,0.150665642601126,0.179313576607244,0.18485696733178,0.220594658778498
bernoulli,0.6,60,DMCHBA,500,386,114,0.158608525807389,0.116067942210074,0.144119155048266,0.144338318492176,0.172801839644964
bernoulli,0.6,60,HIPC,500,386,114,0.25973832623459,0.242819349962207,0.207312758838151,0.239407845640785,0.280156657371173
bernoulli,0.6,60,PI,500,386,114,0.263485188983507,0.229902246863146,0.209627221708483,0.242869710989211,0.284587259800953
bernoulli,0.7,70,ACBBA,500,385,115,0.245879230467416,0.215686274509804,0.207447168912015,0.225224056884365,0.26597804130446
bernoulli,0.7,70,CBAA,500,385,115,0.248997800457019,0.22360248447205,0.208574074846046,0.228157826205439,0.269692288163413
bernoulli,0.7,70,DGA,500,385,115,0.206986789474022,0.158119658119658,0.185195678487599,0.188615547386615,0.225730280523737
bernoulli,0.7,70,DMCHBA,500,385,115,0.176004513324632,0.150375939849624,0.158716783696794,0.160127326793405,0.191891103502882
bernoulli,0.7,70,HIPC,500,385,115,0.247906592644976,0.2,0.215299205597185,0.226565513463159,0.269037339786938
bernoulli,0.7,70,PI,500,385,115,0.254447410923612,0.229857819905213,0.215113680421847,0.232867009855356,0.275697503030747
gilbert_elliott,0.95,5,ACBBA,500,385,115,0.0991378697898961,0.0939597315436242,0.0782181826896501,0.091217674758352,0.107160139935924
gilbert_elliott,0.95,5,CBAA,500,385,115,0.123567670645073,0.118181818181818,0.0965287502257083,0.113647006911368,0.133222526253804
gilbert_elliott,0.95,5,DGA,500,385,115,0.130665832169572,0.115384615384615,0.104546429120037,0.120511355711842,0.141177903014817
gilbert_elliott,0.95,5,DMCHBA,500,385,115,0.0741906879042489,0.0711462450592885,0.0595162579648086,0.0683342556276839,0.0800164928635018
gilbert_elliott,0.95,5,HIPC,500,385,115,0.113949509712507,0.102222222222222,0.092213194095105,0.104728967122386,0.123207181906762
gilbert_elliott,0.95,5,PI,500,385,115,0.109436348951449,0.0994475138121547,0.0875912079792313,0.100845377934135,0.118262631972718
gilbert_elliott,0.9,10,ACBBA,500,385,115,0.117399176670898,0.105769230769231,0.0967183928366456,0.108083994317329,0.126920440325214
gilbert_elliott,0.9,10,CBAA,500,385,115,0.152338620762594,0.143884892086331,0.115772851763662,0.14124849415238,0.163956952278709
gilbert_elliott,0.9,10,DGA,500,385,115,0.147792839648564,0.123287671232877,0.114925409326464,0.136620440220452,0.159136364894989
gilbert_elliott,0.9,10,DMCHBA,500,385,115,0.0880518251260147,0.0780669144981413,0.0721552887161486,0.0810054356218625,0.0952714669763769
gilbert_elliott,0.9,10,HIPC,500,385,115,0.140020904304987,0.12987012987013,0.109998850537177,0.129326664240688,0.151109105826891
gilbert_elliott,0.9,10,PI,500,385,115,0.130660449237654,0.116352201257862,0.107417801879711,0.120239881615544,0.141683400011965
gilbert_elliott,0.8,20,ACBBA,500,384,116,0.164564337284865,0.153309249843903,0.124963307103009,0.152222536268206,0.177119799847041
gilbert_elliott,0.8,20,CBAA,500,384,116,0.193839149601964,0.197596171146857,0.14121145446794,0.179974434413152,0.208129221085237
gilbert_elliott,0.8,20,DGA,500,384,116,0.177658109542538,0.149306460864577,0.14283109998757,0.163503296702908,0.192098406669124
gilbert_elliott,0.8,20,DMCHBA,500,384,116,0.113713709789737,0.108278180481143,0.0907863476559823,0.104893199549466,0.122894160948688
gilbert_elliott,0.8,20,HIPC,500,384,116,0.18551856940832,0.187046169378325,0.138408638271284,0.171867706720909,0.199208405130223
gilbert_elliott,0.8,20,PI,500,384,116,0.183003882597914,0.167074749029347,0.134992270000173,0.169711780506297,0.19671681459695
gilbert_elliott,0.7,30,ACBBA,500,385,115,0.197283727990873,0.198275862068966,0.141817367833327,0.183090998651167,0.211567241557557
gilbert_elliott,0.7,30,CBAA,500,385,115,0.226762090176203,0.235668789808917,0.157941376042344,0.211183843528262,0.242290852183457
gilbert_elliott,0.7,30,DGA,500,385,115,0.188531010907813,0.167420814479638,0.149339025339875,0.173825011284375,0.203309667739185
gilbert_elliott,0.7,30,DMCHBA,500,385,115,0.138258492947147,0.132132132132132,0.103937884482645,0.127742759819007,0.148666252425821
gilbert_elliott,0.7,30,HIPC,500,385,115,0.216862911172111,0.220496894409938,0.161027415340868,0.200709039741113,0.233314432733637
gilbert_elliott,0.7,30,PI,500,385,115,0.214777889055157,0.213953488372093,0.15422633433999,0.199585012694289,0.230121444321898
gilbert_elliott,0.6,40,ACBBA,500,384,116,0.226540390829063,0.234277913763886,0.161521266315076,0.210714977291048,0.242333245863543
gilbert_elliott,0.6,40,CBAA,500,384,116,0.239206477279222,0.245532950022114,0.16981687921876,0.222096593546491,0.255998254215594
gilbert_elliott,0.6,40,DGA,500,384,116,0.187898924509584,0.157978363759297,0.151545647788894,0.173125230741154,0.202971560163582
gilbert_elliott,0.6,40,DMCHBA,500,384,116,0.150734725755659,0.140993954480797,0.11706260810271,0.138872228912272,0.162264202159402
gilbert_elliott,0.6,40,HIPC,500,384,116,0.246044637389408,0.267857142857143,0.174522470877618,0.228674729002321,0.263585378899811
gilbert_elliott,0.6,40,PI,500,384,116,0.230596673586755,0.230929989550679,0.173907952287216,0.213261716281916,0.247680043393654
gilbert_elliott,0.5,50,ACBBA,500,386,114,0.244975086844772,0.257071339173967,0.179259702957107,0.226898909068283,0.262673340184824
gilbert_elliott,0.5,50,CBAA,500,386,114,0.245366745855991,0.233048550223402,0.180581652477514,0.227490724555245,0.263429113839453
gilbert_elliott,0.5,50,DGA,500,386,114,0.198619893723232,0.164878397711016,0.163917143391305,0.182137320101569,0.215023431650173
gilbert_elliott,0.5,50,DMCHBA,500,386,114,0.156379170165037,0.135357512953368,0.137161787961626,0.142626399156379,0.170141935489803
gilbert_elliott,0.5,50,HIPC,500,386,114,0.253983757162155,0.258342602892102,0.195818891087859,0.234121936253585,0.27326193476808
gilbert_elliott,0.5,50,PI,500,386,114,0.253754076665908,0.248264824020068,0.189323118490624,0.234980500221338,0.272466654230837
gilbert_elliott,0.4,60,ACBBA,500,385,115,0.24139101886537,0.234615384615385,0.195006439246139,0.221697547141655,0.260778252211624
gilbert_elliott,0.4,60,CBAA,500,385,115,0.23149950433337,0.214285714285714,0.191018456588204,0.212411739620017,0.250007902521043
gilbert_elliott,0.4,60,DGA,500,385,115,0.19096406481265,0.151960784313725,0.16563954929503,0.174540212191206,0.207341149170503
gilbert_elliott,0.4,60,DMCHBA,500,385,115,0.160585256000079,0.133047210300429,0.139312447225531,0.146767672007651,0.174390080201835
gilbert_elliott,0.4,60,HIPC,500,385,115,0.239524499580203,0.213114754098361,0.201313782307674,0.219482472115548,0.259361453485266
gilbert_elliott,0.4,60,PI,500,385,115,0.250625202609521,0.238095238095238,0.200291116364027,0.230264151729126,0.270608018279584
gilbert_elliott,0.3,70,ACBBA,500,385,115,0.216571758120051,0.162280701754386,0.200215164001973,0.196896137958528,0.236931420298627
gilbert_elliott,0.3,70,CBAA,500,385,115,0.194232574507713,0.161849710982659,0.179751755132731,0.176485969595695,0.212453110644565
gilbert_elliott,0.3,70,DGA,500,385,115,0.195451361116276,0.174074074074074,0.168388440584484,0.178528876319395,0.212598479344973
gilbert_elliott,0.3,70,DMCHBA,500,385,115,0.15715516427422,0.108333333333333,0.154450954617038,0.141561858864751,0.172803147221252
gilbert_elliott,0.3,70,HIPC,500,385,115,0.21200610350071,0.164179104477612,0.198564503002219,0.192123511148952,0.231964358391002
gilbert_elliott,0.3,70,PI,500,385,115,0.228144095110306,0.204188481675393,0.199423264851328,0.208311730159321,0.247797477476854
ideal,NaN,0,ACBBA,500,385,115,0.068584009579993,0.0627062706270627,0.0583819212136883,0.0628631218415409,0.0743957962985205
ideal,NaN,0,CBAA,500,385,115,0.0785319292203475,0.0632183908045977,0.0706716490768633,0.0715983837463446,0.0858145612284612
ideal,NaN,0,DGA,500,385,115,0.110918318842548,0.100649350649351,0.0901949090764616,0.101865552680734,0.120071651624276
ideal,NaN,0,DMCHBA,500,385,115,0.0626886011467464,0.0586080586080586,0.048355839043557,0.0578975629745548,0.0674727313299824
ideal,NaN,0,HIPC,500,385,115,0.0710206187156394,0.0551181102362205,0.0602880899180354,0.0651108349892894,0.0770039910003753
ideal,NaN,0,PI,500,385,115,0.07424008204699,0.0651162790697674,0.0622161232321268,0.0680286732673734,0.0804680055731246
rayleigh_style,-59.4,5,ACBBA,500,386,114,0.0666883312688982,0.0568652921342104,0.0566028988246735,0.061095424264803,0.0723945830708157
rayleigh_style,-59.4,5,CBAA,500,386,114,0.0848892052632051,0.0708383513983675,0.0698471224737489,0.0780834813101511,0.0918441486955253
rayleigh_style,-59.4,5,DGA,500,386,114,0.108454619857112,0.0933043268068649,0.0880516523431985,0.0999000861966033,0.11737355596172
rayleigh_style,-59.4,5,DMCHBA,500,386,114,0.0635198627852085,0.0551470588235294,0.0521826883961834,0.0583416262353286,0.0687010582141702
rayleigh_style,-59.4,5,HIPC,500,386,114,0.0786388451782199,0.0684046345811052,0.0698670271028279,0.0719451452460295,0.0856299033011543
rayleigh_style,-59.4,5,PI,500,386,114,0.0781413083654872,0.0608401880141011,0.0687245505196272,0.0712976460347748,0.0850343665551908
rayleigh_style,-56.04,10,ACBBA,500,385,115,0.0729579599316299,0.0650406504065041,0.0630715120811621,0.0668251076666282,0.079207448471822
rayleigh_style,-56.04,10,CBAA,500,385,115,0.0873774593177971,0.0744186046511628,0.0720812024680648,0.0802514276490831,0.0945564263405163
rayleigh_style,-56.04,10,DGA,500,385,115,0.115156099184832,0.0987654320987654,0.0960482192058885,0.105745395623953,0.124962558982147
rayleigh_style,-56.04,10,DMCHBA,500,385,115,0.0662160851956835,0.06,0.0527561296284983,0.0609279679403557,0.0715468559424151
rayleigh_style,-56.04,10,HIPC,500,385,115,0.0833407711695581,0.0686274509803922,0.0721363404117544,0.0762525027539038,0.0904673613120999
rayleigh_style,-56.04,10,PI,500,385,115,0.0876529366002597,0.0739644970414201,0.0749027872789736,0.080297610609836,0.0951874099430292
rayleigh_style,-52.15,20,ACBBA,500,386,114,0.0778812325438831,0.0669710944876171,0.0682158622259559,0.0710511897470047,0.0847533326908368
rayleigh_style,-52.15,20,CBAA,500,386,114,0.0978642318899259,0.0802139037433155,0.0828125436975282,0.0895628396595133,0.1062268430338
rayleigh_style,-52.15,20,DGA,500,386,114,0.135104343312145,0.111525704809287,0.108534585629871,0.124478415962821,0.145988020258205
rayleigh_style,-52.15,20,DMCHBA,500,386,114,0.0689819045979519,0.0621700138941518,0.0561691059095705,0.063485560415164,0.0746637171556195
rayleigh_style,-52.15,20,HIPC,500,386,114,0.0918954471973174,0.07271257075325,0.0822148431983463,0.0838216641008177,0.100039718925502
rayleigh_style,-52.15,20,PI,500,386,114,0.0958544047276007,0.0817896470103942,0.0841124253448143,0.0875979882155423,0.104211329982742
rayleigh_style,-49.17,30,ACBBA,500,386,114,0.095889025218219,0.0810173315557379,0.0859460674863834,0.0874922420321922,0.104520558972019
rayleigh_style,-49.17,30,CBAA,500,386,114,0.119910850306125,0.100903272118203,0.103375034479284,0.109760498072412,0.13007047106227
rayleigh_style,-49.17,30,DGA,500,386,114,0.146977735067881,0.119967405775146,0.118301149463229,0.135165506506848,0.158918488529844
rayleigh_style,-49.17,30,DMCHBA,500,386,114,0.0790651135847291,0.0698487558952675,0.0679321910922179,0.0725307051890808,0.0858267500119651
rayleigh_style,-49.17,30,HIPC,500,386,114,0.113543189548603,0.0973957549300015,0.100281083027747,0.103647579602241,0.12339151591788
rayleigh_style,-49.17,30,PI,500,386,114,0.110224302102469,0.0844589016214788,0.102120481469583,0.100261520309149,0.120353046885943
rayleigh_style,-46.04,40,ACBBA,500,385,115,0.112915074092329,0.0901162790697674,0.103041626271842,0.102929627788491,0.123333748062193
rayleigh_style,-46.04,40,CBAA,500,385,115,0.141981100720875,0.120622568093385,0.119273265014667,0.13013229780649,0.153985142216217
rayleigh_style,-46.04,40,DGA,500,385,115,0.153917337932037,0.131386861313869,0.132575140625296,0.140703037632663,0.167453885866023
rayleigh_style,-46.04,40,DMCHBA,500,385,115,0.0839200204183338,0.0647482014388489,0.0777993790354035,0.0763644034811484,0.0916583339058969
rayleigh_style,-46.04,40,HIPC,500,385,115,0.143215073296722,0.123188405797101,0.123013558118948,0.131184709725104,0.155660171475966
rayleigh_style,-46.04,40,PI,500,385,115,0.132910331154772,0.11522633744856,0.117827339332155,0.121438907279348,0.144692155211598
rayleigh_style,-42.16,50,ACBBA,500,386,114,0.154587318455942,0.132762978806144,0.13235078243774,0.14124428857373,0.168056711033646
rayleigh_style,-42.16,50,CBAA,500,386,114,0.183277247996554,0.161855352373125,0.148686467279223,0.168493862032018,0.197950690778162
rayleigh_style,-42.16,50,DGA,500,386,114,0.168205312506656,0.130442982272327,0.148772560688756,0.153098226146491,0.183185973672069
rayleigh_style,-42.16,50,DMCHBA,500,386,114,0.110671081988646,0.0802277432712215,0.114739770363278,0.0996460956951862,0.122381912198348
rayleigh_style,-42.16,50,HIPC,500,386,114,0.17712059750298,0.15657255616272,0.146545363135166,0.162646554311897,0.191652170733165
rayleigh_style,-42.16,50,PI,500,386,114,0.18084254887886,0.150581395348837,0.149103431024258,0.166077089074185,0.195635136680658
rayleigh_style,-37.79,60,ACBBA,500,386,114,0.18188427771197,0.141897377608184,0.162051275379813,0.1660614199494,0.198221410716128
rayleigh_style,-37.79,60,CBAA,500,386,114,0.196082843967372,0.151829383886256,0.173746914214239,0.178871309371388,0.21343684210186
rayleigh_style,-37.79,60,DGA,500,386,114,0.167195969631831,0.124072241464621,0.159393259397911,0.151673996762514,0.183143741448496
rayleigh_style,-37.79,60,DMCHBA,500,386,114,0.125503055423622,0.0853988168094655,0.130276872265818,0.112613943593874,0.1385701923381
rayleigh_style,-37.79,60,HIPC,500,386,114,0.190206273240947,0.16,0.172416561633761,0.173153175237337,0.20747751734079
rayleigh_style,-37.79,60,PI,500,386,114,0.195283062135719,0.158003538830784,0.175738280031301,0.17782737973012,0.212875485321849
rayleigh_style,-32.58,70,ACBBA,500,385,115,0.144532156632634,0.0970873786407767,0.153065665763509,0.129377597176329,0.160148837502182
rayleigh_style,-32.58,70,CBAA,500,385,115,0.144611003412218,0.0819672131147541,0.164212883794147,0.128552625577836,0.161473379374999
rayleigh_style,-32.58,70,DGA,500,385,115,0.168749809866419,0.101351351351351,0.177205938911495,0.151275547517751,0.186386957080053
rayleigh_style,-32.58,70,DMCHBA,500,385,115,0.123534371002031,0.0670731707317073,0.144398096114821,0.109653123346387,0.138487082606152
rayleigh_style,-32.58,70,HIPC,500,385,115,0.151117488547417,0.0880503144654088,0.169628278915902,0.135154144645968,0.168407212384339
rayleigh_style,-32.58,70,PI,500,385,115,0.153475570872362,0.0925925925925926,0.165174836730911,0.137340802130634,0.170551137775506
