trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
10,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,19);(19,17);(5,6);(15,7);(18,8);(10,8);(22,4);(18,0);(16,19);(4,13)",10,True,43.974236035048364,43.974236035048364,00:2;01:4;02:1;03:0;04:3,"(0,0);(0,6);(0,12);(0,18);(0,24)","(22,4);(18,8);(4,13);(13,18);(19,17)",322,0,completed
11,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(20,11);(6,17);(9,3);(9,13);(12,20);(2,14);(16,16);(20,1);(20,16);(12,19)",10,True,62.47602690490153,62.47602690490153,00:1;01:2;02:3;03:2;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(9,3);(20,1);(20,16);(6,17);(12,19)",492,0,completed
12,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,15);(19,20);(4,24);(14,12);(9,13);(5,13);(14,13);(14,9);(13,3);(13,6)",10,True,45.024545262825555,45.024545262825555,00:0;01:2;02:4;03:3;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(1,5);(13,3);(19,20);(14,9);(11,24)",342,0,completed
13,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(22,9);(15,5);(2,20);(2,18);(23,0);(16,9);(13,16);(22,12);(2,3);(12,19)",10,True,48.980073638105566,48.980073638105566,00:2;01:2;02:2;03:3;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(23,0);(16,9);(22,9);(13,16);(2,20)",361,0,completed
14,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(15,19);(12,23);(23,21);(3,18);(1,5);(10,4);(12,2);(22,16);(22,11);(1,6)",10,True,53.55363301415541,53.55363301415541,00:2;01:3;02:1;03:3;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(12,2);(22,16);(1,5);(23,21);(12,23)",412,0,completed
15,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,0);(3,20);(11,15);(12,22);(12,12);(7,23);(15,0);(19,18);(23,16);(20,8)",10,True,52.95891516129216,52.95891516129216,00:2;01:2;02:1;03:3;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(15,0);(20,8);(3,20);(23,16);(12,22)",394,0,completed
16,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(19,8);(6,17);(5,12);(12,11);(18,17);(3,18);(16,16);(13,21);(11,3);(14,9)",10,True,52.088805721290974,52.088805721290974,00:2;01:2;02:1;03:2;04:3,"(0,0);(0,6);(0,12);(0,18);(0,24)","(19,8);(12,11);(5,12);(13,21);(18,17)",392,0,completed
17,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,11);(4,12);(1,15);(8,10);(1,13);(22,23);(10,12);(23,16);(17,15);(17,5)",10,True,53.93514567297767,53.93514567297767,00:2;01:3;02:3;03:1;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(17,5);(10,12);(23,16);(1,15);(22,23)",407,0,completed
18,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(10,17);(24,20);(14,15);(22,23);(3,21);(17,20);(20,6);(12,10);(2,20);(16,8)",10,True,86.56120551950526,86.56120551950526,00:1;01:0;02:2;03:4;04:3,"(0,0);(0,6);(0,12);(0,18);(0,24)","(20,6);(7,6);(16,8);(22,23);(14,15)",694,0,completed
19,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(18,6);(17,8);(17,17);(20,16);(21,13);(7,17);(2,5);(24,5);(20,4);(4,24)",10,True,52.74831813418893,52.74831813418893,00:3;01:2;02:2;03:2;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(24,5);(17,8);(20,16);(17,17);(7,23)",393,0,completed
20,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(24,7);(10,3);(21,19);(8,3);(12,12);(22,21);(22,4);(16,12);(19,12);(13,14)",10,True,48.39694681883047,48.39694681883047,00:2;01:2;02:3;03:2;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(10,3);(24,7);(19,12);(22,21);(13,14)",341,0,completed
21,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,6);(8,14);(14,12);(21,0);(2,0);(23,6);(6,20);(1,3);(6,1);(16,19)",10,True,59.40912928774703,59.40912928774703,00:1;01:5;02:2;03:2;04:0,"(0,0);(0,6);(0,12);(0,18);(0,24)","(2,2);(23,6);(14,12);(16,19);(9,21)",483,0,completed
22,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,24);(13,19);(22,5);(17,23);(18,16);(6,6);(23,8);(12,8);(11,11);(1,5)",10,True,45.235492898547285,45.235492898547285,00:1;01:3;02:2;03:2;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(6,6);(23,8);(12,8);(18,16);(17,23)",333,0,completed
23,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,9);(17,17);(21,11);(24,6);(7,15);(15,9);(18,0);(13,12);(12,23);(3,13)",10,True,64.09962777282219,64.09962777282219,00:1;01:2;02:4;03:2;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(7,9);(7,15);(24,6);(18,0);(12,19)",484,0,completed
24,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(19,14);(14,3);(19,23);(22,23);(6,15);(18,24);(20,16);(2,16);(9,4);(4,16)",10,True,49.36888927582662,49.36888927582662,00:1;01:1;02:1;03:4;04:3,"(0,0);(0,6);(0,12);(0,18);(0,24)","(14,3);(9,3);(17,17);(19,14);(22,23)",361,0,completed
25,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,11);(23,9);(9,19);(17,21);(21,8);(5,4);(21,11);(2,10);(18,22);(17,9)",10,True,50.81996825268185,50.81996825268185,00:2;01:3;02:1;03:2;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(2,10);(21,11);(12,11);(17,9);(17,21)",364,0,completed
26,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(22,7);(4,6);(1,13);(7,8);(20,21);(13,6);(17,3);(14,1);(14,5);(14,13)",10,True,49.630138637048134,49.630138637048134,00:1;01:5;02:3;03:0;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(7,8);(14,1);(22,7);(6,8);(20,21)",356,0,completed
27,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(3,4);(2,11);(21,7);(5,3);(3,19);(3,10);(20,8);(7,0);(4,19);(2,15)",10,True,46.532449910116426,46.532449910116426,00:2;01:3;02:2;03:1;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(5,3);(20,8);(3,10);(2,15);(4,19)",396,0,completed
28,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,21);(20,18);(20,23);(23,3);(12,14);(20,19);(0,9);(4,4);(5,3);(13,8)",10,True,66.07461797907057,66.07461797907057,00:2;01:2;02:3;03:1;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(8,5);(13,8);(20,19);(23,3);(20,23)",507,0,completed
29,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(20,20);(2,17);(23,18);(11,20);(1,21);(19,18);(10,19);(16,20);(8,16);(16,0)",10,True,45.46161965250806,45.46161965250806,00:1;01:1;02:2;03:3;04:3,"(0,0);(0,6);(0,12);(0,18);(0,24)","(16,0);(8,16);(10,19);(23,18);(16,20)",324,0,completed
30,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,1);(19,11);(2,0);(23,14);(23,17);(19,13);(9,1);(13,4);(8,1);(24,11)",10,True,56.47923360366401,56.47923360366401,00:4;01:1;02:4;03:1;04:0,"(0,0);(0,6);(0,12);(0,18);(0,24)","(9,1);(13,4);(24,11);(23,17);(23,23)",425,0,completed
31,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,1);(13,22);(10,8);(2,17);(3,23);(16,15);(19,20);(12,10);(2,3);(11,9)",10,True,52.38934618297937,52.38934618297937,00:2;01:0;02:3;03:1;04:4,"(0,0);(0,6);(0,12);(0,18);(0,24)","(10,6);(2,4);(12,10);(2,17);(16,15)",432,0,completed
32,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,20);(13,4);(19,14);(18,4);(11,24);(15,8);(10,10);(12,5);(2,18);(24,19)",10,True,63.04637563431142,63.04637563431142,00:2;01:2;02:1;03:4;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(12,5);(18,4);(10,10);(24,19);(11,24)",497,0,completed
33,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(4,3);(4,12);(23,0);(12,7);(3,14);(8,4);(20,8);(9,24);(23,6);(5,20)",10,True,69.6486969044207,69.6486969044207,00:2;01:0;02:3;03:3;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(8,4);(4,11);(20,8);(23,0);(5,20)",558,0,completed
34,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(9,4);(12,5);(19,3);(8,0);(14,6);(17,10);(10,8);(20,10);(11,24);(3,3)",10,True,46.86374812878389,46.86374812878389,00:2;01:2;02:3;03:2;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(19,3);(9,4);(14,6);(20,10);(11,24)",344,0,completed
35,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,20);(7,3);(14,16);(17,5);(9,24);(16,11);(14,8);(22,20);(17,7);(6,3)",10,True,46.9884736898354,46.9884736898354,00:2;01:2;02:2;03:2;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(7,3);(17,5);(14,8);(22,20);(8,20)",346,0,completed
36,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(6,11);(19,8);(15,15);(17,18);(18,8);(23,12);(18,18);(15,12);(15,13);(24,12)",10,True,51.284996812749654,51.284996812749654,00:0;01:4;02:3;03:2;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(18,3);(24,12);(15,15);(18,18);(6,11)",371,0,completed
37,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,4);(13,14);(23,2);(22,11);(13,5);(6,16);(5,11);(18,23);(19,8);(24,5)",10,True,59.34580420429896,59.34580420429896,00:2;01:2;02:1;03:4;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(24,5);(13,5);(13,13);(19,8);(18,23)",443,0,completed
38,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,18);(5,2);(14,18);(3,13);(21,11);(1,15);(24,10);(3,12);(9,15);(8,20)",10,True,50.19403232736339,50.19403232736339,00:1;01:2;02:4;03:2;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(5,2);(24,10);(14,18);(8,20);(1,15)",403,0,completed
39,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(23,8);(8,1);(3,22);(17,10);(19,19);(3,16);(10,17);(24,11);(13,18);(12,16)",10,True,62.69107608882494,62.69107608882494,00:1;01:1;02:3;03:4;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(8,1);(17,10);(12,16);(23,8);(7,19)",501,0,completed
40,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(10,10);(17,3);(11,0);(9,10);(13,12);(22,5);(5,4);(3,13);(12,21);(22,20)",10,True,45.30087941725978,45.30087941725978,00:1;01:3;02:3;03:1;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(11,0);(22,5);(13,12);(4,11);(22,20)",333,0,completed
41,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,24);(11,6);(8,12);(22,21);(11,22);(11,9);(12,17);(4,23);(12,12);(7,14)",10,True,41.60051249681415,41.60051249681415,00:0;01:3;02:3;03:1;04:3,"(0,0);(0,6);(0,12);(0,18);(0,24)","(8,0);(12,13);(12,17);(7,24);(22,21)",309,0,completed
42,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(22,22);(1,8);(3,12);(18,15);(4,21);(1,20);(18,3);(24,3);(8,20);(16,23)",10,True,51.664298312871125,51.664298312871125,00:2;01:1;02:2;03:4;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(24,3);(1,8);(18,15);(22,22);(4,21)",406,0,completed
43,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,8);(24,15);(12,20);(20,16);(15,8);(14,15);(8,19);(17,2);(8,20);(4,11)",10,True,51.87080492227773,51.87080492227773,00:1;01:2;02:1;03:5;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(17,2);(15,9);(4,9);(24,15);(14,15)",394,0,completed
44,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(22,11);(9,7);(22,21);(7,23);(11,21);(24,19);(16,14);(24,0);(21,0);(4,11)",10,True,62.399144792933896,62.399144792933896,00:2;01:1;02:4;03:1;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(24,0);(9,7);(22,21);(17,12);(11,21)",483,0,completed
45,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(2,5);(2,11);(10,7);(23,20);(2,9);(20,8);(19,12);(19,10);(2,22);(3,21)",10,True,66.36413891488097,66.36413891488097,00:1;01:4;02:3;03:1;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(2,5);(23,20);(19,10);(8,21);(2,22)",559,0,completed
46,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(9,6);(14,5);(17,10);(10,17);(19,6);(11,15);(15,5);(23,14);(14,2);(22,19)",10,True,55.59281061559017,55.59281061559017,00:1;01:3;02:2;03:2;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(14,2);(17,10);(15,5);(11,15);(23,14)",411,0,completed
47,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(24,21);(19,12);(8,23);(16,24);(15,4);(9,0);(13,4);(12,21);(14,15);(8,7)",10,True,76.55043491910389,76.55043491910389,00:3;01:3;02:0;03:2;04:2,"(0,0);(0,6);(0,12);(0,18);(0,24)","(15,4);(24,21);(8,12);(19,12);(12,21)",610,0,completed
48,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(15,1);(24,12);(22,14);(1,6);(23,6);(3,2);(19,21);(14,12);(9,9);(20,17)",10,True,62.80728786441344,62.80728786441344,00:2;01:2;02:1;03:4;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(15,1);(17,14);(9,9);(23,6);(19,21)",481,0,completed
49,known_visit,PI,ideal,1.0,25,625,5,10,pi_g25_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(3,12);(23,14);(12,1);(5,11);(20,3);(14,1);(22,13);(15,16);(16,22);(14,3)",10,True,52.77916880805077,52.77916880805077,00:2;01:2;02:4;03:1;04:1,"(0,0);(0,6);(0,12);(0,18);(0,24)","(14,1);(20,3);(23,14);(5,11);(16,22)",398,0,completed
