trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
10,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,19);(15,13);(2,29);(13,8);(25,22);(16,8);(33,10);(18,14);(21,31);(22,25)",10,True,65.25651251002108,65.25651251002108,00:0;01:3;02:2;03:1;04:2;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(14,9);(33,10);(31,12);(21,19);(25,22);(22,25)",537,0,completed
11,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(8,17);(25,27);(1,25);(17,1);(15,15);(3,19);(24,17);(16,12);(29,24);(1,26)",10,True,84.95311690231034,84.95311690231034,00:1;01:1;02:2;03:2;04:3;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(9,25);(24,17);(21,12);(8,14);(18,19);(1,17)",760,0,completed
12,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(14,20);(19,27);(26,11);(31,30);(14,13);(20,1);(19,12);(15,5);(9,27);(20,0)",10,True,58.97043633926281,58.97043633926281,00:0;01:3;02:3;03:1;04:3;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(15,2);(21,6);(26,11);(25,30);(31,30);(14,13)",468,0,completed
13,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,7);(10,3);(25,1);(19,9);(30,19);(5,13);(33,25);(27,18);(14,17);(22,31)",10,True,72.32614207192663,72.32614207192663,00:1;01:2;02:3;03:1;04:2;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(23,6);(24,9);(27,29);(23,9);(30,19);(27,18)",554,0,completed
14,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(26,21);(19,17);(30,30);(23,1);(28,33);(8,20);(30,13);(19,15);(2,18);(33,8)",10,True,87.10520431577142,87.10520431577142,00:1;01:2;02:0;03:4;04:1;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(27,8);(27,26);(24,20);(33,8);(26,21);(30,30)",742,0,completed
15,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,18);(21,0);(3,27);(7,8);(33,29);(20,7);(6,0);(20,31);(24,30);(16,32)",10,True,82.65170604806842,82.65170604806842,00:1;01:2;02:2;03:0;04:2;05:3,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(7,5);(21,0);(32,18);(7,8);(33,29);(24,30)",757,0,completed
16,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(16,14);(9,22);(26,13);(4,24);(11,9);(20,7);(27,16);(21,13);(22,30);(32,17)",10,True,79.90965846542228,79.90965846542228,00:0;01:3;02:0;03:3;04:3;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(20,12);(23,7);(19,30);(26,13);(32,17);(22,8)",628,0,completed
17,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,0);(19,24);(12,18);(21,27);(17,8);(5,23);(14,25);(33,9);(29,21);(16,3)",10,True,108.93035352574749,108.93035352574749,00:4;01:1;02:0;03:3;04:1;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(29,21);(5,23);(25,21);(29,0);(13,20);(26,22)",896,0,completed
18,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(24,8);(28,25);(26,24);(29,0);(11,25);(24,19);(20,9);(22,16);(12,3);(25,17)",10,True,81.78548627527958,81.78548627527958,00:1;01:3;02:1;03:2;04:3;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(25,23);(29,0);(27,7);(29,16);(28,25);(24,25)",667,0,completed
19,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,5);(13,19);(29,20);(27,28);(8,21);(15,14);(16,1);(3,33);(31,23);(17,0)",10,True,84.58152113526624,84.58152113526624,00:2;01:0;02:2;03:2;04:1;05:3,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(8,24);(29,13);(29,15);(29,20);(27,28);(31,23)",663,0,completed
20,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(25,17);(12,20);(15,28);(23,12);(29,15);(14,15);(22,2);(8,23);(8,5);(6,15)",10,True,67.54515831729209,67.54515831729209,00:1;01:2;02:4;03:1;04:1;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(23,12);(22,2);(29,14);(22,17);(14,15);(12,16)",563,0,completed
21,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,8);(23,31);(2,2);(6,23);(14,22);(4,6);(4,29);(11,19);(21,7);(12,20)",10,True,80.45616389501612,80.45616389501612,00:3;01:2;02:0;03:0;04:3;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(21,7);(23,31);(12,19);(11,3);(12,20);(10,19)",707,0,completed
22,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(4,33);(25,14);(3,12);(29,19);(27,15);(23,6);(8,32);(20,20);(1,3);(11,6)",10,True,76.55032551283807,76.55032551283807,00:1;01:2;02:1;03:0;04:4;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(16,19);(25,7);(15,20);(25,33);(25,14);(16,6)",633,0,completed
23,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,9);(25,12);(25,5);(9,33);(21,9);(1,11);(15,22);(32,25);(21,17);(8,30)",10,True,73.82365390606778,73.82365390606778,00:0;01:5;02:0;03:1;04:2;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(23,12);(25,5);(20,12);(8,30);(21,17);(28,25)",608,0,completed
24,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,33);(33,23);(1,17);(21,0);(25,13);(27,31);(18,4);(27,17);(32,19);(3,31)",10,True,70.87196617881953,70.87196617881953,00:2;01:1;02:0;03:4;04:2;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(25,13);(18,4);(33,21);(33,23);(27,31);(23,33)",590,0,completed
25,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,21);(8,16);(30,7);(5,9);(22,7);(18,25);(29,31);(27,12);(19,0);(24,26)",10,True,89.9947889709303,89.9947889709303,00:2;01:4;02:2;03:1;04:1;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(5,9);(29,31);(21,0);(32,21);(17,12);(24,25)",710,0,completed
26,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(14,25);(5,4);(32,8);(33,26);(24,17);(11,21);(11,7);(10,4);(2,1);(20,3)",10,True,89.58529537982412,89.58529537982412,00:2;01:4;02:0;03:2;04:1;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(24,6);(32,8);(20,2);(33,26);(23,21);(10,3)",755,0,completed
27,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(15,17);(5,32);(24,32);(22,27);(2,14);(5,15);(32,12);(8,27);(25,24);(2,19)",10,True,89.89192377334935,89.89192377334935,00:0;01:1;02:2;03:1;04:3;05:3,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(17,17);(2,19);(7,20);(23,32);(24,32);(32,12)",780,0,completed
28,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(2,6);(25,6);(29,4);(10,13);(23,2);(8,33);(16,32);(26,14);(25,17);(25,7)",10,True,80.65041874667378,80.65041874667378,00:4;01:2;02:1;03:0;04:1;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(23,2);(22,6);(17,13);(16,32);(28,7);(29,15)",653,0,completed
29,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,19);(10,33);(7,0);(1,33);(14,31);(4,1);(7,26);(14,5);(10,12);(11,32)",10,True,36.01042928812891,36.01042928812891,00:3;01:1;02:0;03:1;04:1;05:4,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(14,5);(10,18);(7,27);(18,21);(11,30);(15,27)",278,0,completed
30,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(28,8);(23,15);(28,19);(29,4);(20,7);(12,22);(24,15);(31,25);(5,5);(16,22)",10,True,68.80458006306912,68.80458006306912,00:2;01:2;02:2;03:2;04:2;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(28,8);(29,4);(24,15);(25,9);(28,19);(20,22)",542,0,completed
31,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,2);(20,12);(17,22);(30,16);(28,19);(16,4);(21,16);(20,3);(29,9);(13,22)",10,True,109.00863262566436,109.00863262566436,00:2;01:1;02:2;03:2;04:3;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(29,9);(25,2);(16,4);(30,16);(20,2);(25,10)",935,0,completed
32,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(25,22);(19,16);(2,33);(17,21);(19,27);(24,25);(25,6);(21,15);(25,24);(15,28)",10,True,55.12820909387528,55.12820909387528,00:1;01:0;02:1;03:1;04:3;05:4,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(25,8);(21,9);(20,21);(17,21);(25,24);(24,25)",422,0,completed
33,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,9);(4,26);(3,32);(30,6);(2,30);(28,32);(17,6);(19,11);(12,26);(32,17)",10,True,81.55001720986229,81.55001720986229,00:2;01:3;02:0;03:1;04:2;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(24,23);(32,17);(31,11);(13,26);(12,26);(29,19)",676,0,completed
34,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,6);(10,3);(14,22);(18,33);(24,22);(31,5);(18,6);(8,9);(25,33);(33,2)",10,True,71.69701295417242,71.69701295417242,00:1;01:5;02:0;03:1;04:1;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(20,5);(33,2);(33,5);(25,7);(10,6);(25,33)",575,0,completed
35,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(28,9);(30,28);(32,28);(18,24);(17,11);(2,10);(29,33);(11,11);(7,15);(32,5)",10,True,90.13901842171767,90.13901842171767,00:0;01:2;02:3;03:1;04:1;05:3,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(2,10);(19,28);(32,5);(31,16);(30,26);(32,12)",760,0,completed
36,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(5,4);(26,16);(29,17);(13,10);(4,1);(2,3);(15,3);(22,12);(27,4);(20,15)",10,True,71.78988431800695,71.78988431800695,00:3;01:1;02:3;03:1;04:1;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(17,3);(22,17);(29,17);(15,3);(13,4);(20,15)",564,0,completed
37,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(15,29);(6,3);(21,27);(10,13);(10,26);(2,28);(23,10);(17,23);(4,17);(29,22)",10,True,90.70344327943928,90.70344327943928,00:2;01:0;02:1;03:2;04:4;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(10,16);(20,21);(2,22);(29,22);(21,27);(26,22)",714,0,completed
38,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(33,12);(33,15);(22,7);(30,10);(5,19);(27,13);(8,8);(12,28);(15,2);(11,8)",10,True,80.486479548881,80.486479548881,00:3;01:5;02:0;03:1;04:0;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(33,13);(33,15);(13,8);(16,14);(22,3);(13,14)",670,0,completed
39,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(16,17);(20,16);(23,6);(25,15);(29,27);(23,8);(31,13);(19,24);(9,4);(2,18)",10,True,75.51499245265772,75.51499245265772,00:0;01:3;02:2;03:1;04:2;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(23,8);(21,19);(20,16);(9,4);(31,13);(29,27)",626,0,completed
40,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,32);(5,25);(3,23);(6,31);(15,13);(23,16);(32,13);(22,26);(29,33);(12,11)",10,True,75.49678277676647,75.49678277676647,00:1;01:2;02:1;03:1;04:4;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(32,13);(19,13);(5,25);(19,23);(32,32);(12,11)",618,0,completed
41,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(33,3);(19,23);(29,19);(7,29);(14,33);(20,2);(30,25);(14,25);(7,1);(1,27)",10,True,84.6199306542618,84.6199306542618,00:0;01:3;02:3;03:1;04:2;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(20,29);(33,11);(30,25);(7,29);(30,21);(1,27)",646,0,completed
42,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,32);(21,13);(10,16);(12,22);(27,14);(2,23);(27,21);(16,7);(20,21);(8,9)",10,True,68.8731054614185,68.8731054614185,00:1;01:3;02:3;03:0;04:2;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(18,13);(27,21);(27,14);(16,7);(12,22);(9,21)",559,0,completed
43,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(7,22);(30,0);(14,3);(15,1);(10,17);(9,7);(13,30);(3,2);(15,8);(3,9)",10,True,87.1296408986693,87.1296408986693,00:2;01:1;02:4;03:2;04:0;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(16,22);(2,17);(30,0);(9,7);(17,1);(3,9)",700,0,completed
44,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(3,4);(15,1);(20,24);(31,27);(14,31);(10,3);(12,24);(10,10);(19,1);(16,16)",10,True,62.095819347386296,62.095819347386296,00:3;01:1;02:1;03:1;04:2;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(19,5);(12,24);(17,0);(30,26);(14,10);(31,27)",478,0,completed
45,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(26,4);(12,4);(11,3);(14,27);(2,22);(3,27);(23,24);(17,9);(3,17);(5,4)",10,True,74.89377303104669,74.89377303104669,00:1;01:3;02:1;03:1;04:2;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(3,22);(26,4);(9,3);(17,18);(15,4);(23,24)",575,0,completed
46,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(31,2);(30,4);(6,23);(25,14);(11,33);(30,8);(24,32);(18,16);(22,3);(15,22)",10,True,82.76546014432222,82.76546014432222,00:3;01:2;02:1;03:2;04:0;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(25,14);(31,2);(18,16);(27,3);(20,31);(24,32)",659,0,completed
47,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(15,14);(27,28);(25,15);(13,23);(20,25);(2,3);(4,21);(6,13);(1,2);(15,15)",10,True,60.99924880584539,60.99924880584539,00:2;01:2;02:1;03:4;04:1;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(9,3);(11,23);(15,14);(27,28);(25,15);(7,23)",511,0,completed
48,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(22,6);(6,16);(29,12);(27,23);(15,4);(4,31);(13,6);(9,23);(16,17);(20,3)",10,True,101.92708522067352,101.92708522067352,00:2;01:3;02:2;03:1;04:1;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(21,3);(29,12);(20,3);(22,6);(27,30);(19,3)",853,0,completed
49,known_visit,PI,bernoulli,drop_0.25,34,1156,6,10,pi_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(13,7);(7,5);(30,25);(2,21);(18,24);(2,2);(24,30);(11,27);(11,1);(14,12)",10,True,84.379664510083,84.379664510083,00:1;01:2;02:1;03:2;04:2;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(19,24);(13,16);(7,5);(2,18);(11,10);(30,25)",668,0,completed
