trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,sensitivity_suite,sensitivity_parameter,sensitivity_value,sensitivity_label,num_targets,num_robots
0,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,48.23121469972403,48.23121469972403,0,0,0,56,28,59,1,7,2,2,321,0,178,509,22,62,116,122,56,0.06376811594202898,17.8,5.6,collision_intent:62;hipc_entry:56;state:60,0.3999999999999999,0.31779661016949157,known_visit_horizon,commitment_horizon,2,h2,10,4
14,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,45.538371056766195,45.538371056766195,0,0,0,65,27,69,0,5,0,0,285,0,171,462,48,68,103,137,34,0.1568627450980392,17.1,3.4,collision_intent:68;hipc_entry:34;state:69,0.25,0.1847826086956521,known_visit_horizon,commitment_horizon,2,h2,10,4
15,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,25.001522022345597,25.001522022345597,0,0,0,47,15,51,0,2,0,0,146,0,126,361,15,50,76,101,25,0.06637168141592921,12.6,2.5,collision_intent:50;hipc_entry:25;state:51,0.25,0.1519607843137254,known_visit_horizon,commitment_horizon,2,h2,10,4
16,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,33.78896373342772,33.78896373342772,0,0,0,61,20,65,0,2,0,0,196,0,159,435,39,64,95,129,30,0.13829787234042554,15.9,3.0,collision_intent:64;hipc_entry:30;state:65,0.1499999999999999,0.1576923076923078,known_visit_horizon,commitment_horizon,2,h2,10,4
17,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,34.92004841500951,34.92004841500951,0,0,0,64,21,68,0,2,0,0,199,0,163,450,37,67,96,135,28,0.12937062937062938,16.3,2.8,collision_intent:67;hipc_entry:28;state:68,0.10000000000000009,0.13235294117647056,known_visit_horizon,commitment_horizon,2,h2,10,4
18,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,39.30513324062979,39.30513324062979,0,0,0,74,23,77,1,7,0,0,222,0,196,562,23,77,119,155,41,0.06497175141242938,19.6,4.1,collision_intent:77;hipc_entry:41;state:78,0.25,0.08766233766233755,known_visit_horizon,commitment_horizon,2,h2,10,4
19,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,35.60679518448184,35.60679518448184,0,0,0,64,21,68,0,4,0,0,209,0,166,472,24,67,99,135,31,0.08135593220338982,16.6,3.1,collision_intent:67;hipc_entry:31;state:68,0.10000000000000009,0.11764705882352944,known_visit_horizon,commitment_horizon,2,h2,10,4
20,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,37.24582055508215,37.24582055508215,0,0,0,54,22,58,0,3,0,0,235,0,167,462,36,58,109,116,51,0.1111111111111111,16.7,5.1,collision_intent:58;hipc_entry:51;state:58,0.25,0.17241379310344818,known_visit_horizon,commitment_horizon,2,h2,10,4
21,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,38.0311146158208,38.0311146158208,0,0,0,71,23,75,0,7,0,0,213,0,197,554,34,75,122,150,47,0.09366391184573003,19.7,4.7,collision_intent:75;hipc_entry:47;state:75,0.30000000000000004,0.1299999999999999,known_visit_horizon,commitment_horizon,2,h2,10,4
22,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,47.06433256272035,47.06433256272035,0,0,0,65,28,69,0,1,0,0,295,0,164,458,31,68,96,137,27,0.10877192982456141,16.4,2.7,collision_intent:68;hipc_entry:27;state:69,0.25,0.2282608695652173,known_visit_horizon,commitment_horizon,2,h2,10,4
23,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,42.632858136317914,42.632858136317914,0,0,0,66,25,70,0,1,0,0,259,0,170,486,22,69,101,139,31,0.07308970099667775,17.0,3.1,collision_intent:69;hipc_entry:31;state:70,0.30000000000000004,0.16428571428571437,known_visit_horizon,commitment_horizon,2,h2,10,4
24,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,33.944383311053336,33.944383311053336,0,0,0,55,20,59,0,1,0,0,204,0,144,410,19,58,86,117,27,0.07450980392156863,14.4,2.7,collision_intent:58;hipc_entry:27;state:59,0.25,0.1652542372881356,known_visit_horizon,commitment_horizon,2,h2,10,4
25,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,37.742301092583354,37.742301092583354,1,1,1,48,20,51,1,3,0,0,243,0,140,388,29,52,88,104,36,0.1111111111111111,14.0,3.6,collision_intent:52;hipc_entry:36;state:52,0.25,0.22058823529411775,known_visit_horizon,commitment_horizon,2,h2,10,4
26,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,31.77831062096575,31.77831062096575,0,0,0,60,19,64,0,5,0,0,181,0,159,440,35,62,97,126,33,0.12110726643598616,15.9,3.3,collision_intent:62;hipc_entry:33;state:64,0.25,0.125,known_visit_horizon,commitment_horizon,2,h2,10,4
27,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,23.58821718851114,23.58821718851114,0,0,0,35,14,39,0,1,0,0,148,0,112,314,19,40,72,79,33,0.0892018779342723,11.2,3.3,collision_intent:40;hipc_entry:33;state:39,0.3500000000000001,0.23717948717948723,known_visit_horizon,commitment_horizon,2,h2,10,4
28,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,41.99305159558665,41.99305159558665,0,0,0,66,25,68,2,3,0,0,253,0,176,496,29,69,107,139,37,0.09119496855345911,17.6,3.7,collision_intent:69;hipc_entry:37;state:70,0.1499999999999999,0.2058823529411764,known_visit_horizon,commitment_horizon,2,h2,10,4
29,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,46.54474942263399,46.54474942263399,0,0,0,60,27,64,0,2,0,0,299,0,156,432,33,63,93,127,29,0.11956521739130435,15.6,2.9,collision_intent:63;hipc_entry:29;state:64,0.10000000000000009,0.234375,known_visit_horizon,commitment_horizon,2,h2,10,4
30,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,48.110436892723484,48.110436892723484,0,0,0,72,28,75,1,3,0,0,296,0,189,529,35,76,113,152,37,0.10416666666666667,18.9,3.7,collision_intent:76;hipc_entry:37;state:76,0.3999999999999999,0.18333333333333335,known_visit_horizon,commitment_horizon,2,h2,10,4
31,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,38.00684943724563,38.00684943724563,0,0,0,59,22,63,0,3,0,0,231,0,157,445,23,61,96,124,33,0.08070175438596491,15.7,3.3,collision_intent:61;hipc_entry:33;state:63,0.25,0.25,known_visit_horizon,commitment_horizon,2,h2,10,4
32,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,34.419019574866205,34.419019574866205,0,0,0,68,20,72,0,3,0,0,192,0,175,486,36,71,104,143,32,0.11650485436893204,17.5,3.2,collision_intent:71;hipc_entry:32;state:72,0.1499999999999999,0.09027777777777768,known_visit_horizon,commitment_horizon,2,h2,10,4
33,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,165.9542340464441,165.9542340464441,0,0,0,61,27,64,1,2,4,3,1254,4,177,507,22,69,108,134,43,0.06832298136645963,17.7,4.3,collision_intent:69;hipc_entry:43;state:65,0.25,0.265625,known_visit_horizon,commitment_horizon,2,h2,10,4
34,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,47.75311188935957,47.75311188935957,1,1,1,75,28,75,4,5,0,0,285,0,193,554,23,78,115,157,36,0.06705539358600583,19.3,3.6,collision_intent:78;hipc_entry:36;state:79,0.3999999999999999,0.18999999999999995,known_visit_horizon,commitment_horizon,2,h2,10,4
35,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,41.36562306599807,41.36562306599807,0,0,0,66,25,70,0,3,0,0,250,0,182,505,38,69,113,139,43,0.1130952380952381,18.2,4.3,collision_intent:69;hipc_entry:43;state:70,0.3500000000000001,0.22857142857142865,known_visit_horizon,commitment_horizon,2,h2,10,4
36,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,45.280895289158096,45.280895289158096,0,0,0,64,26,68,0,1,0,0,281,0,169,467,38,68,101,136,33,0.12624584717607973,16.9,3.3,collision_intent:68;hipc_entry:33;state:68,0.25,0.23529411764705888,known_visit_horizon,commitment_horizon,2,h2,10,4
37,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,34.854959163067896,34.854959163067896,0,0,0,69,21,73,0,7,0,0,191,0,182,510,33,71,111,144,38,0.1,18.2,3.8,collision_intent:71;hipc_entry:38;state:73,0.25,0.11301369863013688,known_visit_horizon,commitment_horizon,2,h2,10,4
38,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,42.115916707621466,42.115916707621466,0,0,0,73,25,76,1,4,0,0,242,0,185,515,37,76,109,153,32,0.11419753086419752,18.5,3.2,collision_intent:76;hipc_entry:32;state:77,0.3500000000000001,0.19078947368421062,known_visit_horizon,commitment_horizon,2,h2,10,4
39,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,35.87142967493551,35.87142967493551,0,0,0,51,21,55,0,5,0,0,225,0,152,424,29,55,97,110,42,0.10069444444444445,15.2,4.2,collision_intent:55;hipc_entry:42;state:55,0.30000000000000004,0.1863636363636363,known_visit_horizon,commitment_horizon,2,h2,10,4
40,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,31.950808884012314,31.950808884012314,0,0,0,46,19,50,0,0,0,0,201,0,127,355,24,49,78,99,28,0.10344827586206896,12.7,2.8,collision_intent:49;hipc_entry:28;state:50,0.25,0.24,known_visit_horizon,commitment_horizon,2,h2,10,4
41,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,30.499317468817214,30.499317468817214,0,0,0,60,18,64,0,8,0,0,171,0,174,488,31,62,112,126,48,0.09309309309309309,17.4,4.8,collision_intent:62;hipc_entry:48;state:64,0.44999999999999996,0.1171875,known_visit_horizon,commitment_horizon,2,h2,10,4
42,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,40.44983187532045,40.44983187532045,1,1,1,79,24,82,1,7,0,0,221,0,217,610,39,82,135,165,52,0.0967741935483871,21.7,5.2,collision_intent:82;hipc_entry:52;state:83,0.25,0.10365853658536595,known_visit_horizon,commitment_horizon,2,h2,10,4
43,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,49.6499906597033,49.6499906597033,0,0,0,75,29,79,0,3,0,0,304,0,191,532,38,78,113,157,34,0.1130952380952381,19.1,3.4,collision_intent:78;hipc_entry:34;state:79,0.25,0.21202531645569622,known_visit_horizon,commitment_horizon,2,h2,10,4
44,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,39.3413048282972,39.3413048282972,0,0,0,65,23,69,0,1,0,0,236,0,174,486,34,69,105,138,36,0.10862619808306709,17.4,3.6,collision_intent:69;hipc_entry:36;state:69,0.30000000000000004,0.2065217391304348,known_visit_horizon,commitment_horizon,2,h2,10,4
45,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,35.22483758018418,35.22483758018418,0,0,0,75,21,79,0,3,0,0,188,0,186,516,39,77,109,156,30,0.12037037037037036,18.6,3.0,collision_intent:77;hipc_entry:30;state:79,0.10000000000000009,0.07911392405063289,known_visit_horizon,commitment_horizon,2,h2,10,4
46,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,34.212938755603666,34.212938755603666,0,0,0,61,20,65,0,3,0,0,204,0,166,452,44,64,102,129,37,0.14473684210526316,16.6,3.7,collision_intent:64;hipc_entry:37;state:65,0.25,0.17307692307692313,known_visit_horizon,commitment_horizon,2,h2,10,4
47,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,37.933448664774474,37.933448664774474,0,0,0,62,22,66,0,4,0,0,226,0,174,474,45,66,108,132,42,0.14018691588785046,17.4,4.2,collision_intent:66;hipc_entry:42;state:66,0.3999999999999999,0.1742424242424243,known_visit_horizon,commitment_horizon,2,h2,10,4
48,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,42.24686630481242,42.24686630481242,0,0,0,83,25,85,2,4,0,0,236,0,214,606,34,85,129,172,42,0.08831168831168831,21.4,4.2,collision_intent:85;hipc_entry:42;state:87,0.3500000000000001,0.09117647058823519,known_visit_horizon,commitment_horizon,2,h2,10,4
49,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,38.835987523227075,38.835987523227075,0,0,0,68,23,72,0,5,0,0,227,0,183,517,30,71,112,143,40,0.08982035928143713,18.3,4.0,collision_intent:71;hipc_entry:40;state:72,0.25,0.15972222222222232,known_visit_horizon,commitment_horizon,2,h2,10,4
50,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,56.16401079546251,56.16401079546251,1,1,1,76,32,74,6,6,2,2,355,0,208,595,27,82,126,162,46,0.07180851063829788,20.8,4.6,collision_intent:82;hipc_entry:46;state:80,0.5,0.2432432432432432,known_visit_horizon,commitment_horizon,2,h2,10,4
51,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,40.557790242861635,40.557790242861635,0,0,0,77,24,81,0,5,0,0,225,0,202,559,44,80,122,161,41,0.12121212121212122,20.2,4.1,collision_intent:80;hipc_entry:41;state:81,0.25,0.10802469135802473,known_visit_horizon,commitment_horizon,2,h2,10,4
52,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,40.70628117422216,40.70628117422216,1,1,1,71,24,70,5,5,0,0,237,0,184,520,30,74,110,149,35,0.09146341463414634,18.4,3.5,collision_intent:74;hipc_entry:35;state:75,0.1499999999999999,0.12857142857142856,known_visit_horizon,commitment_horizon,2,h2,10,4
53,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,44.43051695498268,44.43051695498268,1,1,1,82,25,85,1,2,0,0,250,0,214,596,43,86,128,172,42,0.11286089238845144,21.4,4.2,collision_intent:86;hipc_entry:42;state:86,0.10000000000000009,0.07352941176470584,known_visit_horizon,commitment_horizon,2,h2,10,4
54,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,39.763699393817475,39.763699393817475,0,0,0,66,24,69,1,2,0,0,235,0,177,491,38,69,108,139,38,0.11801242236024845,17.7,3.8,collision_intent:69;hipc_entry:38;state:70,0.10000000000000009,0.22101449275362328,known_visit_horizon,commitment_horizon,2,h2,10,4
55,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,38.05288818731225,38.05288818731225,0,0,0,58,22,62,0,2,0,0,232,0,164,461,29,61,103,123,41,0.09446254071661238,16.4,4.1,collision_intent:61;hipc_entry:41;state:62,0.25,0.153225806451613,known_visit_horizon,commitment_horizon,2,h2,10,4
56,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,35.590512475203305,35.590512475203305,0,0,0,58,19,62,0,4,0,0,214,0,162,454,29,62,100,124,38,0.09764309764309764,16.2,3.8,collision_intent:62;hipc_entry:38;state:62,0.1499999999999999,0.14516129032258074,known_visit_horizon,commitment_horizon,2,h2,10,4
57,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,33.8423130072239,33.8423130072239,0,0,0,60,20,64,0,2,0,0,199,0,156,430,35,63,93,127,29,0.12681159420289856,15.6,2.9,collision_intent:63;hipc_entry:29;state:64,0.30000000000000004,0.15625,known_visit_horizon,commitment_horizon,2,h2,10,4
58,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,41.18062548470064,41.18062548470064,0,0,0,80,24,84,0,5,0,0,226,0,201,574,27,84,117,168,33,0.07736389684813753,20.1,3.3,collision_intent:84;hipc_entry:33;state:84,0.3999999999999999,0.10119047619047628,known_visit_horizon,commitment_horizon,2,h2,10,4
59,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,35.804054329719655,35.804054329719655,0,0,0,63,21,67,0,3,0,0,210,0,164,468,21,67,97,134,30,0.07291666666666667,16.4,3.0,collision_intent:67;hipc_entry:30;state:67,0.25,0.15298507462686572,known_visit_horizon,commitment_horizon,2,h2,10,4
60,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,31.514210984835202,31.514210984835202,0,0,0,56,19,60,0,4,0,0,182,0,156,436,29,60,96,120,36,0.10175438596491228,15.6,3.6,collision_intent:60;hipc_entry:36;state:60,0.30000000000000004,0.1416666666666666,known_visit_horizon,commitment_horizon,2,h2,10,4
61,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,35.96312094249125,35.96312094249125,0,0,0,48,20,52,0,2,0,0,232,0,138,381,30,52,86,104,34,0.11764705882352941,13.8,3.4,collision_intent:52;hipc_entry:34;state:52,0.30000000000000004,0.3076923076923077,known_visit_horizon,commitment_horizon,2,h2,10,4
62,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,48.40835413536561,48.40835413536561,1,1,1,55,28,56,3,5,0,0,320,0,149,396,49,58,91,117,32,0.18081180811808117,14.9,3.2,collision_intent:58;hipc_entry:32;state:59,0.3999999999999999,0.3482142857142858,known_visit_horizon,commitment_horizon,2,h2,10,4
63,known_visit,HIPC,rayleigh_style,-50.66,19,361,4,10,hipc_h2_rayleigh_m50_66,known_visit_10target_300.csv,10,True,35.468333434378486,35.468333434378486,0,0,0,68,21,70,2,3,0,0,200,0,190,541,26,72,118,144,46,0.07407407407407407,19.0,4.6,collision_intent:72;hipc_entry:46;state:72,0.10000000000000009,0.10000000000000009,known_visit_horizon,commitment_horizon,2,h2,10,4
