stage,environment,parameter,value,setting,algorithm_key,algorithm,commitment_horizon,dga_iterations,comm_label,comm_model,comm_level,scenario_file,out_dir,run_id,expected_trials,command
topk_clue,clue,max_candidate_cells,10,k10,pi,PI,3,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k10/ideal/pi_k10_ideal,pi_k10_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_k10_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k10/ideal/pi_k10_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""10"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,10,k10,pi,PI,3,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k10/bernoulli/pi_k10_bernoulli_025,pi_k10_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_k10_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k10/bernoulli/pi_k10_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""10"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,10,k10,hipc,HIPC,5,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k10/ideal/hipc_k10_ideal,hipc_k10_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_k10_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k10/ideal/hipc_k10_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""10"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,10,k10,hipc,HIPC,5,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k10/bernoulli/hipc_k10_bernoulli_025,hipc_k10_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_k10_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k10/bernoulli/hipc_k10_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""10"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,10,k10,dmchba,DMCHBA,5,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k10/ideal/dmchba_k10_ideal,dmchba_k10_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dmchba_k10_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k10/ideal/dmchba_k10_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""10"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,10,k10,dmchba,DMCHBA,5,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k10/bernoulli/dmchba_k10_bernoulli_025,dmchba_k10_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dmchba_k10_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k10/bernoulli/dmchba_k10_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""10"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,10,k10,dga,DGA,3,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k10/ideal/dga_k10_ideal,dga_k10_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dga_k10_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k10/ideal/dga_k10_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""10"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,10,k10,dga,DGA,3,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k10/bernoulli/dga_k10_bernoulli_025,dga_k10_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dga_k10_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k10/bernoulli/dga_k10_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""10"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,all,kall,cbaa,CBAA,,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/kall/ideal/cbaa_kall_ideal,cbaa_kall_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_kall_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/kall/ideal/cbaa_kall_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--max-candidate-cells"", ""all"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,all,kall,cbaa,CBAA,,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/kall/bernoulli/cbaa_kall_bernoulli_025,cbaa_kall_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_kall_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/kall/bernoulli/cbaa_kall_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--max-candidate-cells"", ""all"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,all,kall,acbba,ACBBA,8,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/kall/ideal/acbba_kall_ideal,acbba_kall_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_kall_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/kall/ideal/acbba_kall_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""8"", ""--max-candidate-cells"", ""all"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,all,kall,acbba,ACBBA,8,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/kall/bernoulli/acbba_kall_bernoulli_025,acbba_kall_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_kall_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/kall/bernoulli/acbba_kall_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""8"", ""--max-candidate-cells"", ""all"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,all,kall,pi,PI,3,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/kall/ideal/pi_kall_ideal,pi_kall_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_kall_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/kall/ideal/pi_kall_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""all"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,all,kall,pi,PI,3,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/kall/bernoulli/pi_kall_bernoulli_025,pi_kall_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_kall_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/kall/bernoulli/pi_kall_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""all"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,all,kall,hipc,HIPC,5,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/kall/ideal/hipc_kall_ideal,hipc_kall_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_kall_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/kall/ideal/hipc_kall_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""all"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,all,kall,hipc,HIPC,5,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/kall/bernoulli/hipc_kall_bernoulli_025,hipc_kall_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_kall_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/kall/bernoulli/hipc_kall_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""all"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,all,kall,dmchba,DMCHBA,5,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/kall/ideal/dmchba_kall_ideal,dmchba_kall_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dmchba_kall_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/kall/ideal/dmchba_kall_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""all"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,all,kall,dmchba,DMCHBA,5,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/kall/bernoulli/dmchba_kall_bernoulli_025,dmchba_kall_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dmchba_kall_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/kall/bernoulli/dmchba_kall_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""all"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,all,kall,dga,DGA,3,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/kall/ideal/dga_kall_ideal,dga_kall_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dga_kall_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/kall/ideal/dga_kall_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""all"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,all,kall,dga,DGA,3,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/kall/bernoulli/dga_kall_bernoulli_025,dga_kall_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dga_kall_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/kall/bernoulli/dga_kall_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""all"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
