stage,environment,parameter,value,setting,algorithm_key,algorithm,commitment_horizon,dga_iterations,comm_label,comm_model,comm_level,scenario_file,out_dir,run_id,expected_trials,command
topk_clue,clue,max_candidate_cells,1,k1,dga,DGA,3,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k1/ideal/dga_k1_ideal,dga_k1_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dga_k1_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k1/ideal/dga_k1_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""1"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,1,k1,dga,DGA,3,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k1/bernoulli/dga_k1_bernoulli_025,dga_k1_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dga_k1_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k1/bernoulli/dga_k1_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""1"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,2,k2,cbaa,CBAA,,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k2/ideal/cbaa_k2_ideal,cbaa_k2_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_k2_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k2/ideal/cbaa_k2_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--max-candidate-cells"", ""2"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,2,k2,cbaa,CBAA,,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k2/bernoulli/cbaa_k2_bernoulli_025,cbaa_k2_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_k2_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k2/bernoulli/cbaa_k2_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--max-candidate-cells"", ""2"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,2,k2,acbba,ACBBA,8,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k2/ideal/acbba_k2_ideal,acbba_k2_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_k2_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k2/ideal/acbba_k2_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""8"", ""--max-candidate-cells"", ""2"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,2,k2,acbba,ACBBA,8,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k2/bernoulli/acbba_k2_bernoulli_025,acbba_k2_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_k2_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k2/bernoulli/acbba_k2_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""8"", ""--max-candidate-cells"", ""2"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,2,k2,pi,PI,3,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k2/ideal/pi_k2_ideal,pi_k2_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_k2_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k2/ideal/pi_k2_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""2"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,2,k2,pi,PI,3,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k2/bernoulli/pi_k2_bernoulli_025,pi_k2_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_k2_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k2/bernoulli/pi_k2_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""2"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,2,k2,hipc,HIPC,5,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k2/ideal/hipc_k2_ideal,hipc_k2_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_k2_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k2/ideal/hipc_k2_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""2"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,2,k2,hipc,HIPC,5,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k2/bernoulli/hipc_k2_bernoulli_025,hipc_k2_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_k2_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k2/bernoulli/hipc_k2_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""2"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,2,k2,dmchba,DMCHBA,5,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k2/ideal/dmchba_k2_ideal,dmchba_k2_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dmchba_k2_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k2/ideal/dmchba_k2_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""2"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,2,k2,dmchba,DMCHBA,5,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k2/bernoulli/dmchba_k2_bernoulli_025,dmchba_k2_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dmchba_k2_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k2/bernoulli/dmchba_k2_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--max-candidate-cells"", ""2"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,2,k2,dga,DGA,3,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k2/ideal/dga_k2_ideal,dga_k2_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dga_k2_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k2/ideal/dga_k2_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""2"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,2,k2,dga,DGA,3,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k2/bernoulli/dga_k2_bernoulli_025,dga_k2_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DGA:DGAAllocator"", ""--algorithm-name"", ""DGA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""dga_k2_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k2/bernoulli/dga_k2_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--max-candidate-cells"", ""2"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
topk_clue,clue,max_candidate_cells,3,k3,cbaa,CBAA,,,ideal,ideal,,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k3/ideal/cbaa_k3_ideal,cbaa_k3_ideal,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_k3_ideal"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k3/ideal/cbaa_k3_ideal"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--max-candidate-cells"", ""3"", ""--comm-model"", ""ideal""]"
topk_clue,clue,max_candidate_cells,3,k3,cbaa,CBAA,,,bernoulli_025,bernoulli,0.25,runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv,runs/sensitivity_clue_topk_300/raw/k3/bernoulli/cbaa_k3_bernoulli_025,cbaa_k3_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_k3_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""runs/sensitivity_clue_topk_300/raw/k3/bernoulli/cbaa_k3_bernoulli_025"", ""--no-parquet"", ""--scenario-file"", ""runs/sensitivity_scenarios/clue_tuning_g19_n300_seed20260702.csv"", ""--max-trials"", ""300"", ""--max-candidate-cells"", ""3"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
