trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
14,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(26,21);(19,17);(30,30);(23,1);(28,33);(8,20);(30,13);(19,15);(2,18);(33,8)",10,True,82.3916336943515,82.3916336943515,00:3;01:0;02:2;03:3;04:0;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(30,13);(11,7);(19,17);(30,16);(4,26);(30,30)",777,0,completed
15,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,18);(21,0);(3,27);(7,8);(33,29);(20,7);(6,0);(20,31);(24,30);(16,32)",10,True,84.88560596677678,84.88560596677678,00:1;01:3;02:0;03:0;04:3;05:3,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(9,0);(21,0);(4,13);(19,29);(32,18);(24,30)",826,0,completed
16,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(16,14);(9,22);(26,13);(4,24);(11,9);(20,7);(27,16);(21,13);(22,30);(32,17)",10,True,64.8144188537194,64.8144188537194,00:0;01:2;02:5;03:1;04:1;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(12,0);(20,7);(32,17);(26,15);(4,24);(22,30)",591,0,completed
17,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,0);(19,24);(12,18);(21,27);(17,8);(5,23);(14,25);(33,9);(29,21);(16,3)",10,True,63.47192244392928,63.47192244392928,00:2;01:2;02:1;03:2;04:3;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(20,0);(33,9);(12,18);(29,21);(21,27);(8,33)",566,0,completed
18,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(24,8);(28,25);(26,24);(29,0);(11,25);(24,19);(20,9);(22,16);(12,3);(25,17)",10,True,67.22813293565213,67.22813293565213,00:1;01:3;02:1;03:2;04:3;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(18,3);(29,0);(22,16);(25,17);(28,25);(11,25)",593,0,completed
19,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,5);(13,19);(29,20);(27,28);(8,21);(15,14);(16,1);(3,33);(31,23);(17,0)",10,True,73.14445832715803,73.14445832715803,00:2;01:1;02:2;03:1;04:3;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(17,0);(23,5);(17,20);(8,21);(29,20);(3,33)",709,0,completed
20,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(25,17);(12,20);(15,28);(23,12);(29,15);(14,15);(22,2);(8,23);(8,5);(6,15)",10,True,70.41711302166323,70.41711302166323,00:1;01:1;02:5;03:1;04:2;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(22,7);(9,5);(29,15);(8,23);(15,28);(0,33)",683,0,completed
21,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,8);(23,31);(2,2);(6,23);(14,22);(4,6);(4,29);(11,19);(21,7);(12,20)",10,True,60.83861979355627,60.83861979355627,00:1;01:3;02:2;03:3;04:1;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(2,2);(21,7);(12,20);(23,31);(5,31);(4,33)",607,0,completed
22,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(4,33);(25,14);(3,12);(29,19);(27,15);(23,6);(8,32);(20,20);(1,3);(11,6)",10,True,52.42332253112632,52.42332253112632,00:1;01:2;02:3;03:2;04:0;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(3,12);(23,6);(27,15);(29,19);(4,26);(8,32)",483,0,completed
23,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,9);(25,12);(25,5);(9,33);(21,9);(1,11);(15,22);(32,25);(21,17);(8,30)",10,True,62.21758956779893,62.21758956779893,00:2;01:2;02:1;03:2;04:1;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(25,12);(21,16);(1,11);(21,17);(32,25);(8,30)",554,0,completed
24,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,33);(33,23);(1,17);(21,0);(25,13);(27,31);(18,4);(27,17);(32,19);(3,31)",10,True,70.99828057029661,70.99828057029661,00:2;01:0;02:1;03:4;04:0;05:3,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(18,4);(1,7);(30,16);(33,23);(3,28);(27,31)",665,0,completed
25,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,21);(8,16);(30,7);(5,9);(22,7);(18,25);(29,31);(27,12);(19,0);(24,26)",10,True,71.74924579624599,71.74924579624599,00:1;01:4;02:1;03:0;04:3;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(22,4);(27,12);(8,16);(1,20);(32,21);(29,31)",661,0,completed
26,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(14,25);(5,4);(32,8);(33,26);(24,17);(11,21);(11,7);(10,4);(2,1);(20,3)",10,True,93.55888470699855,93.55888470699855,00:1;01:4;02:1;03:4;04:0;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(5,4);(32,8);(11,7);(33,26);(7,26);(2,33)",936,0,completed
27,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(15,17);(5,32);(24,32);(22,27);(2,14);(5,15);(32,12);(8,27);(25,24);(2,19)",10,True,69.72754486293462,69.72754486293462,00:0;01:0;02:4;03:1;04:3;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(3,0);(4,7);(32,12);(5,19);(25,24);(24,32)",699,0,completed
28,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(2,6);(25,6);(29,4);(10,13);(23,2);(8,33);(16,32);(26,14);(25,17);(25,7)",10,True,59.62467941081438,59.62467941081438,00:2;01:3;02:3;03:0;04:0;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(29,4);(26,5);(25,17);(9,20);(0,26);(16,32)",559,0,completed
29,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,19);(10,33);(7,0);(1,33);(14,31);(4,1);(7,26);(14,5);(10,12);(11,32)",10,True,41.224355700245276,41.224355700245276,00:2;01:0;02:2;03:0;04:2;05:4,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(7,0);(0,7);(14,5);(7,22);(18,19);(14,31)",392,0,completed
30,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(28,8);(23,15);(28,19);(29,4);(20,7);(12,22);(24,15);(31,25);(5,5);(16,22)",10,True,63.79827076487144,63.79827076487144,00:2;01:2;02:3;03:3;04:0;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(28,8);(20,7);(28,20);(31,25);(9,26);(7,33)",567,0,completed
31,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,2);(20,12);(17,22);(30,16);(28,19);(16,4);(21,16);(20,3);(29,9);(13,22)",10,True,78.88701072475479,78.88701072475479,00:2;01:1;02:2;03:5;04:0;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(21,2);(18,4);(24,19);(29,9);(15,23);(2,33)",755,0,completed
32,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(25,22);(19,16);(2,33);(17,21);(19,27);(24,25);(25,6);(21,15);(25,24);(15,28)",10,True,52.49679711230845,52.49679711230845,00:0;01:1;02:2;03:4;04:2;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(1,0);(25,6);(22,16);(24,25);(23,25);(15,30)",464,0,completed
33,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,9);(4,26);(3,32);(30,6);(2,30);(28,32);(17,6);(19,11);(12,26);(32,17)",10,True,94.72117456689253,94.72117456689253,00:0;01:3;02:1;03:2;04:2;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(2,0);(32,13);(19,11);(28,32);(12,26);(2,30)",948,0,completed
34,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,6);(10,3);(14,22);(18,33);(24,22);(31,5);(18,6);(8,9);(25,33);(33,2)",10,True,71.24229099374863,71.24229099374863,00:1;01:5;02:0;03:2;04:0;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(20,6);(33,2);(10,3);(24,22);(0,26);(25,33)",652,0,completed
35,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(28,9);(30,28);(32,28);(18,24);(17,11);(2,10);(29,33);(11,11);(7,15);(32,5)",10,True,71.6114888919335,71.6114888919335,00:0;01:4;02:1;03:1;04:1;05:3,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(4,0);(32,5);(18,22);(2,10);(32,27);(32,28)",631,0,completed
36,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(5,4);(26,16);(29,17);(13,10);(4,1);(2,3);(15,3);(22,12);(27,4);(20,15)",10,True,60.79620794772233,60.79620794772233,00:2;01:3;02:2;03:3;04:0;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(15,6);(25,5);(23,16);(29,17);(16,26);(2,33)",543,0,completed
37,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(15,29);(6,3);(21,27);(10,13);(10,26);(2,28);(23,10);(17,23);(4,17);(29,22)",10,True,77.73366951336583,77.73366951336583,00:1;01:0;02:2;03:1;04:5;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(6,3);(1,7);(23,10);(10,13);(29,22);(20,24)",756,0,completed
38,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(33,12);(33,15);(22,7);(30,10);(5,19);(27,13);(8,8);(12,28);(15,2);(11,8)",10,True,68.61324586834033,68.61324586834033,00:1;01:3;02:4;03:1;04:1;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(15,2);(30,7);(33,15);(15,14);(12,28);(6,33)",650,0,completed
39,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(16,17);(20,16);(23,6);(25,15);(29,27);(23,8);(31,13);(19,24);(9,4);(2,18)",10,True,64.2645076034249,64.2645076034249,00:0;01:3;02:3;03:2;04:2;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(9,6);(23,8);(31,13);(20,16);(29,27);(3,33)",579,0,completed
40,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,32);(5,25);(3,23);(6,31);(15,13);(23,16);(32,13);(22,26);(29,33);(12,11)",10,True,71.49842783210308,71.49842783210308,00:0;01:0;02:4;03:1;04:2;05:3,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(7,7);(21,13);(32,13);(11,31);(22,26);(32,32)",636,0,completed
41,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(33,3);(19,23);(29,19);(7,29);(14,33);(20,2);(30,25);(14,25);(7,1);(1,27)",10,True,72.65625557917795,72.65625557917795,00:3;01:0;02:2;03:2;04:2;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(33,3);(5,7);(30,25);(19,23);(7,29);(14,33)",694,0,completed
42,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,32);(21,13);(10,16);(12,22);(27,14);(2,23);(27,21);(16,7);(20,21);(8,9)",10,True,57.75083344894719,57.75083344894719,00:0;01:2;02:3;03:4;04:0;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(12,0);(16,7);(27,14);(27,21);(2,23);(11,32)",544,0,completed
43,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(7,22);(30,0);(14,3);(15,1);(10,17);(9,7);(13,30);(3,2);(15,8);(3,9)",10,True,60.55111204738536,60.55111204738536,00:4;01:2;02:1;03:2;04:0;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(30,0);(3,9);(3,2);(10,17);(0,26);(13,30)",580,0,completed
44,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(3,4);(15,1);(20,24);(31,27);(14,31);(10,3);(12,24);(10,10);(19,1);(16,16)",10,True,60.14156668447668,60.14156668447668,00:3;01:2;02:1;03:0;04:3;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(19,1);(10,10);(11,10);(13,21);(31,27);(14,31)",524,0,completed
45,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(26,4);(12,4);(11,3);(14,27);(2,22);(3,27);(23,24);(17,9);(3,17);(5,4)",10,True,57.54366020069523,57.54366020069523,00:2;01:3;02:1;03:1;04:3;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(26,4);(17,9);(3,17);(2,22);(23,24);(3,28)",556,0,completed
46,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(31,2);(30,4);(6,23);(25,14);(11,33);(30,8);(24,32);(18,16);(22,3);(15,22)",10,True,64.11096727136137,64.11096727136137,00:3;01:1;02:2;03:2;04:0;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(31,2);(30,8);(25,14);(15,22);(2,26);(24,32)",576,0,completed
47,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(15,14);(27,28);(25,15);(13,23);(20,25);(2,3);(4,21);(6,13);(1,2);(15,15)",10,True,59.410783415905534,59.410783415905534,00:2;01:0;02:4;03:1;04:3;05:0,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(6,13);(14,7);(25,15);(13,23);(27,28);(2,33)",565,0,completed
48,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(22,6);(6,16);(29,12);(27,23);(15,4);(4,31);(13,6);(9,23);(16,17);(20,3)",10,True,72.47751719451757,72.47751719451757,00:0;01:5;02:3;03:1;04:0;05:1,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(22,6);(29,12);(27,23);(9,23);(11,24);(4,31)",685,0,completed
49,known_visit,HIPC,bernoulli,drop_0.25,34,1156,6,10,hipc_g34_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(13,7);(7,5);(30,25);(2,21);(18,24);(2,2);(24,30);(11,27);(11,1);(14,12)",10,True,63.75386737706943,63.75386737706943,00:1;01:2;02:2;03:1;04:2;05:2,"(0,0);(0,7);(0,13);(0,20);(0,26);(0,33)","(2,2);(11,1);(13,7);(2,21);(18,24);(30,25)",628,0,completed
