trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
38,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,480,480,0,361,123,0,0,0,2110,6117,210,491,1619,971,1139,0,0,0.04326328800988875,5.8448753462603875,0.0,2.372916666666667,0.0,3.155124653739612,collision_intent:491;hipc_entry:1139;state:480,122,560,0.051939058171745156,completed
39,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,403,403,0,361,46,0,0,0,1931,5530,261,407,1524,810,1121,0,0,0.05711159737417943,5.349030470914127,0.0,2.7816377171215882,0.0,3.1052631578947367,collision_intent:407;hipc_entry:1121;state:403,101,490,0.021468144044321402,completed
40,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,472,472,0,361,115,0,0,0,2102,6060,243,479,1623,951,1151,0,0,0.0499383477188656,5.822714681440443,0.0,2.4385593220338984,0.0,3.188365650969529,collision_intent:479;hipc_entry:1151;state:472,119,548,0.042243767313019376,completed
41,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,418,418,0,361,61,0,0,0,1956,5629,237,424,1532,842,1114,0,0,0.05158902916848063,5.418282548476454,0.0,2.665071770334928,0.0,3.085872576177285,collision_intent:424;hipc_clear_bundle:2;hipc_entry:1112;state:418,106,508,0.054709141274238204,completed
42,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,504,504,0,361,147,0,0,0,2113,6156,180,517,1596,1021,1092,0,0,0.03761755485893417,5.853185595567867,0.0,2.1666666666666665,0.0,3.0249307479224377,collision_intent:517;hipc_entry:1092;state:504,128,541,0.020083102493074767,completed
43,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,420,420,0,361,63,0,0,0,2008,5787,235,431,1577,851,1157,0,0,0.049693381264537956,5.562326869806094,0.0,2.7547619047619047,0.0,3.2049861495844874,collision_intent:431;hipc_entry:1157;state:420,107,535,0.061634349030470936,completed
44,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,460,460,0,361,103,0,0,0,2116,6044,302,475,1641,935,1181,0,0,0.061369640317008735,5.861495844875346,0.0,2.5673913043478263,0.0,3.2714681440443214,collision_intent:475;hipc_clear_bundle:3;hipc_entry:1178;state:460,117,548,0.06301939058171735,completed
45,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,424,424,0,361,67,0,0,0,2002,5765,238,433,1569,857,1145,0,0,0.050595238095238096,5.545706371191136,0.0,2.7004716981132075,0.0,3.1717451523545708,collision_intent:433;hipc_entry:1145;state:424,107,512,0.020083102493074767,completed
46,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,437,437,0,361,80,0,0,0,2016,5824,221,445,1571,882,1134,0,0,0.046921443736730364,5.584487534626039,0.0,2.594965675057208,0.0,3.141274238227147,collision_intent:445;hipc_entry:1134;state:437,111,525,0.04916897506925211,completed
47,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,424,424,0,361,67,0,0,0,2026,5711,363,430,1596,854,1172,0,0,0.07587792642140469,5.61218836565097,0.0,2.7641509433962264,0.0,3.2465373961218837,collision_intent:430;hipc_entry:1172;state:424,107,533,0.031163434903047182,completed
48,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,452,452,0,361,95,0,0,0,2061,5849,328,462,1599,914,1147,0,0,0.0684188569044639,5.7091412742382275,0.0,2.5376106194690267,0.0,3.177285318559557,collision_intent:462;hipc_clear_bundle:2;hipc_entry:1145;state:452,114,529,0.051939058171745156,completed
49,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,380,380,0,361,23,0,0,0,1823,5210,256,381,1442,761,1062,0,0,0.05921813555401342,5.049861495844875,0.0,2.794736842105263,0.0,2.9418282548476453,collision_intent:381;hipc_entry:1062;state:380,96,470,0.015927977839335083,completed
50,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,405,405,0,361,48,0,0,0,1903,5487,219,411,1492,816,1087,0,0,0.04896042924211938,5.271468144044321,0.0,2.6839506172839505,0.0,3.011080332409972,collision_intent:411;hipc_clear_bundle:2;hipc_entry:1085;state:405,102,492,0.029778393351800547,completed
51,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,512,512,0,361,155,0,0,0,2192,6292,281,519,1673,1031,1161,0,0,0.0560207336523126,6.07202216066482,0.0,2.267578125,0.0,3.21606648199446,collision_intent:519;hipc_clear_bundle:1;hipc_entry:1160;state:512,130,586,0.07548476454293618,completed
52,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,413,413,0,361,56,0,0,0,1989,5739,225,427,1562,840,1149,0,0,0.048046124279308135,5.509695290858725,0.0,2.7820823244552058,0.0,3.182825484764543,collision_intent:427;hipc_entry:1149;state:413,106,531,0.07963988919667586,completed
53,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,454,454,0,361,97,0,0,0,2093,5972,305,465,1628,919,1174,0,0,0.062474395739451044,5.797783933518006,0.0,2.5859030837004404,0.0,3.25207756232687,collision_intent:465;hipc_clear_bundle:1;hipc_entry:1173;state:454,115,540,0.05332409972299179,completed
54,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,440,440,0,361,83,0,0,0,2024,5827,242,448,1576,888,1136,0,0,0.051216931216931216,5.606648199445983,0.0,2.581818181818182,0.0,3.146814404432133,collision_intent:448;hipc_entry:1136;state:440,111,525,0.03393351800554023,completed
55,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,393,393,0,361,36,0,0,0,1868,5445,154,397,1471,790,1078,0,0,0.03492063492063492,5.174515235457064,0.0,2.7430025445292623,0.0,2.9861495844875345,collision_intent:397;hipc_entry:1078;state:393,99,488,0.051939058171745156,completed
56,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,433,433,0,361,76,0,0,0,1973,5708,208,436,1537,869,1104,0,0,0.04513888888888889,5.465373961218837,0.0,2.5496535796766744,0.0,3.0581717451523547,collision_intent:436;hipc_entry:1104;state:433,110,519,0.035318559556786644,completed
57,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,401,401,0,361,44,0,0,0,1926,5555,221,403,1523,804,1122,0,0,0.04839062842128312,5.335180055401662,0.0,2.798004987531172,0.0,3.10803324099723,collision_intent:403;hipc_entry:1122;state:401,102,504,0.04639889196675906,completed
58,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,440,440,0,361,83,0,0,0,2053,5789,367,447,1606,887,1166,0,0,0.07622014537902388,5.686980609418282,0.0,2.65,0.0,3.229916897506925,collision_intent:447;hipc_entry:1166;state:440,112,537,0.04085872576177296,completed
59,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,437,437,0,361,80,0,0,0,2029,5842,242,449,1580,886,1143,0,0,0.051087185982689465,5.620498614958449,0.0,2.6155606407322654,0.0,3.1662049861495847,collision_intent:449;hipc_entry:1143;state:437,110,515,0.028393351800553912,completed
60,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,441,441,0,361,84,0,0,0,1989,5741,223,451,1538,892,1097,0,0,0.04836261114725656,5.509695290858725,0.0,2.487528344671202,0.0,3.038781163434903,collision_intent:451;hipc_clear_bundle:2;hipc_entry:1095;state:441,112,502,0.011772853185595622,completed
61,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,430,430,0,361,73,0,0,0,1999,5746,249,433,1566,863,1136,0,0,0.053023850085178875,5.537396121883656,0.0,2.641860465116279,0.0,3.146814404432133,collision_intent:433;hipc_entry:1136;state:430,108,508,0.025623268698060864,completed
62,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,440,440,0,361,83,0,0,0,2054,5873,286,445,1609,885,1169,0,0,0.059286898839137646,5.689750692520776,0.0,2.6568181818181817,0.0,3.2382271468144044,collision_intent:445;hipc_clear_bundle:1;hipc_entry:1168;state:440,111,530,0.035318559556786644,completed
63,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,439,439,0,361,82,0,0,0,1989,5737,227,441,1548,880,1109,0,0,0.048911872441284206,5.509695290858725,0.0,2.5261958997722096,0.0,3.07202216066482,collision_intent:441;hipc_entry:1109;state:439,112,534,0.06578947368421062,completed
64,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,451,451,0,361,94,0,0,0,2042,5960,163,460,1582,911,1131,0,0,0.034366434745941386,5.6565096952908585,0.0,2.507760532150776,0.0,3.1329639889196677,collision_intent:460;hipc_clear_bundle:1;hipc_entry:1130;state:451,114,523,0.02423822714681445,completed
65,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,406,406,0,361,49,0,0,0,1921,5533,227,416,1505,822,1099,0,0,0.05031028368794326,5.321329639889196,0.0,2.706896551724138,0.0,3.044321329639889,collision_intent:416;hipc_entry:1099;state:406,103,497,0.018698060941828354,completed
66,HIPC,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,hipc_gilbert_elliott_drop_0_05_rho_0_8,,coverage,416,416,0,361,59,0,0,0,1942,5621,202,423,1519,839,1103,0,0,0.04435660957400088,5.379501385041551,0.0,2.6514423076923075,0.0,3.0554016620498614,collision_intent:423;hipc_entry:1103;state:416,104,511,0.061634349030470936,completed
