trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status
0,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,150,0,98,53,0,0,0,1719,150,1569,300,1419,0,acbba_entry:1419;collision_intent:150;state:150,4703,206,completed
7,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,154,0,70,85,0,0,0,1661,161,1500,315,1346,0,acbba_entry:1346;collision_intent:161;state:154,4795,237,completed
7,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,157,0,97,61,0,0,0,1695,160,1535,317,1378,0,acbba_entry:1378;collision_intent:160;state:157,4711,286,completed
7,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,151,0,91,61,0,0,0,1625,155,1470,306,1319,0,acbba_entry:1319;collision_intent:155;state:151,4830,237,completed
7,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,156,0,103,54,0,0,0,1712,156,1556,312,1400,0,acbba_entry:1400;collision_intent:156;state:156,4665,315,completed
8,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,131,0,96,36,0,0,0,1590,131,1459,262,1328,0,acbba_entry:1328;collision_intent:131;state:131,4485,177,completed
8,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,129,0,85,45,0,0,0,1549,129,1420,258,1291,0,acbba_entry:1291;collision_intent:129;state:129,4498,203,completed
8,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,128,0,86,43,0,0,0,1528,130,1398,258,1270,0,acbba_entry:1270;collision_intent:130;state:128,4398,324,completed
8,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,128,0,94,35,0,0,0,1585,128,1457,256,1329,0,acbba_entry:1329;collision_intent:128;state:128,4459,206,completed
9,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,124,0,94,31,0,0,0,1612,125,1487,249,1363,0,acbba_entry:1363;collision_intent:125;state:124,4456,199,completed
9,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,123,0,88,36,0,0,0,1547,125,1422,248,1299,0,acbba_entry:1299;collision_intent:125;state:123,4505,206,completed
9,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,126,0,84,43,0,0,0,1520,128,1392,254,1266,0,acbba_entry:1266;collision_intent:128;state:126,4548,191,completed
9,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,124,0,95,30,0,0,0,1589,127,1462,251,1338,0,acbba_entry:1338;collision_intent:127;state:124,4353,316,completed
10,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,102,0,84,19,0,0,0,1467,103,1364,205,1262,0,acbba_entry:1262;collision_intent:103;state:102,4184,176,completed
10,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,103,0,95,9,0,0,0,1468,103,1365,206,1262,0,acbba_entry:1262;collision_intent:103;state:103,4091,268,completed
10,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,102,0,86,17,0,0,0,1414,102,1312,204,1210,0,acbba_entry:1210;collision_intent:102;state:102,4192,221,completed
10,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,103,0,96,8,0,0,0,1479,103,1376,206,1273,0,acbba_entry:1273;collision_intent:103;state:103,4162,187,completed
11,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,128,0,100,29,0,0,0,1583,128,1455,256,1327,0,acbba_entry:1327;collision_intent:128;state:128,4440,139,completed
11,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,126,0,91,36,0,0,0,1537,126,1411,252,1285,0,acbba_entry:1285;collision_intent:126;state:126,4349,275,completed
11,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,126,0,97,30,0,0,0,1573,126,1447,252,1321,0,acbba_entry:1321;collision_intent:126;state:126,4386,202,completed
11,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,128,0,73,56,0,0,0,1469,128,1341,256,1213,0,acbba_entry:1213;collision_intent:128;state:128,4533,159,completed
12,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,110,0,77,34,0,0,0,1499,110,1389,220,1279,0,acbba_entry:1279;collision_intent:110;state:110,4373,179,completed
12,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,109,0,94,16,0,0,0,1562,109,1453,218,1344,0,acbba_entry:1344;collision_intent:109;state:109,4209,279,completed
12,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,110,0,89,22,0,0,0,1493,110,1383,220,1273,0,acbba_entry:1273;collision_intent:110;state:110,4328,229,completed
12,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,110,0,101,10,0,0,0,1497,110,1387,220,1277,0,acbba_entry:1277;collision_intent:110;state:110,4334,219,completed
13,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,121,0,100,22,0,0,0,1616,121,1495,242,1374,0,acbba_entry:1374;collision_intent:121;state:121,4429,201,completed
13,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,118,0,84,35,0,0,0,1563,122,1441,240,1323,0,acbba_entry:1323;collision_intent:122;state:118,4425,258,completed
13,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,123,0,79,45,0,0,0,1508,123,1385,246,1262,0,acbba_entry:1262;collision_intent:123;state:123,4525,214,completed
13,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,123,0,98,26,0,0,0,1560,123,1437,246,1314,0,acbba_entry:1314;collision_intent:123;state:123,4422,264,completed
14,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,130,0,92,39,0,0,0,1654,130,1524,260,1394,0,acbba_entry:1394;collision_intent:130;state:130,4596,193,completed
14,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,128,0,90,39,0,0,0,1610,132,1478,260,1350,0,acbba_entry:1350;collision_intent:132;state:128,4574,259,completed
14,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,126,0,88,39,0,0,0,1565,127,1438,253,1312,0,acbba_entry:1312;collision_intent:127;state:126,4647,232,completed
14,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,127,0,91,37,0,0,0,1615,131,1484,258,1357,0,acbba_entry:1357;collision_intent:131;state:127,4632,196,completed
15,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,127,0,84,44,0,0,0,1659,128,1531,255,1404,0,acbba_entry:1404;collision_intent:128;state:127,4529,287,completed
15,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,122,0,86,37,0,0,0,1620,125,1495,247,1373,0,acbba_entry:1373;collision_intent:125;state:122,4658,196,completed
15,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,122,0,95,28,0,0,0,1554,124,1430,246,1308,0,acbba_entry:1308;collision_intent:124;state:122,4709,211,completed
15,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,125,0,96,30,0,0,0,1642,126,1516,251,1391,0,acbba_entry:1391;collision_intent:126;state:125,4638,194,completed
16,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,124,0,91,34,0,0,0,1590,125,1465,249,1341,0,acbba_entry:1341;collision_intent:125;state:124,4570,174,completed
16,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,126,0,87,40,0,0,0,1608,126,1482,252,1356,0,acbba_entry:1356;collision_intent:126;state:126,4412,314,completed
16,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,126,0,91,36,0,0,0,1598,126,1472,252,1346,0,acbba_entry:1346;collision_intent:126;state:126,4586,151,completed
16,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,125,0,92,34,0,0,0,1539,125,1414,250,1289,0,acbba_entry:1289;collision_intent:125;state:125,4598,197,completed
17,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,109,0,68,42,0,0,0,1441,109,1332,218,1223,0,acbba_entry:1223;collision_intent:109;state:109,4210,231,completed
17,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,107,0,86,22,0,0,0,1442,107,1335,214,1228,0,acbba_entry:1228;collision_intent:107;state:107,4198,242,completed
17,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,105,0,100,6,0,0,0,1498,106,1392,211,1287,0,acbba_entry:1287;collision_intent:106;state:105,4241,143,completed
17,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,108,0,107,2,0,0,0,1502,108,1394,216,1286,0,acbba_entry:1286;collision_intent:108;state:108,4201,180,completed
18,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,103,0,66,38,0,0,0,1417,103,1314,206,1211,0,acbba_entry:1211;collision_intent:103;state:103,4090,252,completed
18,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,101,0,95,7,0,0,0,1439,101,1338,202,1237,0,acbba_entry:1237;collision_intent:101;state:101,4121,200,completed
18,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,101,0,98,4,0,0,0,1436,101,1335,202,1234,0,acbba_entry:1234;collision_intent:101;state:101,4155,168,completed
18,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,102,0,102,1,0,0,0,1468,102,1366,204,1264,0,acbba_entry:1264;collision_intent:102;state:102,4025,267,completed
19,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,107,0,105,3,0,0,0,1584,107,1477,214,1370,0,acbba_entry:1370;collision_intent:107;state:107,4247,260,completed
19,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,106,0,84,23,0,0,0,1514,109,1405,215,1299,0,acbba_entry:1299;collision_intent:109;state:106,4372,204,completed
19,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,106,0,91,16,0,0,0,1494,106,1388,212,1282,0,acbba_entry:1282;collision_intent:106;state:106,4392,205,completed
19,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,107,0,81,27,0,0,0,1499,107,1392,214,1285,0,acbba_entry:1285;collision_intent:107;state:107,4356,235,completed
20,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,104,0,94,11,0,0,0,1513,104,1409,208,1305,0,acbba_entry:1305;collision_intent:104;state:104,4219,182,completed
20,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,102,0,64,39,0,0,0,1428,102,1326,204,1224,0,acbba_entry:1224;collision_intent:102;state:102,4330,156,completed
20,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,104,0,101,4,0,0,0,1491,104,1387,208,1283,0,acbba_entry:1283;collision_intent:104;state:104,4256,167,completed
20,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,101,0,102,0,0,0,0,1483,101,1382,202,1281,0,acbba_entry:1281;collision_intent:101;state:101,4165,267,completed
21,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,126,0,91,36,0,0,0,1603,128,1475,254,1349,0,acbba_entry:1349;collision_intent:128;state:126,4562,178,completed
21,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,125,0,94,32,0,0,0,1546,126,1420,251,1295,0,acbba_entry:1295;collision_intent:126;state:125,4635,163,completed
21,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,124,0,78,47,0,0,0,1557,126,1431,250,1307,0,acbba_entry:1307;collision_intent:126;state:124,4520,266,completed
21,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,128,0,98,31,0,0,0,1638,129,1509,257,1381,0,acbba_entry:1381;collision_intent:129;state:128,4424,282,completed
22,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,120,0,86,35,0,0,0,1625,120,1505,240,1385,0,acbba_entry:1385;collision_intent:120;state:120,4590,205,completed
22,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,117,0,91,27,0,0,0,1569,119,1450,236,1333,0,acbba_entry:1333;collision_intent:119;state:117,4616,235,completed
22,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,117,0,92,26,0,0,0,1596,119,1477,236,1360,0,acbba_entry:1360;collision_intent:119;state:117,4534,290,completed
22,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,119,0,92,28,0,0,0,1631,119,1512,238,1393,0,acbba_entry:1393;collision_intent:119;state:119,4555,235,completed
23,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,111,0,93,19,0,0,0,1538,111,1427,222,1316,0,acbba_entry:1316;collision_intent:111;state:111,4229,236,completed
23,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,110,0,86,25,0,0,0,1483,112,1371,222,1261,0,acbba_entry:1261;collision_intent:112;state:110,4246,274,completed
23,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,110,0,92,19,0,0,0,1488,112,1376,222,1266,0,acbba_entry:1266;collision_intent:112;state:110,4308,208,completed
23,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,109,0,90,20,0,0,0,1495,110,1385,219,1276,0,acbba_entry:1276;collision_intent:110;state:109,4261,247,completed
24,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,00,123,0,96,28,0,0,0,1659,124,1535,247,1412,0,acbba_entry:1412;collision_intent:124;state:123,4607,178,completed
24,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,01,123,0,105,19,0,0,0,1648,125,1523,248,1400,0,acbba_entry:1400;collision_intent:125;state:123,4536,260,completed
24,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,02,121,0,69,53,0,0,0,1540,123,1417,244,1296,0,acbba_entry:1296;collision_intent:123;state:121,4652,253,completed
24,ACBBA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,acbba_gilbert_elliott_drop_0_05_rho_0_8,,coverage,03,120,0,91,30,0,0,0,1598,122,1476,242,1356,0,acbba_entry:1356;collision_intent:122;state:120,4656,190,completed
