trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
10,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,4,22,"(3,9);(12,29);(12,14);(5,22)",03,3,9,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(3,2);01:(3,4);02:(3,8);03:(4,10);04:(4,11);05:(3,13);06:(4,16);07:(2,18);08:(3,21);09:(4,22);10:(3,24);11:(2,27);12:(2,29);13:(2,31)",00:0;01:0;02:0;03:1;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,09,completed
11,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,24,14,"(20,14);(3,3);(29,11);(3,22)",01,3,3,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(20,11);01:(22,22);02:(24,14);03:(22,15);04:(22,12);05:(5,5);06:(22,18);07:(12,4);08:(23,24);09:(24,19);10:(21,12);11:(23,23);12:(21,32);13:(21,26)",00:0;01:1;02:1;03:0;04:0;05:0;06:0;07:0;08:0;09:1;10:1;11:0;12:1;13:0,02,completed
12,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,19,32,"(21,28);(2,31);(30,30);(2,23)",,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(19,0);01:(20,3);02:(18,6);03:(18,9);04:(17,12);05:(17,15);06:(17,18);07:(17,20);08:(17,22);09:(18,24);10:(18,26);11:(19,28);12:(20,30);13:(19,32)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,13,completed
13,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,33,26,"(3,14);(26,33);(23,29);(17,8)",05,3,14,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(33,19);01:(27,16);02:(32,24);03:(33,10);04:(20,24);05:(21,33);06:(25,19);07:(26,18);08:(33,26);09:(32,23);10:(31,22);11:(24,22);12:(11,31);13:(32,28)",00:0;01:1;02:0;03:0;04:2;05:3;06:0;07:1;08:1;09:1;10:1;11:0;12:0;13:2,08,completed
14,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,5,33,"(14,32);(8,6);(4,33);(9,0)",00,9,0,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(12,10);01:(13,11);02:(21,2);03:(10,16);04:(12,17);05:(11,11);06:(10,15);07:(18,10);08:(7,5);09:(21,6);10:(8,20);11:(18,3);12:(11,27);13:(5,33)",00:1;01:0;02:1;03:0;04:1;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,13,completed
15,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,31,21,"(29,24);(7,24);(27,21);(28,29)",09,7,24,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(28,9);01:(22,29);02:(31,21);03:(31,20);04:(29,25);05:(17,27);06:(29,18);07:(28,24);08:(12,0);09:(30,22);10:(11,17);11:(26,8);12:(30,19);13:(31,18)",00:0;01:0;02:0;03:0;04:1;05:0;06:0;07:0;08:0;09:2;10:0;11:1;12:1;13:0,02,completed
16,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,6,24,"(16,20);(27,23);(6,26);(9,10)",,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(7,0);01:(7,3);02:(5,6);03:(5,9);04:(4,12);05:(4,15);06:(4,18);07:(4,20);08:(4,22);09:(6,24);10:(5,26);11:(7,28);12:(7,30);13:(6,32)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,09,completed
17,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,7,21,"(2,15);(8,27);(27,32);(5,29)",06,2,15,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(12,22);01:(11,24);02:(4,27);03:(8,6);04:(6,27);05:(9,7);06:(2,1);07:(11,12);08:(4,9);09:(7,22);10:(5,27);11:(5,29);12:(7,21);13:(9,29)",00:0;01:0;02:0;03:0;04:1;05:1;06:1;07:0;08:0;09:0;10:0;11:1;12:0;13:2,12,completed
18,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,29,0,"(32,7);(33,24);(33,1);(17,20)",07,17,20,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(29,0);01:(31,33);02:(29,7);03:(21,27);04:(27,2);05:(21,11);06:(32,5);07:(28,7);08:(30,2);09:(31,5);10:(31,2);11:(5,26);12:(26,1);13:(6,21)",00:0;01:0;02:0;03:0;04:1;05:1;06:0;07:1;08:1;09:2;10:1;11:2;12:2;13:0,00,completed
19,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,14,20,"(13,20);(15,8);(14,23);(19,33)",07,13,20,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(14,2);01:(14,5);02:(13,8);03:(13,11);04:(13,15);05:(9,17);06:(13,20);07:(14,20);08:(13,22);09:(15,22);10:(14,25);11:(15,27);12:(13,29);13:(13,30)",00:0;01:0;02:0;03:0;04:0;05:0;06:1;07:1;08:0;09:1;10:0;11:0;12:0;13:0,07,completed
20,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,26,1,"(15,4);(19,5);(14,1);(27,7)",,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(26,1);01:(27,4);02:(28,7);03:(28,10);04:(29,13);05:(33,16);06:(30,19);07:(29,21);08:(29,23);09:(28,25);10:(28,27);11:(26,29);12:(26,31);13:(28,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,00,completed
21,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,14,8,"(2,7);(21,7);(14,20);(23,25)",07,14,20,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(14,1);01:(14,4);02:(14,8);03:(14,11);04:(14,14);05:(14,17);06:(14,19);07:(13,21);08:(15,21);09:(15,22);10:(16,25);11:(14,27);12:(14,29);13:(12,31)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:1;08:0;09:0;10:0;11:0;12:0;13:0,02,completed
22,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,26,18,"(30,21);(19,32);(27,25);(27,16)",13,19,32,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(17,11);01:(9,26);02:(29,19);03:(26,18);04:(25,32);05:(7,33);06:(30,29);07:(27,23);08:(23,24);09:(30,23);10:(2,26);11:(3,30);12:(30,20);13:(20,25)",00:0;01:0;02:1;03:0;04:0;05:0;06:1;07:0;08:0;09:0;10:0;11:1;12:2;13:1,03,completed
23,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,2,11,"(23,18);(23,22);(18,29);(1,16)",08,23,22,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(30,23);01:(28,24);02:(5,13);03:(2,4);04:(1,19);05:(26,33);06:(22,24);07:(0,23);08:(33,31);09:(9,17);10:(20,0);11:(2,11);12:(6,16);13:(5,16)",00:0;01:0;02:2;03:0;04:1;05:2;06:1;07:3;08:1;09:0;10:0;11:0;12:1;13:1,11,completed
24,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,1,9,"(22,2);(26,22);(14,20);(29,19)",,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(2,0);01:(2,3);02:(1,6);03:(1,9);04:(1,10);05:(1,14);06:(2,15);07:(2,18);08:(1,21);09:(1,24);10:(1,25);11:(2,28);12:(2,30);13:(0,32)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,03,completed
25,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,15,13,"(17,19);(13,19);(15,22);(21,5)",08,15,22,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(15,1);01:(16,4);02:(14,8);03:(15,13);04:(15,14);05:(16,17);06:(17,18);07:(16,21);08:(15,22);09:(14,22);10:(16,23);11:(17,25);12:(16,28);13:(15,29)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:1;09:0;10:0;11:0;12:0;13:0,03,completed
26,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,32,32,"(28,32);(32,3);(32,9);(20,27)",13,28,32,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(24,6);01:(26,11);02:(25,13);03:(22,16);04:(29,12);05:(31,19);06:(31,21);07:(26,24);08:(31,27);09:(31,31);10:(31,32);11:(25,31);12:(32,32);13:(18,31)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:1;13:1,12,completed
27,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,14,28,"(15,27);(3,16);(14,31);(17,12)",,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(13,0);01:(13,3);02:(12,6);03:(12,9);04:(11,12);05:(11,15);06:(10,18);07:(11,20);08:(11,22);09:(12,24);10:(12,26);11:(14,28);12:(13,30);13:(12,32)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,11,completed
