trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
15,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,23,1,"(7,8);(18,17);(10,7);(18,11)",01,10,7,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(15,2);01:(24,4);02:(18,9);03:(20,10);04:(23,1)",00:2;01:1;02:0;03:0;04:1,04,completed
16,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,9,3,"(9,2);(4,7);(7,5);(14,3)",01,4,7,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(9,3);01:(6,1);02:(6,2);03:(7,11);04:(8,6)",00:0;01:1;02:0;03:0;04:1,00,completed
17,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,1,19,"(15,11);(21,18);(8,16);(8,19)",,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(2,0);01:(0,7);02:(2,12);03:(1,19);04:(2,24)",00:0;01:0;02:0;03:0;04:0,03,completed
18,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,24,21,"(20,14);(16,11);(24,20);(24,24)",04,24,24,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(23,6);01:(24,11);02:(24,17);03:(24,21);04:(21,22)",00:0;01:0;02:0;03:0;04:1,03,completed
19,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,16,4,"(16,6);(5,6);(4,3);(17,9)",01,17,9,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(19,6);01:(16,4);02:(10,10);03:(9,17);04:(7,22)",00:1;01:1;02:0;03:0;04:0,01,completed
20,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,7,23,"(7,24);(10,19);(11,23);(9,1)",04,7,24,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(7,3);01:(5,11);02:(7,15);03:(7,21);04:(7,23)",00:0;01:0;02:0;03:0;04:1,04,completed
21,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,3,11,"(8,9);(3,8);(12,11);(1,13)",01,3,8,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(4,6);01:(0,9);02:(5,9);03:(3,11);04:(1,21)",00:0;01:1;02:0;03:0;04:0,03,completed
22,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,21,23,"(8,13);(23,22);(20,12);(17,9)",02,20,12,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(21,4);01:(8,11);02:(21,9);03:(18,20);04:(21,23)",00:0;01:0;02:1;03:0;04:0,04,completed
23,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,15,3,"(12,2);(7,6);(2,12);(13,7)",02,2,12,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(15,7);01:(16,9);02:(15,3);03:(12,12);04:(15,10)",00:0;01:2;02:2;03:0;04:0,02,completed
24,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,20,24,"(9,11);(21,24);(11,24);(12,19)",04,11,24,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(20,16);01:(19,1);02:(20,24);03:(21,9);04:(19,5)",00:1;01:1;02:1;03:0;04:1,02,completed
25,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,3,8,"(17,8);(14,9);(3,9);(6,5)",01,17,8,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(20,6);01:(3,8);02:(24,2);03:(15,13);04:(16,22)",00:0;01:3;02:0;03:0;04:0,01,completed
26,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,17,18,"(12,19);(6,7);(15,4);(9,11)",01,6,7,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(13,20);01:(17,18);02:(10,24);03:(13,23);04:(8,23)",00:1;01:1;02:0;03:1;04:1,01,completed
27,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,11,6,"(22,11);(8,7);(13,2);(11,14)",01,8,7,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(6,9);01:(5,5);02:(11,6);03:(10,8);04:(1,21)",00:0;01:1;02:1;03:0;04:0,02,completed
28,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,22,10,"(15,8);(19,13);(16,11);(4,15)",02,19,13,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(9,6);01:(2,8);02:(22,10);03:(15,18);04:(3,10)",00:1;01:1;02:1;03:0;04:0,02,completed
29,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,14,10,"(15,21);(5,8);(19,19);(9,6)",03,19,19,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(11,4);01:(14,10);02:(11,21);03:(10,16);04:(22,18)",00:1;01:0;02:0;03:1;04:1,01,completed
30,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,22,8,"(17,7);(20,4);(21,10);(24,8)",01,17,7,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(22,8);01:(2,1);02:(14,16);03:(12,16);04:(13,1)",00:1;01:1;02:0;03:0;04:0,00,completed
31,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,17,7,"(10,8);(11,18);(18,22);(11,11)",,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(18,0);01:(17,7);02:(18,12);03:(17,19);04:(18,24)",00:0;01:0;02:0;03:0;04:0,01,completed
32,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,9,1,"(5,1);(7,5);(2,5);(14,10)",,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(9,1);01:(11,8);02:(10,13);03:(14,15);04:(12,20)",00:0;01:0;02:0;03:0;04:0,00,completed
33,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,5,24,"(23,11);(23,2);(21,0);(19,24)",,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(4,0);01:(3,7);02:(4,12);03:(3,19);04:(5,24)",00:0;01:0;02:0;03:0;04:0,04,completed
34,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,24,11,"(8,5);(14,5);(23,10);(22,14)",02,22,14,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(24,9);01:(24,10);02:(24,11);03:(16,17);04:(21,17)",00:0;01:1;02:1;03:0;04:0,02,completed
35,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,3,14,"(3,0);(9,3);(13,3);(6,22)",00,3,0,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(6,0);01:(0,0);02:(3,2);03:(3,11);04:(3,14)",00:1;01:0;02:0;03:0;04:0,04,completed
36,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,24,10,"(16,7);(20,11);(10,16);(24,8)",01,16,7,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(24,10);01:(23,11);02:(7,14);03:(9,14);04:(20,17)",00:0;01:2;02:0;03:0;04:0,00,completed
37,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,14,10,"(20,3);(16,12);(23,3);(13,6)",02,16,12,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(17,1);01:(14,10);02:(18,15);03:(11,13);04:(16,16)",00:0;01:0;02:1;03:0;04:0,01,completed
38,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,16,24,"(17,24);(12,21);(13,3);(14,16)",,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(16,0);01:(14,7);02:(15,12);03:(14,19);04:(16,24)",00:0;01:0;02:0;03:0;04:0,04,completed
39,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,2,12,"(2,21);(17,19);(5,7);(3,13)",,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(1,0);01:(0,7);02:(2,12);03:(0,19);04:(2,24)",00:0;01:0;02:0;03:0;04:0,02,completed
40,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,20,19,"(17,2);(18,15);(13,19);(24,6)",03,13,19,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(20,15);01:(9,1);02:(20,19);03:(20,14);04:(3,0)",00:2;01:0;02:1;03:1;04:0,02,completed
41,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,2,24,"(21,17);(4,9);(11,14);(22,15)",,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(1,0);01:(0,7);02:(2,12);03:(0,19);04:(2,24)",00:0;01:0;02:0;03:0;04:0,04,completed
42,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,4,4,"(13,10);(16,13);(3,1);(13,17)",02,16,13,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(4,4);01:(19,4);02:(7,23);03:(9,23);04:(6,23)",00:1;01:0;02:2;03:0;04:1,00,completed
43,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,16,22,"(15,21);(20,17);(7,12);(14,17)",02,7,12,"00:(0,0);01:(0,6);02:(0,12);03:(0,18);04:(0,24)","00:(19,11);01:(16,22);02:(16,18);03:(20,19);04:(14,11)",00:0;01:1;02:1;03:0;04:2,01,completed
