trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,34.547905545121004,34.547905545121004,0,0,0,60,21,64,0,1,0,0,202,0,203,588,18,62,141,126,77,0.04285714285714286,20.3,7.7,collision_intent:62;dga_entry:77;state:64,0.30000000000000004,0.2421875,known_visit_core_500,10,4,8
196,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,24.81419937097824,24.81419937097824,0,0,0,47,15,51,0,3,0,0,144,0,220,629,28,49,171,100,120,0.054901960784313725,22.0,12.0,collision_intent:49;dga_entry:120;state:51,0.25,0.17156862745098045,known_visit_core_500,10,4,8
197,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,42.42676319247584,42.42676319247584,0,0,0,96,25,99,1,3,3,3,217,0,326,940,35,101,225,201,125,0.052083333333333336,32.6,12.5,collision_intent:101;dga_entry:125;state:100,0.25,0.017676767676767735,known_visit_core_500,10,4,8
198,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,40.73687606502351,40.73687606502351,0,0,0,74,24,78,0,4,0,0,234,0,306,890,26,77,229,155,151,0.03795620437956204,30.6,15.1,collision_intent:77;dga_entry:151;state:78,0.1499999999999999,0.13461538461538458,known_visit_core_500,10,4,8
199,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,34.887146050424306,34.887146050424306,1,1,1,76,20,77,3,5,3,1,182,0,284,819,32,81,203,161,123,0.05263157894736842,28.4,12.3,collision_intent:81;dga_entry:123;state:80,0.1499999999999999,0.022727272727272707,known_visit_core_500,10,4,8
200,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,37.018017128129934,37.018017128129934,0,0,0,78,22,81,1,4,0,0,198,0,261,747,33,81,180,163,98,0.061452513966480445,26.1,9.8,collision_intent:81;dga_entry:98;state:82,0.10000000000000009,0.08333333333333326,known_visit_core_500,10,4,8
201,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.07800414264275,35.07800414264275,0,0,0,81,21,85,0,3,0,0,182,0,271,786,25,82,189,167,104,0.04424778761061947,27.1,10.4,collision_intent:82;dga_entry:104;state:85,0.10000000000000009,0.026470588235294024,known_visit_core_500,10,4,8
202,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,53.94745785174505,53.94745785174505,0,0,0,116,32,118,2,6,3,3,284,0,383,1102,44,119,264,239,144,0.05576679340937896,38.3,14.4,collision_intent:119;dga_entry:144;state:120,0.3500000000000001,0.06355932203389836,known_visit_core_500,10,4,8
203,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,30.224782215239408,30.224782215239408,0,0,0,67,18,70,1,3,0,0,158,0,263,763,23,68,195,139,124,0.03951890034364261,26.3,12.4,collision_intent:68;dga_entry:124;state:71,0.25,0.050000000000000044,known_visit_core_500,10,4,8
204,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,38.491539776981774,38.491539776981774,1,1,1,90,23,93,1,4,0,0,193,0,324,947,22,91,233,185,139,0.031609195402298854,32.4,13.9,collision_intent:91;dga_entry:139;state:94,0.1499999999999999,0.018817204301075252,known_visit_core_500,10,4,8
205,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,47.03360808348963,47.03360808348963,2,2,2,102,28,99,7,1,1,1,247,0,354,1010,49,107,247,213,141,0.06639566395663957,35.4,14.1,collision_intent:107;dga_entry:141;state:106,0.25,0.06818181818181812,known_visit_core_500,10,4,8
206,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,34.831188847128196,34.831188847128196,0,0,0,57,21,61,0,4,0,0,209,0,242,696,27,60,182,121,121,0.049723756906077346,24.2,12.1,collision_intent:60;dga_entry:121;state:61,0.25,0.22540983606557385,known_visit_core_500,10,4,8
207,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,31.58301281107477,31.58301281107477,0,0,0,53,19,57,0,0,0,0,189,0,143,416,10,56,87,113,30,0.03875968992248062,14.3,3.0,collision_intent:56;dga_entry:30;state:57,0.1499999999999999,0.17105263157894735,known_visit_core_500,10,4,8
208,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,29.7950379250911,29.7950379250911,0,0,0,59,18,62,1,2,0,0,166,0,200,574,23,61,139,124,76,0.05555555555555555,20.0,7.6,collision_intent:61;dga_entry:76;state:63,0.1499999999999999,0.12903225806451624,known_visit_core_500,10,4,8
209,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,22.393668910771414,22.393668910771414,1,1,1,50,13,53,1,1,0,0,121,0,221,636,24,52,169,106,115,0.047619047619047616,22.1,11.5,collision_intent:52;dga_entry:115;state:54,0.25,0.04245283018867929,known_visit_core_500,10,4,8
210,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,43.90496068537584,43.90496068537584,0,0,0,74,26,78,0,3,0,0,258,0,289,827,37,78,211,156,133,0.05873015873015873,28.9,13.3,collision_intent:78;dga_entry:133;state:78,0.30000000000000004,0.13461538461538458,known_visit_core_500,10,4,8
211,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,40.35260359772629,40.35260359772629,0,0,0,64,22,68,0,1,4,2,234,0,328,946,35,70,258,138,190,0.04539559014267185,32.8,19.0,collision_intent:70;dga_entry:190;state:68,0.3999999999999999,0.23529411764705888,known_visit_core_500,10,4,8
212,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,33.57236589079877,33.57236589079877,0,0,0,76,20,79,1,7,0,0,173,0,326,946,29,78,248,158,168,0.03913630229419703,32.6,16.8,collision_intent:78;dga_entry:168;state:80,0.1499999999999999,0.02215189873417711,known_visit_core_500,10,4,8
213,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,37.43950481201975,37.43950481201975,1,1,1,87,22,89,2,6,1,1,193,0,331,959,31,89,242,180,151,0.042876901798063624,33.1,15.1,collision_intent:89;dga_entry:151;state:91,0.10000000000000009,0.0196629213483146,known_visit_core_500,10,4,8
214,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,37.846089319185864,37.846089319185864,0,0,0,77,22,77,4,2,0,0,211,0,299,860,34,78,221,159,140,0.051515151515151514,29.9,14.0,collision_intent:78;dga_entry:140;state:81,0.25,0.12012987012987009,known_visit_core_500,10,4,8
215,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,37.42892282367052,37.42892282367052,0,0,0,83,22,87,0,4,4,4,197,0,298,855,36,89,209,176,122,0.057692307692307696,29.8,12.2,collision_intent:89;dga_entry:122;state:87,0.25,0.02011494252873569,known_visit_core_500,10,4,8
216,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,46.44969476877925,46.44969476877925,2,2,2,75,27,75,4,3,0,0,278,0,300,861,36,78,222,157,143,0.05429864253393665,30.0,14.3,collision_intent:78;dga_entry:143;state:79,0.5,0.15666666666666673,known_visit_core_500,10,4,8
217,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,38.66558612043677,38.66558612043677,0,0,0,80,23,83,1,3,1,1,211,0,341,985,36,84,257,168,173,0.04681404421326398,34.1,17.3,collision_intent:84;dga_entry:173;state:84,0.30000000000000004,0.06325301204819267,known_visit_core_500,10,4,8
218,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,37.156274264041215,37.156274264041215,0,0,0,69,22,73,0,2,0,0,209,0,270,778,29,72,198,145,125,0.049069373942470386,27.0,12.5,collision_intent:72;dga_entry:125;state:73,0.25,0.12671232876712324,known_visit_core_500,10,4,8
219,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.11321235870485,35.11321235870485,0,0,0,58,21,62,0,2,0,0,209,0,231,674,17,61,170,123,108,0.03346456692913386,23.1,10.8,collision_intent:61;dga_entry:108;state:62,0.25,0.1693548387096775,known_visit_core_500,10,4,8
220,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,38.45673289212153,38.45673289212153,3,3,3,86,23,79,11,5,1,1,204,0,343,998,28,88,255,178,165,0.03674540682414698,34.3,16.5,collision_intent:88;dga_entry:165;state:90,0.25,0.10443037974683533,known_visit_core_500,10,4,8
221,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,41.80148574194393,41.80148574194393,0,0,0,74,25,77,1,6,0,0,241,0,396,1128,57,81,315,159,237,0.06050955414012739,39.6,23.7,collision_intent:81;dga_entry:237;state:78,0.25,0.1655844155844155,known_visit_core_500,10,4,8
222,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,36.09282637595187,36.09282637595187,0,0,0,77,21,80,1,1,0,0,191,0,306,885,30,81,225,162,144,0.044642857142857144,30.6,14.4,collision_intent:81;dga_entry:144;state:81,0.25,0.018750000000000044,known_visit_core_500,10,4,8
223,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,33.08930839992659,33.08930839992659,0,0,0,62,20,66,0,3,0,0,187,0,235,681,21,65,170,131,104,0.04142011834319527,23.5,10.4,collision_intent:65;dga_entry:104;state:66,0.10000000000000009,0.09090909090909083,known_visit_core_500,10,4,8
224,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,37.3522183609565,37.3522183609565,0,0,0,74,22,78,0,1,2,2,208,0,245,711,22,79,166,157,88,0.04435483870967742,24.5,8.8,collision_intent:79;dga_entry:88;state:78,0.25,0.08974358974358965,known_visit_core_500,10,4,8
225,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,37.99769110243557,37.99769110243557,0,0,0,79,23,81,2,2,4,2,205,0,302,866,37,82,220,165,137,0.0563165905631659,30.2,13.7,collision_intent:82;dga_entry:137;state:83,0.1499999999999999,0.1141975308641976,known_visit_core_500,10,4,8
226,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,34.67073232102849,34.67073232102849,0,0,0,68,21,72,0,2,3,1,191,0,290,825,43,71,219,143,147,0.06564885496183206,29.0,14.7,collision_intent:71;dga_entry:147;state:72,0.1499999999999999,0.10416666666666674,known_visit_core_500,10,4,8
227,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,31.07936022480352,31.07936022480352,0,0,0,64,19,68,0,5,0,0,169,0,251,711,40,66,185,134,117,0.07233273056057866,25.1,11.7,collision_intent:66;dga_entry:117;state:68,0.25,0.0808823529411764,known_visit_core_500,10,4,8
228,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,41.87075903170699,41.87075903170699,1,1,1,83,25,85,2,4,0,0,229,0,312,893,40,86,226,173,139,0.05925925925925926,31.2,13.9,collision_intent:86;dga_entry:139;state:87,0.30000000000000004,0.07352941176470584,known_visit_core_500,10,4,8
229,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,39.86631121414636,39.86631121414636,1,1,1,75,24,73,6,2,0,0,223,0,285,827,25,80,205,159,126,0.04084967320261438,28.5,12.6,collision_intent:80;dga_entry:126;state:79,0.25,0.15410958904109595,known_visit_core_500,10,4,8
230,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.316273521131926,35.316273521131926,0,0,0,74,21,78,0,0,0,0,190,0,253,730,26,76,177,154,99,0.04924242424242424,25.3,9.9,collision_intent:76;dga_entry:99;state:78,0.30000000000000004,0.08333333333333326,known_visit_core_500,10,4,8
231,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,51.19801779025921,51.19801779025921,0,0,0,83,30,86,1,0,0,0,307,0,238,682,30,85,153,172,66,0.06564551422319474,23.8,6.6,collision_intent:85;dga_entry:66;state:87,0.5,0.22093023255813948,known_visit_core_500,10,4,8
232,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,39.255723981990094,39.255723981990094,1,1,1,65,23,65,4,5,0,0,236,0,300,857,40,67,233,136,164,0.05747126436781609,30.0,16.4,collision_intent:67;dga_entry:164;state:69,0.25,0.21923076923076934,known_visit_core_500,10,4,8
233,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,31.782498957129516,31.782498957129516,1,1,1,74,19,77,1,4,3,1,165,0,336,973,33,76,260,154,182,0.042416452442159386,33.6,18.2,collision_intent:76;dga_entry:182;state:78,0.25,0.022727272727272707,known_visit_core_500,10,4,8
234,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,36.47422001256832,36.47422001256832,1,1,1,79,22,79,4,4,2,1,185,0,316,903,42,84,232,167,149,0.06060606060606061,31.6,14.9,collision_intent:84;dga_entry:149;state:83,0.10000000000000009,0.07911392405063289,known_visit_core_500,10,4,8
235,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,58.75528126346014,58.75528126346014,2,2,2,120,34,103,21,6,0,0,319,0,386,1114,41,124,262,248,138,0.05236270753512133,38.6,13.8,collision_intent:124;dga_entry:138;state:124,0.3500000000000001,0.08495145631067968,known_visit_core_500,10,4,8
236,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,40.34055001300345,40.34055001300345,0,0,0,80,24,80,4,0,0,0,218,0,290,841,26,83,207,167,123,0.042071197411003236,29.0,12.3,collision_intent:83;dga_entry:123;state:84,0.3999999999999999,0.07499999999999996,known_visit_core_500,10,4,8
237,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.24102468057397,35.24102468057397,1,1,1,80,21,81,3,5,0,0,184,0,329,950,35,81,248,165,164,0.04716981132075472,32.9,16.4,collision_intent:81;dga_entry:164;state:84,0.44999999999999996,0.033950617283950546,known_visit_core_500,10,4,8
238,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,29.586135498509012,29.586135498509012,0,0,0,61,18,65,0,5,0,0,162,0,248,707,34,62,186,127,121,0.06126126126126126,24.8,12.1,collision_intent:62;dga_entry:121;state:65,0.25,0.11923076923076925,known_visit_core_500,10,4,8
239,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,30.469161988373088,30.469161988373088,0,0,0,58,18,62,0,0,0,0,180,0,206,583,32,62,144,124,82,0.07459207459207459,20.6,8.2,collision_intent:62;dga_entry:82;state:62,0.25,0.08870967741935476,known_visit_core_500,10,4,8
240,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,38.28299467594136,38.28299467594136,0,0,0,77,23,81,0,4,0,0,213,0,277,793,36,81,196,162,115,0.06143344709897611,27.7,11.5,collision_intent:81;dga_entry:115;state:81,0.1499999999999999,0.095679012345679,known_visit_core_500,10,4,8
241,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,32.76239595304856,32.76239595304856,0,0,0,72,19,75,1,4,0,0,177,0,310,889,38,78,232,154,156,0.05483405483405483,31.0,15.6,collision_intent:78;dga_entry:156;state:76,0.1499999999999999,0.030000000000000027,known_visit_core_500,10,4,8
242,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,36.81216460127427,36.81216460127427,1,1,1,82,22,83,3,2,0,0,193,0,259,746,28,85,174,171,88,0.05394990366088632,25.9,8.8,collision_intent:85;dga_entry:88;state:86,0.10000000000000009,0.03915662650602414,known_visit_core_500,10,4,8
243,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,38.522150583247665,38.522150583247665,0,0,0,74,23,78,0,4,0,0,217,0,304,877,32,78,226,156,148,0.047407407407407405,30.4,14.8,collision_intent:78;dga_entry:148;state:78,0.44999999999999996,0.10897435897435903,known_visit_core_500,10,4,8
244,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,44.54334229016256,44.54334229016256,2,2,2,91,26,83,12,5,0,0,244,0,383,1098,48,92,291,187,196,0.05517241379310345,38.3,19.6,collision_intent:92;dga_entry:196;state:95,0.1499999999999999,0.1355421686746987,known_visit_core_500,10,4,8
245,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,53.139684907223376,53.139684907223376,1,1,1,104,31,102,6,0,0,0,291,0,339,977,37,107,232,215,124,0.05339105339105339,33.9,12.4,collision_intent:107;dga_entry:124;state:108,0.25,0.10784313725490202,known_visit_core_500,10,4,8
246,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,41.09486733444319,41.09486733444319,0,0,0,59,24,63,0,2,0,0,257,0,257,745,23,63,194,126,131,0.039723661485319514,25.7,13.1,collision_intent:63;dga_entry:131;state:63,0.30000000000000004,0.2658730158730158,known_visit_core_500,10,4,8
247,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.306071861306606,35.306071861306606,0,0,0,55,21,59,0,4,0,0,215,0,306,876,39,59,247,118,188,0.052845528455284556,30.6,18.8,collision_intent:59;dga_entry:188;state:59,0.25,0.2584745762711864,known_visit_core_500,10,4,8
248,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,38.34169111850872,38.34169111850872,0,0,0,61,23,65,0,1,0,0,230,0,246,713,22,64,182,129,117,0.040515653775322284,24.6,11.7,collision_intent:64;dga_entry:117;state:65,0.30000000000000004,0.25769230769230766,known_visit_core_500,10,4,8
249,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,26.548165303085106,26.548165303085106,0,0,0,60,16,63,1,3,0,0,139,0,286,830,25,62,224,126,160,0.03736920777279522,28.6,16.0,collision_intent:62;dga_entry:160;state:64,0.10000000000000009,0.04365079365079372,known_visit_core_500,10,4,8
250,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,29.600166726066234,29.600166726066234,0,0,0,64,18,68,0,1,0,0,159,0,264,764,22,66,198,134,130,0.03741496598639456,26.4,13.0,collision_intent:66;dga_entry:130;state:68,0.10000000000000009,0.07352941176470584,known_visit_core_500,10,4,8
251,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,39.463159432061786,39.463159432061786,0,0,0,80,23,80,4,2,0,0,217,0,317,906,42,82,235,166,151,0.05982905982905983,31.7,15.1,collision_intent:82;dga_entry:151;state:84,0.10000000000000009,0.10624999999999996,known_visit_core_500,10,4,8
252,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,30.369906927985415,30.369906927985415,0,0,0,56,18,60,0,1,0,0,174,0,172,493,20,58,114,118,54,0.058997050147492625,17.2,5.4,collision_intent:58;dga_entry:54;state:60,0.25,0.1499999999999999,known_visit_core_500,10,4,8
253,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,37.30454979432297,37.30454979432297,0,0,0,53,22,57,0,0,0,0,235,0,239,689,25,55,184,112,127,0.04553734061930783,23.9,12.7,collision_intent:55;dga_entry:127;state:57,0.30000000000000004,0.3114035087719298,known_visit_core_500,10,4,8
254,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,30.177758357949443,30.177758357949443,0,0,0,60,18,64,0,0,0,0,166,0,201,577,23,62,139,126,75,0.05555555555555555,20.1,7.5,collision_intent:62;dga_entry:75;state:64,0.10000000000000009,0.125,known_visit_core_500,10,4,8
255,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,31.975516392722984,31.975516392722984,0,0,0,69,19,73,0,1,0,0,172,0,197,567,21,71,126,144,53,0.056,19.7,5.3,collision_intent:71;dga_entry:53;state:73,0.1499999999999999,0.05821917808219168,known_visit_core_500,10,4,8
256,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,28.603028396597775,28.603028396597775,1,1,1,59,17,61,2,2,0,0,161,0,271,778,32,61,210,124,147,0.051036682615629984,27.1,14.7,collision_intent:61;dga_entry:147;state:63,0.10000000000000009,0.12704918032786883,known_visit_core_500,10,4,8
257,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,50.518083632296936,50.518083632296936,0,0,0,99,30,101,2,2,0,0,277,0,366,1054,41,101,265,204,162,0.05176767676767677,36.6,16.2,collision_intent:101;dga_entry:162;state:103,0.1499999999999999,0.09158415841584167,known_visit_core_500,10,4,8
258,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,38.79244629751674,38.79244629751674,0,0,0,80,23,83,1,3,0,0,213,0,269,775,29,81,188,165,104,0.05169340463458111,26.9,10.4,collision_intent:81;dga_entry:104;state:84,0.44999999999999996,0.11144578313253017,known_visit_core_500,10,4,8
259,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,32.48408839313793,32.48408839313793,1,1,1,75,20,73,6,3,0,0,171,0,296,858,27,78,218,157,139,0.041474654377880185,29.6,13.9,collision_intent:78;dga_entry:139;state:79,0.30000000000000004,0.07876712328767121,known_visit_core_500,10,4,8
260,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,51.1092948271477,51.1092948271477,2,2,2,109,30,109,4,2,0,0,269,0,393,1127,49,112,281,225,168,0.058333333333333334,39.3,16.8,collision_intent:112;dga_entry:168;state:113,0.25,0.06192660550458706,known_visit_core_500,10,4,8
261,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,42.23847467770735,42.23847467770735,1,1,1,75,25,77,2,1,0,0,241,0,323,931,35,78,245,157,166,0.04781420765027322,32.3,16.6,collision_intent:78;dga_entry:166;state:79,0.3500000000000001,0.13961038961038952,known_visit_core_500,10,4,8
