trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,debug_max_events,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed
16,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 16. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
17,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 17. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
18,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,682,682,0,361,325,0,0,0,4835,7126,7379,,692,4143,1374,3461,0,0,0.5936921715343149,13.393351800554017,0.0,5.074780058651027,0.0,9.587257617728532,collision_intent:692;hipc_entry:3461;state:682,290,1359,0.3732686980609419
19,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,983,983,0,361,626,0,0,0,4409,6910,6316,,1002,3407,1985,2424,0,0,0.6180039138943249,12.213296398891966,0.0,2.4659206510681586,0.0,6.714681440443213,collision_intent:1002;hipc_clear_bundle:1;hipc_entry:2423;state:983,251,1127,0.07963988919667586
20,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,897,897,0,361,540,0,0,0,4135,6750,5655,,925,3210,1822,2313,0,0,0.5872274143302181,11.454293628808864,0.0,2.5785953177257523,0.0,6.407202216066482,collision_intent:925;hipc_clear_bundle:2;hipc_entry:2311;state:897,227,1070,0.16966759002770093
21,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,611,611,0,361,254,0,0,0,4954,7097,7765,,617,4337,1228,3726,0,0,0.5968027054031204,13.722991689750693,0.0,6.098199672667758,0.0,10.321329639889196,collision_intent:617;hipc_clear_bundle:1;hipc_entry:3725;state:611,299,1429,0.510387811634349
22,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,894,894,0,361,537,0,0,0,4042,6634,5492,,906,3136,1800,2242,0,0,0.5837585034013606,11.196675900277008,0.0,2.5078299776286355,0.0,6.2105263157894735,collision_intent:906;hipc_clear_bundle:1;hipc_entry:2241;state:894,229,1076,0.29709141274238227
23,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,601,601,0,361,244,0,0,0,4808,7088,7336,,613,4195,1214,3594,0,0,0.5829161700437028,13.318559556786704,0.0,5.980033277870216,0.0,9.955678670360111,collision_intent:613;hipc_clear_bundle:1;hipc_entry:3593;state:601,300,1405,0.5186980609418284
24,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 24. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
25,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,606,606,0,361,249,0,0,0,4961,6950,7932,,612,4349,1218,3743,0,0,0.6080024528591139,13.742382271468143,0.0,6.176567656765677,0.0,10.368421052631579,collision_intent:612;hipc_clear_bundle:2;hipc_entry:3741;state:606,303,1450,0.5034626038781163
26,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,970,970,0,361,613,0,0,0,4352,7062,5993,,999,3353,1969,2383,0,0,0.5958441041956651,12.055401662049862,0.0,2.456701030927835,0.0,6.6011080332409975,collision_intent:999;hipc_clear_bundle:1;hipc_entry:2382;state:970,249,1132,0.15443213296398883
27,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,814,814,0,361,457,0,0,0,3723,6137,5029,,826,2897,1640,2083,0,0,0.5788443830570903,10.313019390581717,0.0,2.558968058968059,0.0,5.770083102493075,collision_intent:826;hipc_entry:2083;state:814,207,975,0.20290858725761773
28,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 28. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
29,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,663,663,0,361,306,0,0,0,5242,7171,8555,,674,4568,1337,3905,0,0,0.6242702860478693,14.520775623268698,0.0,5.889894419306184,0.0,10.817174515235457,collision_intent:674;hipc_entry:3905;state:663,330,1509,0.489612188365651
30,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,852,852,0,361,495,0,0,0,4012,6272,5764,,880,3132,1732,2280,0,0,0.6134525329927629,11.113573407202216,0.0,2.676056338028169,0.0,6.315789473684211,collision_intent:880;hipc_clear_bundle:1;hipc_entry:2279;state:852,214,1025,0.12673130193905813
31,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,558,558,0,361,201,0,0,0,4612,6673,7161,,564,4048,1122,3490,0,0,0.589771042661835,12.77562326869806,0.0,6.254480286738351,0.0,9.66759002770083,collision_intent:564;hipc_clear_bundle:1;hipc_entry:3489;state:558,279,1330,0.5145429362880887
32,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,949,949,0,361,592,0,0,0,4409,6612,6615,,983,3426,1932,2477,0,0,0.6436077057793345,12.213296398891966,0.0,2.6101159114857744,0.0,6.861495844875346,collision_intent:983;hipc_entry:2477;state:949,243,1146,0.15166204986149578
33,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,946,946,0,361,589,0,0,0,4612,7110,6725,,965,3647,1911,2701,0,0,0.6147166361974405,12.77562326869806,0.0,2.8551797040169133,0.0,7.481994459833795,collision_intent:965;hipc_clear_bundle:1;hipc_entry:2700;state:946,258,1172,0.11842105263157898
34,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 34. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
35,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,643,643,0,361,286,0,0,0,5342,7356,8667,,652,4690,1295,4047,0,0,0.6161228406909789,14.797783933518005,0.0,6.29393468118196,0.0,11.210526315789474,collision_intent:652;hipc_entry:4047;state:643,323,1548,0.5380886426592797
36,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,785,785,0,361,428,0,0,0,4110,6545,5784,,810,3300,1595,2515,0,0,0.5843014445903627,11.385041551246537,0.0,3.2038216560509554,0.0,6.966759002770083,collision_intent:810;hipc_clear_bundle:1;hipc_entry:2514;state:785,233,1045,0.10595567867036015
37,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 37. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
38,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,767,767,0,361,410,0,0,0,4959,7392,7484,,790,4169,1557,3402,0,0,0.5984327522789061,13.736842105263158,0.0,4.4354628422425035,0.0,9.42382271468144,collision_intent:790;hipc_entry:3402;state:767,305,1373,0.27493074792243766
39,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,954,954,0,361,597,0,0,0,4400,6772,6428,,978,3422,1932,2468,0,0,0.6261445548412234,12.18836565096953,0.0,2.5870020964360587,0.0,6.836565096952908,collision_intent:978;hipc_clear_bundle:1;hipc_entry:2467;state:954,241,1138,0.17105263157894735
40,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,606,606,0,361,249,0,0,0,4691,6863,7208,,620,4071,1226,3465,0,0,0.5902874457456392,12.994459833795014,0.0,5.717821782178218,0.0,9.598337950138504,collision_intent:620;hipc_entry:3465;state:606,286,1333,0.4189750692520775
41,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,666,666,0,361,309,0,0,0,4939,6747,8069,,680,4259,1346,3593,0,0,0.631574827802129,13.681440443213296,0.0,5.394894894894895,0.0,9.952908587257618,collision_intent:680;hipc_entry:3593;state:666,300,1408,0.3968144044321329
42,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,978,978,0,361,621,0,0,0,4329,6986,5999,,997,3332,1975,2354,0,0,0.6002601560936562,11.99168975069252,0.0,2.406952965235174,0.0,6.520775623268698,collision_intent:997;hipc_entry:2354;state:978,249,1100,0.05886426592797789
43,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,926,926,0,361,569,0,0,0,4165,6637,5858,,943,3222,1869,2296,0,0,0.6060417959859301,11.537396121883656,0.0,2.4794816414686824,0.0,6.360110803324099,collision_intent:943;hipc_clear_bundle:1;hipc_entry:2295;state:926,234,1065,0.04362880886426601
44,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,1028,1028,0,361,671,0,0,0,5301,7934,7968,,1048,4253,2076,3225,0,0,0.624549302398495,14.68421052631579,0.0,3.13715953307393,0.0,8.933518005540167,collision_intent:1048;hipc_entry:3225;state:1028,316,1341,0.15997229916897515
45,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,999,999,0,361,642,0,0,0,4479,7243,6191,,1019,3460,2018,2461,0,0,0.5966078828177701,12.407202216066482,0.0,2.4634634634634636,0.0,6.8171745152354575,collision_intent:1019;hipc_clear_bundle:1;hipc_entry:2460;state:999,255,1137,0.1849030470914128
46,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,662,662,0,361,305,0,0,0,4862,6859,7726,,675,4187,1337,3525,0,0,0.6151273885350318,13.46814404432133,0.0,5.324773413897281,0.0,9.76454293628809,collision_intent:675;hipc_entry:3525;state:662,319,1551,0.5076177285318559
47,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,688,688,0,361,331,0,0,0,4990,6955,8014,,706,4284,1394,3596,0,0,0.6236090576608824,13.822714681440443,0.0,5.226744186046512,0.0,9.961218836565097,collision_intent:706;hipc_entry:3596;state:688,292,1437,0.3704986149584488
48,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,880,880,0,361,523,0,0,0,4466,6732,6664,,896,3570,1776,2690,0,0,0.6223384385506163,12.371191135734072,0.0,3.0568181818181817,0.0,7.4515235457063715,collision_intent:896;hipc_entry:2690;state:880,274,1278,0.14750692520775632
49,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,745,745,0,361,388,0,0,0,5346,7445,8591,,758,4588,1503,3843,0,0,0.6242551954657753,14.808864265927978,0.0,5.158389261744967,0.0,10.645429362880886,collision_intent:758;hipc_entry:3843;state:745,325,1492,0.37742382271468133
50,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,876,876,0,361,519,0,0,0,4082,6553,5693,,901,3181,1777,2305,0,0,0.596562925704705,11.307479224376731,0.0,2.6312785388127855,0.0,6.3850415512465375,collision_intent:901;hipc_clear_bundle:2;hipc_entry:2303;state:876,221,1059,0.15581717451523547
51,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,754,754,0,361,397,0,0,0,4328,6601,6382,,776,3552,1530,2798,0,0,0.5989676208352886,11.988919667590027,0.0,3.7108753315649867,0.0,7.750692520775623,collision_intent:776;hipc_clear_bundle:1;hipc_entry:2797;state:754,262,1245,0.3150969529085872
52,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,670,670,0,361,313,0,0,0,4674,7163,6859,,685,3989,1355,3319,0,0,0.5731595220188853,12.947368421052632,0.0,4.953731343283582,0.0,9.193905817174516,collision_intent:685;hipc_clear_bundle:1;hipc_entry:3318;state:670,281,1331,0.3871191135734071
53,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,689,689,0,361,332,0,0,0,4549,6765,6880,,702,3847,1391,3158,0,0,0.5962388421873646,12.601108033240997,0.0,4.583454281567489,0.0,8.74792243767313,collision_intent:702;hipc_entry:3158;state:689,272,1269,0.34556786703601117
54,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,947,947,0,361,590,0,0,0,4182,6773,5772,,961,3221,1908,2274,0,0,0.5973918443386462,11.584487534626039,0.0,2.4012671594508976,0.0,6.299168975069252,collision_intent:961;hipc_clear_bundle:2;hipc_entry:2272;state:947,239,1091,0.14889196675900274
55,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,917,917,0,361,560,0,0,0,5311,7928,8004,,944,4367,1861,3450,0,0,0.6109923664122138,14.71191135734072,0.0,3.76226826608506,0.0,9.556786703601109,collision_intent:944;hipc_clear_bundle:2;hipc_entry:3448;state:917,329,1384,0.17520775623268703
56,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,975,975,0,361,618,0,0,0,4409,6852,6375,,997,3412,1972,2437,0,0,0.6228018757327081,12.213296398891966,0.0,2.4994871794871796,0.0,6.750692520775623,collision_intent:997;hipc_clear_bundle:1;hipc_entry:2436;state:975,247,1126,0.07963988919667586
57,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,877,877,0,361,520,0,0,0,4999,7522,7475,,907,4092,1784,3215,0,0,0.6089116976213751,13.847645429362881,0.0,3.6659064994298745,0.0,8.905817174515235,collision_intent:907;hipc_clear_bundle:1;hipc_entry:3214;state:877,279,1375,0.32479224376731297
58,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,616,616,0,361,259,0,0,0,4961,7297,7584,,630,4331,1246,3715,0,0,0.5837887768455085,13.742382271468143,0.0,6.0308441558441555,0.0,10.290858725761773,collision_intent:630;hipc_entry:3715;state:616,308,1470,0.5159279778393351
59,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,609,609,0,361,252,0,0,0,5078,6921,8312,,617,4461,1226,3852,0,0,0.6211328650425946,14.066481994459833,0.0,6.325123152709359,0.0,10.670360110803324,collision_intent:617;hipc_clear_bundle:1;hipc_entry:3851;state:609,302,1461,0.48545706371191133
60,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,755,755,0,361,398,0,0,0,5341,7852,8169,,771,4570,1526,3815,0,0,0.5959293843011381,14.795013850415513,0.0,5.052980132450331,0.0,10.56786703601108,collision_intent:771;hipc_clear_bundle:2;hipc_entry:3813;state:755,338,1526,0.4466759002770082
61,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,660,660,0,361,303,0,0,0,4521,6671,6891,,668,3853,1328,3193,0,0,0.5962104170271674,12.523545706371191,0.0,4.837878787878788,0.0,8.844875346260388,collision_intent:668;hipc_clear_bundle:1;hipc_entry:3192;state:660,266,1258,0.36218836565096946
62,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,912,912,0,361,555,0,0,0,4191,6678,5894,,936,3255,1848,2343,0,0,0.6036460467021713,11.609418282548477,0.0,2.5690789473684212,0.0,6.490304709141275,collision_intent:936;hipc_clear_bundle:1;hipc_entry:2342;state:912,231,1064,0.0865650969529086
63,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,688,688,0,361,331,0,0,0,4133,6288,6109,,697,3436,1385,2748,0,0,0.5927614981564138,11.448753462603879,0.0,3.994186046511628,0.0,7.61218836565097,collision_intent:697;hipc_entry:2748;state:688,239,1112,0.24030470914127422
64,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 64. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
65,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,878,878,0,361,521,0,0,0,4160,6691,5788,,897,3263,1775,2385,0,0,0.5913363302002452,11.523545706371191,0.0,2.716400911161731,0.0,6.606648199445983,collision_intent:897;hipc_clear_bundle:2;hipc_entry:2383;state:878,233,1065,0.06301939058171735
66,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,651,651,0,361,294,0,0,0,4725,7021,7153,,658,4067,1309,3416,0,0,0.5863114754098361,13.088642659279778,0.0,5.247311827956989,0.0,9.462603878116344,collision_intent:658;hipc_entry:3416;state:651,349,1719,0.6613573407202216
