trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status
0,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,136,0,87,50,0,0,0,426,138,288,274,152,0,collision_intent:138;dga_entry:152;state:136,1373,94,completed
6,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,181,0,167,15,0,0,0,476,185,291,366,110,0,collision_intent:185;dga_entry:110;state:181,886,54,completed
6,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,181,0,119,63,0,0,0,542,181,361,362,180,0,collision_intent:181;dga_entry:180;state:181,753,120,completed
7,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,129,0,70,60,0,0,0,588,134,454,263,325,0,collision_intent:134;dga_entry:325;state:129,1464,123,completed
7,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,125,0,101,25,0,0,0,566,131,435,256,310,0,collision_intent:131;dga_entry:310;state:125,1513,96,completed
7,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,132,0,100,33,0,0,0,509,137,372,269,240,0,collision_intent:137;dga_entry:240;state:132,1511,155,completed
7,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,128,0,90,39,0,0,0,513,130,383,258,255,0,collision_intent:130;dga_entry:255;state:128,1531,132,completed
8,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,125,0,110,16,0,0,0,459,129,330,254,205,0,collision_intent:129;dga_entry:205;state:125,1196,111,completed
8,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,122,0,89,34,0,0,0,488,131,357,253,235,0,collision_intent:131;dga_entry:235;state:122,1198,80,completed
8,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,122,0,91,32,0,0,0,441,134,307,256,185,0,collision_intent:134;dga_entry:185;state:122,1239,87,completed
8,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,126,0,71,56,0,0,0,379,128,251,254,125,0,collision_intent:128;dga_entry:125;state:126,1268,119,completed
9,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,159,0,95,65,0,0,0,518,165,353,324,194,0,collision_intent:165;dga_entry:194;state:159,1640,132,completed
9,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,161,0,84,78,0,0,0,562,171,391,332,230,0,collision_intent:171;dga_entry:230;state:161,1638,89,completed
9,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,164,0,47,118,0,0,0,591,168,423,332,259,0,collision_intent:168;dga_entry:259;state:164,1517,181,completed
9,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,158,0,135,24,0,0,0,619,166,453,324,295,0,collision_intent:166;dga_entry:295;state:158,1564,106,completed
10,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,166,0,115,52,0,0,0,488,172,316,338,150,0,collision_intent:172;dga_entry:150;state:166,1647,70,completed
10,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,167,0,68,100,0,0,0,552,170,382,337,215,0,collision_intent:170;dga_entry:215;state:167,1535,117,completed
10,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,161,0,77,85,0,0,0,618,172,446,333,285,0,collision_intent:172;dga_entry:285;state:161,1456,130,completed
10,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,165,0,101,65,0,0,0,547,172,375,337,210,0,collision_intent:172;dga_entry:210;state:165,1527,130,completed
11,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,112,0,79,34,0,0,0,380,113,267,225,155,0,collision_intent:113;dga_entry:155;state:112,1124,81,completed
11,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,110,0,97,14,0,0,0,408,113,295,223,185,0,collision_intent:113;dga_entry:185;state:110,1086,92,completed
11,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,113,0,89,25,0,0,0,386,113,273,226,160,0,collision_intent:113;dga_entry:160;state:113,1084,115,completed
11,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,115,0,96,20,0,0,0,412,117,295,232,180,0,collision_intent:117;dga_entry:180;state:115,1080,93,completed
12,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,136,0,94,43,0,0,0,536,140,396,276,260,0,collision_intent:140;dga_entry:260;state:136,1448,102,completed
12,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,133,0,89,45,0,0,0,542,139,403,272,270,0,collision_intent:139;dga_entry:270;state:133,1417,127,completed
12,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,137,0,94,44,0,0,0,559,147,412,284,275,0,collision_intent:147;dga_entry:275;state:137,1427,100,completed
12,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,136,0,84,53,0,0,0,450,144,306,280,170,0,collision_intent:144;dga_entry:170;state:136,1516,121,completed
13,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,145,0,59,87,0,0,0,495,150,345,295,200,0,collision_intent:150;dga_entry:200;state:145,1387,165,completed
13,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,143,0,105,39,0,0,0,441,153,288,296,145,0,collision_intent:153;dga_entry:145;state:143,1510,97,completed
13,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,145,0,110,36,0,0,0,532,152,380,297,235,0,collision_intent:152;dga_entry:235;state:145,1407,109,completed
13,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,142,0,87,56,0,0,0,580,153,427,295,285,0,collision_intent:153;dga_entry:285;state:142,1327,140,completed
14,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,138,0,83,56,0,0,0,534,141,393,279,255,0,collision_intent:141;dga_entry:255;state:138,1356,88,completed
14,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,137,0,88,50,0,0,0,447,140,307,277,170,0,collision_intent:140;dga_entry:170;state:137,1422,110,completed
14,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,134,0,99,36,0,0,0,452,138,314,272,180,0,collision_intent:138;dga_entry:180;state:134,1377,148,completed
14,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,138,0,91,48,0,0,0,546,143,403,281,265,0,collision_intent:143;dga_entry:265;state:138,1324,108,completed
15,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,119,0,96,24,0,0,0,459,125,334,244,215,0,collision_intent:125;dga_entry:215;state:119,1500,93,completed
15,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,119,0,81,39,0,0,0,516,122,394,241,275,0,collision_intent:122;dga_entry:275;state:119,1411,124,completed
15,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,118,0,76,43,0,0,0,518,120,398,238,280,0,collision_intent:120;dga_entry:280;state:118,1430,103,completed
15,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,118,0,108,11,0,0,0,559,121,438,239,320,0,collision_intent:121;dga_entry:320;state:118,1384,108,completed
16,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,114,0,80,35,0,0,0,363,119,244,233,130,0,collision_intent:119;dga_entry:130;state:114,1305,124,completed
16,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,118,0,97,22,0,0,0,503,125,378,243,260,0,collision_intent:125;dga_entry:260;state:118,1201,88,completed
16,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,117,0,93,25,0,0,0,507,120,387,237,270,0,collision_intent:120;dga_entry:270;state:117,1203,83,completed
16,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,119,0,91,29,0,0,0,420,121,299,240,180,0,collision_intent:121;dga_entry:180;state:119,1307,65,completed
17,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,119,0,73,47,0,0,0,490,131,359,250,240,0,collision_intent:131;dga_entry:240;state:119,1375,109,completed
17,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,124,0,102,23,0,0,0,536,127,409,251,285,0,collision_intent:127;dga_entry:285;state:124,1325,114,completed
17,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,123,0,87,37,0,0,0,457,129,328,252,205,0,collision_intent:129;dga_entry:205;state:123,1376,142,completed
17,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,128,0,99,30,0,0,0,492,129,363,257,235,0,collision_intent:129;dga_entry:235;state:128,1408,74,completed
18,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,140,0,111,30,0,0,0,539,144,395,284,255,0,collision_intent:144;dga_entry:255;state:140,1287,130,completed
18,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,139,0,86,54,0,0,0,458,144,314,283,175,0,collision_intent:144;dga_entry:175;state:139,1426,72,completed
18,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,137,0,89,49,0,0,0,499,142,357,279,220,0,collision_intent:142;dga_entry:220;state:137,1366,92,completed
18,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,136,0,75,62,0,0,0,462,141,321,277,185,0,collision_intent:141;dga_entry:185;state:136,1363,133,completed
19,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,121,0,85,37,0,0,0,482,131,351,252,230,0,collision_intent:131;dga_entry:230;state:121,1392,86,completed
19,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,126,0,107,20,0,0,0,511,130,381,256,255,0,collision_intent:130;dga_entry:255;state:126,1333,116,completed
19,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,124,0,71,54,0,0,0,551,132,419,256,295,0,collision_intent:132;dga_entry:295;state:124,1307,103,completed
19,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,127,0,98,30,0,0,0,417,130,287,257,160,0,collision_intent:130;dga_entry:160;state:127,1444,99,completed
20,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,133,0,109,25,0,0,0,452,134,318,267,185,0,collision_intent:134;dga_entry:185;state:133,1441,89,completed
20,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,125,0,65,61,0,0,0,488,133,355,258,230,0,collision_intent:133;dga_entry:230;state:125,1390,104,completed
20,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,131,0,75,57,0,0,0,533,137,396,268,265,0,collision_intent:137;dga_entry:265;state:131,1350,99,completed
20,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,134,0,112,23,0,0,0,510,136,374,270,240,0,collision_intent:136;dga_entry:240;state:134,1382,91,completed
21,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,146,0,80,67,0,0,0,537,151,386,297,240,0,collision_intent:151;dga_entry:240;state:146,1588,129,completed
21,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,148,0,106,43,0,0,0,546,153,393,301,245,0,collision_intent:153;dga_entry:245;state:148,1624,84,completed
21,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,147,0,87,61,0,0,0,554,152,402,299,255,0,collision_intent:152;dga_entry:255;state:147,1595,105,completed
21,DGA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dga_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,149,0,88,62,0,0,0,618,154,464,303,315,0,collision_intent:154;dga_entry:315;state:149,1528,109,completed
