trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
36,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,79.3637499080335,79.3637499080335,8,8,8,121,46,100,25,4,46,6,428,0,468,681,723,127,341,252,216,0.7067448680351907,46.8,21.6,collision_intent:127;pi_clear_path:2;pi_entry:214;state:125,0.30000000000000004,0.20999999999999996,known_visit_core_500,10,4,8
37,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,89.08922630891097,89.08922630891097,12,12,12,156,45,122,38,2,15,4,505,0,495,796,688,164,331,324,171,0.6935483870967742,49.5,17.1,collision_intent:164;pi_clear_path:5;pi_entry:166;state:160,0.30000000000000004,0.069672131147541,known_visit_core_500,10,4,8
38,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,64.56635774479061,64.56635774479061,6,6,6,140,38,127,17,3,4,4,342,0,450,733,615,146,304,290,160,0.6758241758241759,45.0,16.0,collision_intent:146;pi_clear_path:1;pi_entry:159;state:144,0.1499999999999999,0.04133858267716528,known_visit_core_500,10,4,8
39,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,73.19408437795008,73.19408437795008,4,4,4,129,43,122,11,1,0,0,420,0,394,643,539,132,262,265,129,0.6857506361323156,39.4,12.9,collision_intent:132;pi_clear_path:3;pi_entry:126;state:133,0.30000000000000004,0.11885245901639352,known_visit_core_500,10,4,8
40,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,68.16537484217166,68.16537484217166,8,8,8,123,40,104,23,1,2,2,393,0,444,645,686,129,315,256,188,0.7266949152542372,44.4,18.8,collision_intent:129;pi_clear_path:3;pi_entry:185;state:127,0.5,0.15865384615384626,known_visit_core_500,10,4,8
41,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,52.23931495256225,52.23931495256225,6,6,6,117,31,101,20,3,6,2,262,0,400,619,580,120,280,241,159,0.6912991656734208,40.0,15.9,collision_intent:120;pi_entry:159;state:121,0.3999999999999999,0.10643564356435653,known_visit_core_500,10,4,8
42,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,71.4184248190148,71.4184248190148,5,5,5,150,41,126,28,3,15,13,373,0,448,730,613,156,292,310,138,0.7005714285714286,44.8,13.8,collision_intent:156;pi_clear_path:1;pi_entry:137;state:154,0.10000000000000009,0.09523809523809534,known_visit_core_500,10,4,8
43,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,220.05896250349437,220.05896250349437,15,15,15,212,57,157,59,0,138,10,1342,3,824,1160,1306,220,604,436,388,0.7219458264234384,82.4,38.8,collision_intent:220;pi_clear_path:4;pi_entry:384;state:216,0.3500000000000001,0.1066878980891719,known_visit_core_500,10,4,8
44,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,67.93700660239615,67.93700660239615,5,5,5,117,39,102,19,4,34,4,357,0,429,636,648,124,305,245,184,0.7081967213114754,42.9,18.4,collision_intent:124;pi_clear_path:2;pi_entry:182;state:121,0.25,0.15686274509803932,known_visit_core_500,10,4,8
45,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,54.490224102877484,54.490224102877484,7,7,7,125,32,103,26,2,0,0,275,0,400,661,538,127,273,256,144,0.6577017114914425,40.0,14.4,collision_intent:127;pi_clear_path:1;pi_entry:143;state:129,0.3999999999999999,0.11407766990291268,known_visit_core_500,10,4,8
46,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,220.24754475179256,220.24754475179256,11,11,11,184,51,143,45,2,234,2,1194,2,899,1264,1432,192,707,380,519,0.6754716981132075,89.9,51.9,collision_intent:192;pi_clear_path:6;pi_entry:513;state:188,0.3500000000000001,0.04370629370629375,known_visit_core_500,10,4,8
47,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,63.037349688241584,63.037349688241584,3,3,3,130,37,119,15,2,13,2,319,0,388,658,506,133,255,267,121,0.661437908496732,38.8,12.1,collision_intent:133;pi_clear_path:1;pi_entry:120;state:134,0.6000000000000001,0.1113445378151261,known_visit_core_500,10,4,8
48,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,185.4184022145562,185.4184022145562,10,10,10,159,47,123,40,0,234,17,1012,1,893,1217,1460,173,720,336,557,0.6765523632993512,89.3,55.7,collision_intent:173;pi_clear_path:5;pi_entry:552;state:163,0.44999999999999996,0.04268292682926833,known_visit_core_500,10,4,8
49,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,125.68441690597702,125.68441690597702,11,11,11,170,65,136,38,2,45,12,754,0,503,820,688,182,321,356,147,0.7151767151767152,50.3,14.7,collision_intent:182;pi_clear_path:5;pi_entry:142;state:174,0.25,0.15441176470588225,known_visit_core_500,10,4,8
50,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,89.08748669065234,89.08748669065234,10,10,10,166,51,140,30,5,24,1,484,0,494,801,680,172,322,342,152,0.7046632124352331,49.4,15.2,collision_intent:172;pi_clear_path:4;pi_entry:148;state:170,0.25,0.10357142857142865,known_visit_core_500,10,4,8
51,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,101.44384974481969,101.44384974481969,10,10,10,159,52,135,28,2,21,4,588,0,527,851,727,170,357,333,194,0.6800748362956034,52.7,19.4,collision_intent:170;pi_clear_path:6;pi_entry:188;state:163,0.25,0.06481481481481488,known_visit_core_500,10,4,8
52,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,192.83424066554352,192.83424066554352,9,9,9,157,50,126,35,2,128,7,1154,1,619,936,921,170,449,331,288,0.6837416481069042,61.9,28.8,collision_intent:170;pi_clear_path:7;pi_entry:281;state:161,0.5,0.23412698412698418,known_visit_core_500,10,4,8
53,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,58.25075462435648,58.25075462435648,6,6,6,134,34,115,23,2,0,0,292,0,400,630,566,135,265,273,127,0.7128463476070529,40.0,12.7,collision_intent:135;pi_entry:127;state:138,0.10000000000000009,0.06304347826086953,known_visit_core_500,10,4,8
54,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,84.87862384869442,84.87862384869442,8,8,8,151,46,131,24,3,24,4,455,0,509,807,718,159,350,314,195,0.6851145038167938,50.9,19.5,collision_intent:159;pi_clear_path:4;pi_entry:191;state:155,0.3500000000000001,0.10877862595419852,known_visit_core_500,10,4,8
55,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,62.02803552548004,62.02803552548004,7,7,7,124,35,106,22,2,9,7,336,0,381,642,500,132,249,260,121,0.6702412868632708,38.1,12.1,collision_intent:132;pi_clear_path:3;pi_entry:118;state:128,0.3999999999999999,0.10377358490566047,known_visit_core_500,10,4,8
56,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,78.18792154609952,78.18792154609952,11,11,11,140,45,115,29,2,0,0,446,0,425,687,587,143,282,287,138,0.6946745562130178,42.5,13.8,collision_intent:143;pi_clear_path:3;pi_entry:135;state:144,0.25,0.10652173913043472,known_visit_core_500,10,4,8
57,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,84.17567642265963,84.17567642265963,10,10,10,152,49,118,38,3,4,2,482,0,478,780,653,158,320,314,164,0.6809176225234619,47.8,16.4,collision_intent:158;pi_clear_path:4;pi_entry:160;state:156,0.30000000000000004,0.09322033898305082,known_visit_core_500,10,4,8
58,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,90.60638596686456,90.60638596686456,6,6,6,159,53,129,34,4,1,1,519,0,481,755,688,161,320,324,157,0.7166666666666667,48.1,15.7,collision_intent:161;pi_clear_path:2;pi_entry:155;state:163,0.10000000000000009,0.18410852713178305,known_visit_core_500,10,4,8
59,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,105.0405075028797,105.0405075028797,9,9,9,179,60,137,46,5,15,11,608,0,529,901,685,190,339,373,156,0.6742125984251969,52.9,15.6,collision_intent:190;pi_clear_path:4;pi_entry:152;state:183,0.30000000000000004,0.1441605839416058,known_visit_core_500,10,4,8
60,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,52.61848923488675,52.61848923488675,4,4,4,120,32,114,10,2,3,2,263,0,393,623,556,123,270,247,146,0.6864197530864198,39.3,14.6,collision_intent:123;pi_entry:146;state:124,0.44999999999999996,0.07894736842105265,known_visit_core_500,10,4,8
61,known_visit,PI,gilbert_elliot,0.3,19,361,4,10,pi_gilbert_elliot_pGG_0_3_pBB_0_7,known_visit_g19_t10_n500.csv,10,True,86.7787867889223,86.7787867889223,10,10,10,136,47,121,19,1,10,4,517,0,466,717,681,145,321,285,181,0.7071651090342679,46.6,18.1,collision_intent:145;pi_clear_path:5;pi_entry:176;state:140,0.3999999999999999,0.14669421487603307,known_visit_core_500,10,4,8
